matra,frequency,probability
ा,695.0,0.645910780669145
ि,18.0,0.016728624535315983
ी,6.0,0.0055762081784386614
ु,1.0,0.0009293680297397769
ू,0.0,0.0
े,101.0,0.09386617100371747
ै,18.0,0.016728624535315983
ो,127.0,0.11802973977695168
ौ,7.0,0.006505576208178439
ं,46.0,0.04275092936802974
ः,57.0,0.05297397769516728
ँ,0.0,0.0
ृ,0.0,0.0
