ngram,Frequency,Probability
महातेज,134,0.00816326530612245
हातेजा,128,0.007797745964057265
वैदेही,150,0.009137983551629607
ैदेहीं,74,0.004508071885470606
महाबाह,110,0.006701187937861712
हाबाहो,62,0.0037770332013402374
कैकेयी,75,0.004568991775814804
राजानं,45,0.0027413950654888823
भूतानि,35,0.0021321961620469083
जीवितं,35,0.0021321961620469083
लोकेषु,34,0.002071276271702711
रावणेन,36,0.0021931160523911055
वैदेहि,30,0.0018275967103259215
मैथिली,57,0.003472433749619251
ैथिलीं,29,0.001766676819981724
दुःखेन,29,0.001766676819981724
विविधा,55,0.003350593968930856
िविधान,27,0.0016448370392933293
विधानि,28,0.0017057569296375266
सीताया,45,0.0027413950654888823
जानामि,35,0.0021321961620469083
महाराज,54,0.0032896740785866587
तमुवाच,25,0.0015229972586049345
भूताना,25,0.0015229972586049345
ूतानां,24,0.0014620773682607372
कैकेयि,22,0.0013402375875723423
नाराजक,21,0.001279317697228145
ाराजके,21,0.001279317697228145
वालिनं,21,0.001279317697228145
हाबाहु,43,0.0026195552848004874
ाबाहुः,21,0.001279317697228145
पुनरेव,25,0.0015229972586049345
ैकेयीं,20,0.0012183978068839476
ततोऽहं,18,0.0010965580261955528
रामेति,16,0.0009747182455071581
कुरुते,16,0.0009747182455071581
पृथिवी,37,0.002254035942735303
शुशुभे,15,0.0009137983551629607
ृथिवीं,15,0.0009137983551629607
ाबाहुं,15,0.0009137983551629607
तावुभौ,15,0.0009137983551629607
पुरुषं,16,0.0009747182455071581
ातेजाः,17,0.0010356381358513555
लोकाना,16,0.0009747182455071581
ोकानां,19,0.0011574779165397502
महाभाग,70,0.0042643923240938165
हाभागा,31,0.0018885166006701187
ीतायाः,15,0.0009137983551629607
विललाप,14,0.0008528784648187633
योजनान,17,0.0010356381358513555
ोजनाना,14,0.0008528784648187633
जनानां,16,0.0009747182455071581
विदितं,16,0.0009747182455071581
गोदावर,17,0.0010356381358513555
ोदावरी,17,0.0010356381358513555
दावरीं,13,0.000791958574474566
हाराजो,13,0.000791958574474566
रुधिरं,12,0.0007310386841303686
मूलानि,12,0.0007310386841303686
मारीचो,14,0.0008528784648187633
हाराजं,12,0.0007310386841303686
वालिना,12,0.0007310386841303686
जानाति,21,0.001279317697228145
वरारोह,30,0.0018275967103259215
रारोहे,12,0.0007310386841303686
जानासि,14,0.0008528784648187633
पतितां,14,0.0008528784648187633
देवाना,15,0.0009137983551629607
ेवानां,12,0.0007310386841303686
हनुमता,13,0.000791958574474566
रारोहा,18,0.0010965580261955528
मधुवनं,11,0.0006701187937861712
सरितां,11,0.0006701187937861712
विशेषे,11,0.0006701187937861712
िशेषेण,11,0.0006701187937861712
राघवेण,12,0.0007310386841303686
दुःखतर,11,0.0006701187937861712
ुःखतरं,11,0.0006701187937861712
सरांसि,11,0.0006701187937861712
दारुणं,14,0.0008528784648187633
पादुके,10,0.0006091989034419738
मानुषं,10,0.0006091989034419738
सीतेति,10,0.0006091989034419738
नारीणा,13,0.000791958574474566
ारीणां,11,0.0006701187937861712
दारेषु,11,0.0006701187937861712
राघवाय,11,0.0006701187937861712
विचचार,10,0.0006091989034419738
वानराण,10,0.0006091989034419738
ानराणा,10,0.0006091989034419738
नराणां,14,0.0008528784648187633
ाभागां,10,0.0006091989034419738
बहुविध,15,0.0009137983551629607
हुविधं,10,0.0006091989034419738
गुरुणा,11,0.0006701187937861712
वसुधां,10,0.0006091989034419738
देवतान,12,0.0007310386841303686
ेवताना,12,0.0007310386841303686
वतानां,10,0.0006091989034419738
हाभागं,9,0.0005482790130977764
राजानो,9,0.0005482790130977764
वानराः,9,0.0005482790130977764
नृशंसे,14,0.0008528784648187633
संयुगे,12,0.0007310386841303686
वनवासं,9,0.0005482790130977764
निपपात,12,0.0007310386841303686
मारीचं,9,0.0005482790130977764
दुःखमत,9,0.0005482790130977764
ुःखमतो,9,0.0005482790130977764
पुरुषः,9,0.0005482790130977764
नगराणि,9,0.0005482790130977764
भूषणान,9,0.0005482790130977764
ूषणानि,9,0.0005482790130977764
मुनिना,8,0.00048735912275357904
विधिना,8,0.00048735912275357904
पुरुषो,8,0.00048735912275357904
दशरथेन,10,0.0006091989034419738
मेधावी,8,0.00048735912275357904
विपुलं,8,0.00048735912275357904
भाषितं,8,0.00048735912275357904
विषादं,8,0.00048735912275357904
िविधाः,8,0.00048735912275357904
किमिदं,8,0.00048735912275357904
विनाशा,8,0.00048735912275357904
िनाशाय,8,0.00048735912275357904
मधुरया,8,0.00048735912275357904
पूरयाम,9,0.0005482790130977764
ूरयामा,9,0.0005482790130977764
रयामास,21,0.001279317697228145
वनवासा,8,0.00048735912275357904
