vyanjan,frequency
क,148096.0
ख,10865.0
ग,30571.0
घ,2785.0
ङ,0.0
च,15398.0
छ,4020.0
ज,35889.0
झ,1204.0
ञ,232.0
ट,23481.0
ठ,2541.0
ड,14660.0
ढ,1397.0
ण,3521.0
त,55711.0
थ,11865.0
द,41899.0
ध,8155.0
न,85107.0
प,49864.0
फ,12679.0
ब,36808.0
भ,12852.0
म,70144.0
य,43685.0
र,134290.0
ल,63996.0
व,34320.0
श,18713.0
ष,5646.0
स,83746.0
ह,75998.0
