word,frequency
में,17023
जीत,159
से,8931
गदगद,2
हुए,1289
दिल्ली,921
वालों,146
का,7032
जताया,31
आभार,10
प्रधानमंत्री,352
नरेन्द्र,15
मोदी,765
ने,9358
एमसीडी,43
चुनाव,711
बीजेपी,787
पर,6660
भरोसा,61
जताने,5
तथा,71
चुनावों,62
को,10868
शानदार,52
विजय,63
दिलाने,20
के,22441
लिए,2990
लोगों,952
प्रति,103
कृतज्ञता,5
व्यक्त,18
की,14013
है.,9635
गौरतलब,126
है,4183
कि,6202
कुल,161
मिलाकर,37
सीटों,191
नतीजे,24
आए,199
हैं.,3700
जहां,338
इन,525
मिली,207
हैं,1383
तो,1782
वहीं,393
आम,191
आदमी,120
पार्टी,833
और,7749
कांग्रेस,912
क्रमशः,2
ही,2621
हासिल,130
करने,1868
सफल,61
रही,1527
यहां,430
अन्य,233
उम्मीदवारों,66
हुई,653
पीएम,229
बुधवार,163
ट्वीट,142
कर,3587
विश्वास,55
जनता,207
आभार.,1
मैं,385
फार,1
टीम,289
श्रम,3
सराहना,10
करता,252
हूं,108
जिसने,44
यह,1483
तीनों,92
नगर,78
निगमों,1
भाजपा,152
बाद,2171
आया,204
प्रचंड,4
अध्यक्ष,351
अमित,158
शाह,190
कहा,2100
अप्रत्याशित,4
नरेंद्र,253
नेतृत्व,104
जो,750
सरकार,1295
चल,226
उससे,106
पूरे,217
देश,702
काम,618
संदेश,41
गया,1766
उसकी,323
गोवा,18
मणिपुर,11
परिणामों,4
रथ,8
आगे,213
स्पष्ट,36
बहानेबाजी,1
राजनीति,113
नहीं,3042
चलेगी.,5
तीन,413
सालों,81
मुहर,17
लगाई,61
मनोज,69
तिवारी,96
समेत,153
सभी,484
कार्यकर्ताओं,46
बधाई,34
देता,64
हूं.,110
चूहों,4
खलबली,5
जमीन,110
उतरा,7
एयर,36
इंडिया,178
विमान,38
फ्लाइट,30
उछलकूद,2
मंगलवार,156
एक,3724
लेह,4
लैंड,15
करना,390
मचा,32
दी,871
थी.,1159
दिखने,21
सुरक्षा,262
दृष्टि,6
खतरा,57
पैदा,83
हो,2099
था.,1869
इससे,476
पहले,1286
चूहे,4
किसी,674
तरह,712
नुकसान,99
पहुंचाएं,1
उन्हें,760
निकालना,5
जरूरी,99
होता,291
भी,4389
भरने,9
फ्यूमिगेट,2
किया,2309
जाता,388
हालांकि,310
हाई,124
एल्टीट्यूड,3
वाले,858
इस,3619
कोई,812
सुविधा,24
मौजूद,133
इसलिए,210
उतारना,4
अधिकारी,157
दूसरी,218
उपकरण,6
भेजेगा.,1
इसके,899
सुबह,186
जा,1319
सकेगा,3
कुछ,896
घंटे,128
रखा,155
सबके,29
वापस,117
लाया,42
सकेगा.,16
न्यूजीलैंड,45
स्पिन,3
बिखरी,3
भारतीय,413
रनों,38
शर्मनाक,9
हार,85
नागपुर,29
जामथा,1
स्टेडियम,12
आईसीसी,6
वर्ल्ड,41
सुपर,17
मुकाबले,45
सामने,431
स्कोर,17
किया.,443
जवाब,219
खेलने,18
उतरी,8
मात्र,19
सिमट,11
गई.,417
भारत,673
कप्तान,25
धोनी,35
सर्वाधिक,15
जबकि,293
कोहली,36
रन,83
बनाए.,16
तरफ,258
सैंटनर,6
चार,219
विकेट,57
झटके.,2
इनके,67
अलावा,346
मैकलम,3
दो,684
मिलने,179
लिया.,181
ग्रुप,51
मैच,73
धीमी,10
पिच,2
जीतकर,20
बल्लेबाजी,8
फैसला,283
पहली,303
गेंदों,10
छक्के,7
बावजूद,100
शुरू,516
गंवाने,5
वह,977
बैकफुट,6
चला,111
गया.,663
कोरी,2
एंडरसन,4
ओर,302
ल्यूक,3
रोंची,4
आखिर,72
नाबाद,11
पारी,32
खेली,8
जिससे,118
सात,68
चुनौतीपूर्ण,2
तक,1181
पहुंचने,42
रहा.,80
खेल,73
साथ,1913
लगी,111
लिये,54
यही,146
जैसा,66
साबित,88
स्पिनरों,4
मिशेल,15
देकर,112
ईश,3
नैथन,1
माहिर,6
थर्रा,3
दिया.,556
समय,468
बनाकर,57
जूझ,11
रहा,1311
महेंद्र,19
सिंह,785
बनाए,87
लेकिन,1361
अंतर,18
कम,335
हुआ.,124
ओवर,29
ढेर,34
गयी,25
उसका,220
दूसरा,70
न्यूनतम,19
कीवी,4
अभियान,104
रोक,102
लगाने,134
रही.,70
खिलाफ,664
अब,1059
पांचों,10
जीते,14
टिम,4
साउथी,1
ट्रेंट,1
बोल्ट,1
जैसे,228
तेज,80
गेंदबाजों,7
था,768
उसके,564
उसे,537
शुरुआत,155
दिलाई.,9
ब्रेक,22
गेंदबाज,9
शिखर,10
धवन,64
एलबीडब्ल्यू,1
आउट,47
केन,2
विलियमसन,3
तीसरे,51
बदलाव,91
रूप,287
बाएं,4
हाथ,151
स्पिनर,9
गेंद,27
थमा,1
दी.,316
उन्होंने,1308
रोहित,26
शर्मा,145
सुरेश,18
रैना,14
करके,174
खेमे,11
लेग,6
नौवें,8
सौंपी,29
आते,109
अपनी,905
सबसे,492
कीमती,5
रहे.,98
उनकी,554
कवर,18
खेलना,6
चाहते,166
थे,219
बल्ले,3
किनारा,4
लेकर,890
विकेटकीपर,4
सुरक्षित,44
दस्तानों,1
समा,4
गिरने,22
क्रम,15
थमा.,2
हार्दिक,41
पंड्या,1
सीधी,7
अपेक्षाकृत,5
समझ,50
आई,213
उनके,790
पैड,4
टकराई.,1
रविंद्र,9
जडेजा,8
अगले,119
फ्रंट,30
फुट,5
जाकर,76
कोशिश,292
उछल,1
गई,1013
बाकी,79
पूरा,229
रन.,1
जब,681
चाहिए,103
तब,199
पहला,101
छक्का,2
लगाया,208
रविचंद्रन,3
अश्विन,12
जिन्होंने,53
छह,85
साझेदारी,6
अपना,335
चौथा,11
लिया,492
उनका,281
सर्वश्रेष्ठ,12
प्रदर्शन,104
अपने,1336
करियर,57
कमाल,21
दिखाया.,5
जसप्रीत,3
बुमराह,3
नमूना,1
पेश,178
इसकी,199
तुलना,30
अधिक,168
प्रभाव,37
पाए,47
आशीष,12
नेहरा,4
फिर,584
सफलता,30
की.,321
पवेलियन,8
लौटने,18
आठ,49
संवारने,3
जिम्मेदारी,87
थी,300
स्टंप,1
करा,36
दस,32
केवल,85
बना,230
पाया,79
पिछले,374
शुरुआती,26
ओवरों,8
फालोथ्रू,1
फुर्ती,1
दिखाकर,13
सटीक,5
थ्रो,3
रोस,6
टेलर,12
दूसरे,225
क्रीज,1
उतरकर,6
छोर,1
संभाले,1
डटकर,1
सामना,50
आईपीएल,23
मुंबई,244
इंडियन्स,1
साथी,41
यार्कर,3
पास,504
फेंकी,2
इनमें,93
तीसरी,36
आलराउंडर,1
बोल्ड,7
माइकल,9
हवा,25
लहराई,2
ग्रांट,3
इलियट,1
नौ,37
आखिरी,75
चौका,1
मदद,177
बटोरकर,1
सम्मानजनक,4
पहुंचाया.,7
अगला,11
पाकिस्तान,392
मार्च,129
कोलकाता,38
होगा.,241
देखें,24
युवराज,8
सिंह.,4
कोरे,3
मार्टिन,4
नाथन,1
एडम,1
कोलिन,2
मीटिंग,23
बोले,48
सिर्फ,299
राहुल,267
गांधी,307
सकते,357
इस्तीफे,29
मनाने,19
कोशिशें,11
जारी,406
राजस्थान,97
मुख्यमंत्री,317
अशोक,56
गहलोत,29
मौजूदा,54
देशवासियों,7
प्रतिबद्धता,9
बेमिसाल,2
बता,339
शासित,9
राज्यों,79
आज,301
यानी,145
सोमवार,163
मिलेंगे,6
इस्तीफा,77
लेने,165
मांग,275
करेंगे.इससे,1
सीएम,80
ट्विटर,104
लिखा,172
हम,370
लोकसभा,281
लेते,54
नीति,43
विचारधारा,9
कई,868
मोर्चों,3
विफल,7
कट्टर,2
राष्ट्रवाद,12
पीछे,168
उसने,327
असफलताओं,1
छिपा,14
दौरान,696
जमीनी,14
मुद्दे,113
सिरे,18
खारिज,62
बार,745
समर्थन,120
दिया,1270
इस्तीफों,1
दौर,54
बने,97
रहने,225
किए,400
रहे,1426
ऐसे,445
सबकी,13
नजर,405
बात,913
क्या,449
मानेंगे,2
या,401
पद,167
कमिटमेंट,1
कायम,27
रहेंगे.,25
.,60
याकूब,29
मेमन,21
परिवार,240
खुलासे,17
फांसी,166
वक्त,220
चर्चा,173
विषय,33
बनी,113
विवाद,143
पत्नी,191
बेटी,120
परिजनों,81
गुरुवार,132
जेल,318
अंतिम,67
मुलाकात,129
धमाके,18
दोषी,84
आजतक,46
संवाददाता,5
सफर,50
कैमरे,45
बोलने,33
तैयार,186
बिना,118
बातों,50
बताया,745
भाई,103
गुनाहों,5
सजा,178
मिल,227
एक्सक्लूसिव,9
बातचीत,178
खुलासा,93
सरेंडर,26
गृहमंत्री,24
दिलाया,18
होगी.,221
पता,224
वो,746
पाएंगे,5
दावा,175
कहने,46
काफी,384
जिसका,58
जल्द,158
करेंगे.,164
अभी,353
उम्मीदें,11
लगता,142
