matra,frequency,probability
ा,1139.0,0.27652342801650887
ि,377.0,0.0915270696771061
ी,164.0,0.03981548919640689
ु,717.0,0.17407137654770574
ू,69.0,0.016751638747268753
े,364.0,0.0883709638261714
ै,112.0,0.027191065792668122
ो,287.0,0.06967710609371207
ौ,65.0,0.015780529254673464
ं,210.0,0.05098324836125273
ः,77.0,0.018693857732459334
ँ,0.0,0.0
ृ,538.0,0.13061422675406653
