ending,frequency
कीजिए,19
पहुंचाया,27
मंगल..,1
खुराना,1
मिटाएंगे,1
चाहा,3
दिखे,47
उतरेंगे,14
छुटकारा,1
बचें,15
जताया,23
ठहराया,20
संभाला,15
भरी,10
मानता,6
बी,4
डूबा,2
लीटर,6
मस्ती,1
बिताया,9
बोला,54
खेती,1
करवाएं,4
तरीके,3
संभालेंगे,12
सकेगी,31
हुआ..,7
हाल,6
खबर..,6
माधव,1
लगेगी,21
नमस्कार....,1
झुकना,1
बदले,6
गलत,2
बीच,4
जरूरी,4
तोहफा,1
लगाएगी,3
डरूंगा,1
हारी,2
निभाए,2
चाहतीं,5
बचाएंगे,1
लगाते,1
उठाओ,2
रचाई,4
नाम,5
हटाया,3
साजिश,1
भेजेगा,3
भेजते,2
निकली,26
राज,8
पुराना,2
मिलेंगी,6
तवज्जो,1
पार्टियां,2
ले,25
रोकी,5
केकेआर,1
ओर,2
आर.पी.एन,3
जोनस,1
इसलिए..,1
आग,1
लेगी,27
छुट्टी,2
छात्रा,1
गांव,1
दरिया,1
खौफ,1
फैली,2
जगाए,1
तरीके..,1
छुआ,8
करता,29
कर,7
जुटे,1
देखिए,13
किलोमीटर,1
ई,4
निवेश,2
बी.आर,14
का..,1
सुनाया,24
पाता,16
बोलते,4
दिलाएं,3
आजमाएंगे,1
डालेगी,2
बचाएं,2
टिकी,2
लीजिए,26
करके,2
जंग,2
बेहतर,2
लाएगी,13
कमीशन,1
करवाई,16
करवाएगा,3
खुर्शीद,1
लटकाएगा,1
जेल,1
अपील,1
इलमी,1
रहो,7
दो,28
देखो,3
बार,1
वोट,5
मुसलमान,3
होइए,1
सेकुलर,1
सोचते,3
क्यों,19
करेगें,1
वी.डी,1
रखेंगे,26
धन्यवाद,6
धरदबोचा,5
बी.एम,1
एल.सी,1
काम,3
वेदांत,2
बाटूं,1
बनाओगी,1
बर्थडे,1
अजान,1
शर्मनाक,1
माने,2
टोका,1
शो,3
लौटेंगे,6
लूं,2
सुनाएगी,3
सुनाएंगे,4
सुनाईए,1
चलेगी,16
में..,16
उठें,1
बनाएं,7
रखे,9
मांगेगी,4
घृणित,2
बाहुबली,1
वाली,4
संसार,1
किस्से,4
हटती,1
जौहर,1
न,7
बताऊंगा,2
खतरा,3
कमाए,9
लाई,3
एन्ट्री,1
सिखाएंगी,1
जताई,24
घेरा,11
उछालें,1
हंस,1
बंधती,1
मानसिक,1
रहती,5
जाएंगीं,1
यहां..,4
चाहती,15
चाहेंगी,8
बनती,3
पिलाई,4
पूछी,2
भेजें,7
थीं..,2
राजस्व,1
वसूला,2
सकीं,6
मौका..,1
सौंपेगी,2
रहनुमा,1
जाय,5
उठाएगी,12
एस,25
मंगवाया,1
दिखा,24
एक्सरसाइज..,1
लगेगा..,1
देखे,6
कमाया,2
साधे,1
कैसा,1
जरूरत,4
पहुंचाएं,2
कटौती,2
उठाये,2
डर,5
परेशान,1
रघु,1
एन,10
देखेंगे,21
मौका,3
ठाकोर,1
जीतेंगे,4
निभाएगी,1
आर.के.एस,1
पातीं,5
पाऊंगी,5
बांटी,2
आर.पी,2
खुलीं,1
कपूर,8
एच.एन,2
मनाएं,2
नहीं..,7
जाना,10
सुनें,3
आना,3
हैैं,1
भाभी,1
टंडन,1
खास,17
खबरें,11
कहानी..,4
बेबी,1
बैठेंगी,1
बटाओ,1
फूड,1
दिखाई,14
हत्या,3
शैतान,1
वहशी,1
उठाता,1
बीजेपी,2
मंत्री,5
उनको,1
बजाया,1
मिलवाया,4
आरोपी,1
खान,17
जानता,8
अत्रे,1
सीखें,2
स्वीकारा,2
के.वी,9
सी.पी,3
कलामसेरी,1
ए.एन,1
ओ,6
रखते,4
हर्बल,1
रखीं,6
भरेंगे,2
बंदरबांट,1
करिए,6
करिये,1
चाटा,1
बरतें,1
दिखाएंगे,2
योगदान,2
बचाया,8
हटी,1
गंवाई,4
शुरुआत,5
अभिनंदन,1
दोआब,2
सलाह,1
दिलाया,10
उठाए,23
निकालें,2
चलते,3
बैठेंगे,3
जलाएंगे,2
गिनाएंगे,1
कटुता,2
कहलाएंगे,1
घूमेंगे,1
भूलें,11
सकतीं,4
खाई,3
चले,7
नेंगरू,1
बिछाया,3
सुलझी,1
दबाव,2
साधन,2
गणेश..,1
खुलेंगे,5
डालेंगे,5
देखी,18
आर.एस,1
फटकारा,1
गली,1
हाथ,3
रुकेगी,4
क्या..,2
फहराया,1
शुभकामनाएं,8
सोचें,5
रखिएगा,1
है.,9
हूं..,3
कहेंगे,8
हंसाया,2
उतारे,3
जांचा,1
मिलेगा..,2
लगाओ,2
फायदे,4
प्रदूषण,2
हनीप्रीत,1
शुन,1
आजादी,2
माणिक्य,1
पहुंचाई,6
बचाई,6
दिलाएंगे,6
शहंशाह,1
अंदाज,4
ढींगरा,2
नही,7
निपटाएंगी,1
पिटीशन,1
बचा,4
सोचती,1
दोहराई,4
सीखना,1
बुलाई,8
बनाईं,2
राणा,1
टास्क,2
रुपये..,2
प्लेसमेंट,1
वजीफा..,1
पादुकोण,1
कनेक्शन,1
पहुंचेंगी,1
गोल्ड,1
बजट,4
जायेगा,19
सवाल,4
मांगेंगे,3
जानिए..,3
थमा,4
सौरभ,1
आरसी,1
रूपाणी,2
खाएं,7
पहनें,6
सौपेंगी,1
वो,5
निकलेंगे,2
ट्वीट..,1
लिंगरी,1
मानी,8
प्यार,3
लेना,6
को,15
लिये,3
किमी,8
बनवाए,1
चुप,1
बोलें,5
कराएगी,6
हिदायत,1
सफलता..,1
सीक्रेट्स..,1
रहते,4
शांत,1
देती,9
बजी,1
जाओ,6
डी.बी,1
अध्याय,1
जरिए,1
बदला,8
माना,16
बोलेंगे,6
उतरेगी,5
बचे,2
निपटें,2
देकर,2
पहचाने,1
पाएंगीं,1
सकेंगी,7
लौटे,12
पटेल,1
टिरिपानो,1
घुसता,1
बताएगा,5
चलाईं,4
बनाइए,1
मांगा,10
मचाया,9
नेता,3
सदुपयोग..,1
पाना,1
मिनट,1
चलीं,4
वसूलती,2
नाम.,1
सुधारा,1
गोद,1
गाना.,1
सामने,2
समझें,3
लगाना,2
मिलना,3
एकाउंट,1
मिसेज,1
मत,2
दीपिका,3
कपल,1
इंकार..,1
लूट,1
चोरी,2
खरीदा,6
आर.के,3
नाकामी,1
दिखता,5
आंदोलन,1
लेख,2
उधर,2
यूनाइटेड,1
कहानी,7
खली,1
सेलिब्रेशन,1
हाथी,3
दूसरी,2
सीबीएसई,1
डिटेल..,1
गाज,2
जलाया,5
भरेगा,6
मानेंगे,1
कंघी,1
करवाए,7
रास्ते,1
चिन्ह,1
उतरें,1
कराएं,7
दिखें,4
फिल्म,2
जामुन,1
जगह,1
बाहर,3
घोषणा,1
कयास,1
बोहरा,1
जादू,1
फैलेगी,2
जिम्मेदार,1
स्ट्राइक,1
रहे.,1
लहराया,5
करने,2
बुलाने,1
अलग,6
जाना..,2
अंग्रेजी,1
होगे,2
पैर,1
लोग,4
रहस्यमयी,1
पहुंचाएंगे,3
दावे,2
जगाया,3
सबको,1
काटूंगी,1
शादी,6
होली,2
चेक,2
पहना,3
रूकी,2
लेकिन..,4
दिलवाएगा,1
बैंक,1
जहालत,1
आबादी,1
करवाएंगे,5
ते,1
त,1
चाहए,2
बनवाएंगे,2
उसमें,2
गिनाएगी,2
पायरेसी,1
उम्मीदें..,1
निकलेगा,3
समझेगा,1
होगें,5
पूछा..,1
मोदी,1
सुनते,3
रैप,2
तो..,4
मैंने,4
बैग.,1
कहलाउंगी,1
पकाया,1
पाती..,1
पुलिस,3
उबालें,1
पहुचेंगे,1
हु,1
गाएंगे,6
तरीका,2
रहूंगी,4
आओगे,1
थैंक्यू,1
गगई,1
आऊंगा,4
सुनी,18
जिएंगे,1
फीस,2
जताएं,1
देखता,2
थामा,1
मनाएगा,1
पाते,14
देता,20
बिखेरें,1
पहुंचते,1
उतारी,1
कहूंगी,1
मछुआरे,1
सकता..,1
खिला,3
पहुंचें,1
धमका,1
दर्द,4
पिएं,4
थकेगा,1
थकाइए,1
देतीं,4
कराएंगे,9
हंगे,1
आकृति..,1
मरौदा,1
हूँ,4
पैम्फलेट,1
खाया,6
खाईं,1
सट्टा,1
बुलवाया,2
लगें,4
तक,4
गुजरी,6
घर,2
रूबी,1
फूंका,3
पंगा,2
रिव्यू,1
हार,5
रखेंगी,2
पहुंचाइए,3
रहिए,4
मारीं,3
जवाब,5
और,6
चलेंगे,10
जी.ए,1
चेहरा,2
बस,4
उतारा,6
कहीं,11
लीं,5
निकलें,5
कसा,6
हटाएंगी,1
सुनाए,4
पाकिस्तान..,1
हेलो,1
कमाई,6
बनी,24
मिलने,1
चलो,1
रोई,1
पहनाएगा,2
पहनिए,1
पहुंचाना,2
विश्वास,2
भेजेगी,3
खरीदेगा,1
रिश्तेदार,1
होना,11
करती,11
डोभाल,1
संभालेगा,4
सुने,1
नारे,2
घोषित,1
नोबेल..,1
सीन,3
कर्मचारी,1
रुकती,2
लायें,1
जायेगी,8
बनवाया,4
बचाएगी,1
मुश्किल,2
मिलाया,3
खरीदी,3
रूकेंगे,1
चुनाव,6
बठेगा..,1
तो,7
फायदा,4
दागे,6
भला,1
रिझाएंगे,1
बैठेगी,3
बनें,6
टी,3
सच,2
युक्त,2
दुरूह,1
परोसती,1
डालीं,3
डाले,10
पी.आर,2
मानेगा,1
भेजे,7
उभरे,2
बांधी,3
उतारेगी,3
हर,1
सूची,1
प्रज्ञा,1
खिलाफ,4
चांस..,1
जाएंगे..,1
मायूसी,1
फजल,2
आरोप,7
गवाह,1
लहराएं,1
मानो,2
चाहूंगा,5
लेते,8
कहूं,2
बिजली,1
अपनाई,3
कैसे,9
ये,5
लाए,2
आते,12
रखो,5
रचाएंगे,3
बनाता,1
झेली,2
डायरी,1
रोकें,3
असर,6
उभरी,1
उतरी,2
चलाएंगे,1
बची,3
जाइए.,1
कहलायेंगे,1
जाइये,1
जतायी,3
कबूली,4
कहता,1
अब,1
मिलें,7
लेगें,3
आतंकी,3
सम्भाली,1
हटवाएं,2
हटाइए,1
सर,3
निकाली,15
कारण..,2
सीखेंगे,1
खेलेगा,2
खेलेंगी,1
पाओ,1
लाठीचार्ज,1
आत्महत्या,1
झुकेगी,1
भरा,1
पोती,1
निकाले,2
मजा,1
मा,1
बदलवाएंगे,1
खिंचवाएंगी,1
जएगा,1
एंट्री,6
तृशनीत..,1
पूछे,11
टकराएंगी,1
चुराएंगी,1
जरूर,1
धोए,2
धोई,1
दिखेगी,8
गुजारे,2
रुका,2
लौटा,3
मदद,2
हिरानी,2
टलेगी,1
चलाएगा,3
आये,4
मुकदमा,1
बी.ए,2
बीएड,1
खिंचवाउं,1
बांधा,4
घूमे,2
उतरेंगी,4
जीती,6
नदारद,2
माएगा,2
फिल्म..,1
कराइए,1
गुस्सा,2
हैट्रिक,1
सुनाईं,1
पंजाबी,1
मीडिया,2
भूलता,1
हटते,4
कहे,2
घसीटेंगे,1
ठहरा,2
इलाज..,1
फैसला,5
पहुंचेगी,8
तस्वीर,2
यहां,1
जीतेगा,3
झंडा,1
मायने,2
जाओगे,2
बोले,4
बैठूंगा,2
कहां,2
पहुंचायेंगे,1
यात्रा,1
आयीं,1
मारी,12
जिंदाबाद,1
सोचेंगे,4
पश्चिम,1
अंकल,1
बंधेंगी,2
शतरंज,1
फंसाए,1
धमकाना,1
खुशखबरी,3
तक..,1
अंदर,2
मुफ्त,1
सीरियल,1
दबाया,2
गुजरेगा,3
ऊपर,3
फुसफुसाया,1
बताएंगे..,1
करुंगा,2
शेख,1
एस.एस,3
ए.बी.ए,1
चौधरी,1
हारे,2
लगाऊं,1
निकलते,3
खेलेंगे,4
प्लानिंग,2
परफेक्ट,1
मोटापा,1
छुए,5
किंगमेकर,1
भाई,2
दिखेंगे..,1
उकसाएंगे,1
लगवाया,1
घुमाया,5
ले.क,2
मिलते,2
ध्यान..,2
चमकेगी,1
टिप्स..,2
भेजती,2
चलाएगी,1
दीजिए.,1
खोदी,1
डा,12
कहेगा,1
दावेदारी,2
जागीर,1
समझती,2
धोएं,6
प्लान,3
इत्यादि,1
सर्वे,1
ओ.पी,3
गैंग,1
डालना,2
चलना,1
अन्य,1
केस,1
देना,9
तिमाहियां,1
जी.एस,1
साजिशकर्ता,1
जुटाया,1
भिजवाया,13
दिलवाई,5
करीबी,1
फैलाया,4
शामिल..,2
ये..,3
निपटेगा,2
मनाएंगे,7
ठग्स..,2
उतरीं,2
नं,3
सिखाएंगे,2
एम.एस,4
कमाल,1
इंडिया,3
दिखते,3
चलें,6
अपनाएंगी,1
दोनों,1
पूछेंगी,1
सिखाएं,4
विरोधी,1
पहने,2
पा,2
घटाएगी,1
खोला,3
मंत्रालय,2
खाक,1
सबूत,2
फाइलें,1
विवाद,2
लापरवाही,1
दिखाएगी,3
शिकार,2
बीते,2
थे.,2
बदलो..,1
बदलो,1
विकास,7
टटोला,2
होगा..,7
अरे,1
ठहाराया,1
खंगाली,1
दीदी,1
रेड,2
धमाकेदार,1
फंसेगा,1
खिलाना,2
फँसेगा,1
जानकारी,1
वजहें,1
फेंके,4
भाषण,1
ढेर,2
टूटे,1
बैन,1
बिखेरेंगी,1
मारेंगे,4
दिन,3
लौटी,10
शोषण,1
जैसी,1
कम,2
कि..,3
पंहुचा,3
निभाया,7
सुलझाया,1
ठहरेगी,1
वीडियो,3
राममंदिर,2
भारी,4
दम,1
दिल,2
गंगे,1
सोनू,2
मैप,1
असरदार,1
मकान,1
हाहाहाहा,1
रे,2
हीरो,1
चैलेंज,1
ग्यारह,1
हम,1
गेरुआ,1
वजह..,2
महासम्मेलन,1
सच..,2
हो..,2
जानें,3
समझाएं,1
धमकाएगा,1
लगता,9
अनुमान,2
आसार,1
कया,1
नियम,2
जानिए,1
मालूम,3
दाऊद,1
ठिकाने,1
कराची,9
इस्लामाबाद,2
कत्ल,2
लो,10
जुटाई,2
रोया,2
चुकाया,2
दिखाती,1
नाता,1
बटोरी,2
होंगेय,1
खूबियां,1
छे,1
रुलाया,1
चूके,3
आस,1
उम्मीद,1
बक्शा,1
लाइसेंस..,1
आर्ट्स,1
रहतीं,1
यू,6
उभरेंगी,1
तस्वीरें...,1
पीटता,2
एमसीडी,1
मिटेंगे,1
कमेटी,1
रास्ता,2
कोशिश,2
पहचान,1
सोचा,5
हटावाया,1
सको,2
रोकेगा,1
गणपति,2
गूंजी,1
जलाएं,3
गणेश,1
के.पी,1
बिठाया,1
उद्घाटन,1
खिंचवाईं,1
छीनेगी,1
लाती,1
फूटे,1
नकली,1
डूबेंगे,1
दूं,4
बेचो,1
सौंपे,3
चबाएगा,1
पहुंचेगा,4
किये,7
चाहिये,5
कहेगी,2
है....,2
जिहाद,2
आपने,3
सुनाएगा,8
बताइए,2
बहाना,1
दागा,1
परिवार,1
बांधेंगे,1
आतंक,1
तिलिस्म,1
खुलेगा,4
उठीं,1
प्रकाश,1
चुनेगी,1
चिल्लाया,1
एक्ट्रेस,1
लगाये,1
संभाली,8
के.एम,2
पायी,1
जन,1
लाइनर,1
मिलाएं,3
भरेगी,5
वृद्धि,2
हिंदुत्व,1
बोलेगी,2
बिछायेंगे,1
मामा,1
भारी...,1
मीटिंग,1
धमाके,1
देखेगी,2
समझे,1
गाए,2
थें,5
हुनर,1
तौलता,1
रोकेंगे,3
बनाओ,2
जाओगी,2
चाहे,1
खंगालेगी,1
बहाने,1
थी.,2
पाएगा..,1
पाएंगे..,1
बदलेगी..,1
वढू,1
जे.वी,1
उतरा,6
आईंगी,1
दखल,1
समझिए,1
लेक,1
एचिसन,1
नदी,1
खोले,4
करुंगी,1
घोटालेबाजी,2
लूटीं,1
मांगूंगी,2
दिखाइए,3
कराएगा,4
भागीं,1
संवेदनाएं,2
माफ,1
...,5
संभाले,1
नीतीश,1
टूटा,1
देगें,1
लक्ष्य,2
दागीं,1
मरेंगे,1
चेतावनी,1
धमकाया,1
करुं,1
बढाओ,1
लिखे,1
घूमेगी,1
पोल,2
है्,3
यूट्यूब,1
पहुंचाए,1
हजार..,1
चेंजर,1
सभा,1
प्रसंग,1
खींचा,2
पहुंचेगे,2
एम,13
कोर्स,2
हाहाहाहा..,1
वीडियो..,1
पायेगा,2
फैलायेंगे,1
पिसे,1
से..,3
सुनेंगे,6
टैटू,2
अफवाह,1
पेपर,1
वक्त,1
घटाईं,1
खरीदेगी,2
गुजारा,1
भी..,1
उतरना,1
शौचालय..,1
बच्चा,3
बैठा,3
सिंह..,2
भविष्य,2
मिसाल,2
जताएगी,1
शालीन,1
सैलरी,4
जलाना,2
कीजियेगा,1
पूछिए,1
रेप..,1
कहें,4
सीरीज,1
वजहें..,4
सिखाया,3
दी..,1
तनातनी,2
किलो,1
चावाला,1
चुनौती,1
जे.जे,2
सकेंगें,1
मुस्लिम,1
बरसीं,1
घोटाला,1
बेचा,1
गिनाई,2
संवारेंगे,1
उतारेंगे,1
नौकरी,2
मार्क्स,1
काटकर,1
साइकिल,1
रहीम,3
सुनता,1
जाएँगे,1
खेलती,1
आदमी,1
मिलाएगा,2
प्ररेणा..,1
बीता,3
फायरिंग,1
घुसे,4
पास,6
खरीदीं,1
मस्जिद,3
मुंडावाया,1
हराएंगे,2
वोटिंग,1
उल्टा,2
मेल,2
इट,1
प्रकोप,1
आगे,1
लियोन,1
आतीं,1
सतही,1
चलाएंगी,1
पाती,4
चाहिए..,3
बिताएंगे,3
लौटीं,2
स्वामी,1
खिलाया,1
भगवन,1
रखिए,6
महामाये,1
अम्बिक,1
बिठाएं,2
कहा..,1
जैसे,3
छीनी,1
उठाएगा,4
झोंकेंगे,1
नुकसान,2
व्यापारी,1
बीमारी,3
।,1
पशु,2
समर्थन,1
जिम्मेदारी,1
जीतते,1
खौफनाक,1
वक्त..,1
निपटेंगे,1
भंसाली,1
दफनाया,1
दफनाओ,1
फहराएंगे,3
लेती,2
देख,1
मनायेंगे,2
कहलाएगी,1
मची,3
तारीख,1
डी.एम,3
आहट,1
द,22
समाप्त,1
लपका,3
विलास,1
पैवेलियन,1
कहिए,1
खोलो,1
पूछते,1
बुलाउंगा,1
आइये,1
रोका,6
आरएसएस,2
दिखाऊंगा,1
भई,1
जलाऊंगा,1
बोलीं,1
संभलेगी,2
निभाएगा,2
चोला,2
गेम..,1
लीक,1
बाबा,2
खाइए,1
जवाब..,1
....,2
सपना,1
वैलेंटाइन,1
पक्ष,1
मान्यता,1
रूपये,1
सुविधाएं,2
जांच,1
एस.एन,3
सफाई,1
दर्शाए,1
बाद,12
समझाए,1
मालवीय,1
सजाया,2
बुझे,1
सकेगे,2
हमारा,2
सोनू..,1
ऐसा,1
खत,3
बिताएं,2
सेत,1
रहो...,1
कृपा..,1
आराधना..,1
छूटतीं,1
छूट,1
क्लीनर,1
तंबाकू,1
सके..,1
पाये,1
लपके,1
समझेंगे,2
पूछे..,1
खुशी,1
करवाएगी,3
भागे,6
भेदा,1
टिप्स,1
बैठें,2
लीजिये,1
टकराया,3
मारेगी,1
घटेगा,1
म.प्र,1
रहूंगा,3
प्रभु,2
बजाईं,1
गिरे,6
खबर,1
बच्चन,2
टिकट,3
लांघे,1
जताएंगे,1
अलापा,2
बेटा,3
खोजिए,1
चुनेंगे,1
सुखाएं,1
रचा,3
बांटा,2
बकरीद,1
खिंचवाई,2
जीतेगी,1
गईं..,1
भुनाया,2
भुनाएगी,5
निकालीं,1
बख्शा,1
पाटीदार,1
जुर्माना,2
बताईं,1
मुताबिक..,1
सजाई,1
एकसाथ,1
रंधावा,1
सजाएंगे,1
कलाकार,2
धमकी,2
रुकावट,1
सुनेगा,2
अंग्रेज,1
खाती,1
उभरेंगे,2
ठहरी,2
निभाओ,1
सीखा,2
राह,1
बोलती,1
गोलीबारी,1
कराऊं,1
देखूं,1
देखती,1
खरीदे,1
लीजिएगा,2
भेजो..,1
भूलते,3
कराना,1
बचेंगी,1
देंगा,1
निपटूंगा,1
करण,2
सुझाया,3
तहकीकात,1
रिपोर्ट,1
टेकेंगे,1
बैकआउट,1
देखीं,1
रचाएंगी,1
कम्पैरिजन्स,1
क्वालिटी,2
कविता,1
खिलाएगी,1
उठाऊंगा,2
खींची,3
छीनना,1
उतारना,1
काली,1
कीजिएगा,2
भिगोएगी,1
लिखूं,1
पाऊंगा,4
स्टंट,2
हानिकारक..,1
फीसदी,4
वाहन,1
महिंद्रा,1
लाएगा,3
घेरेंगे,1
