word,frequency
लाभार्थियों,11
बैंक,814
खातों,38
हजार,671
रुपये,1807
सीधे,179
हस्तांतरित,4
जाएंगे.,301
प्रधानमंत्री,1468
नरेंद्र,919
मोदी,3196
निशाना,432
साधते,86
देश,2596
पहले,4846
ही,10456
लाख,1157
नाम,2207
ठगा,7
जा,4824
चुका,610
अब,4141
तक,4687
नहीं,12493
आए.,214
घर,2170
जो,3282
था,3203
नोटबंदी,330
चला,546
बार,2858
धोखा,47
खा,74
तब,880
योजन,1
अपनी,3655
स्थित,451
साफ,760
करनी,246
चाहिए.,980
बाबा,341
रामदेव,116
चुटकी,36
ली,656
जी,622
कहते,636
थे,1014
काला,70
धन,111
तीन,1584
रुपया,46
हमें,590
लगता,557
इतना,436
संसद,392
खाली,175
करना,1581
उनकी,2263
विधानसभा,1009
जनता,958
सब्जबाग,1
दिखा,132
थी,1453
क्यों,646
सोचा,68
जवाब,934
उन्हें,2846
योजनाओं,116
हम,1770
लाएंगे.,5
आरोप,1726
लगाया,753
बीजेपी,3220
राज,318
बेरोजगारी,51
इतनी,270
हुई,2504
इसलिए,951
ऐलान,377
मैं,1945
आलोचना,140
जमीन,498
कैसे,516
उतरेगी,4
अगर,1719
सरकार,5344
इच्छाशक्ति,6
हो,8403
काम,2501
मुमकिन,50
क्योंकि,1082
चाहे,163
चंद,57
उद्योगपतियों,22
कमाई,313
कर्ज,265
लाखों,135
जिसे,459
वसूला,7
जाए,307
योजनाएं,33
पूरी,1227
सकती,1064
सातों,11
सीटों,483
अपने,5350
उम्मीदवार,463
उतार,90
दिए,925
हैं,5811
जिन्हें,175
जिताने,13
प्रचार,258
लेकर,3593
ओर,1246
प्रस्ताव,322
उस,1546
होगी.,894
अभी,1268
खत्म,566
ठीक,495
द्वारा,986
सबसे,1804
महत्वकांक्षी,5
उठाया,160
जाना,523
दोनों,2423
पार्टियों,132
रिश्तों,89
तल्खियां,2
पैदा,283
सकता,1561
अवैध,228
संबंध,458
शक,218
युवक,496
नहर,42
किनारे,95
मिली,753
लाश,200
सटे,94
हरियाणा,432
फरीदाबाद,48
शहर,422
हत्या,1545
दी,3074
गई.,1740
आरोपियों,633
कत्ल,93
फेंक,97
दिया.,1955
राहगीरों,17
बात,3802
सूचना,552
पुलिस,7013
दी.,1202
शव,502
कब्जे,160
पोस्टमार्टम,187
भेज,396
दो,2549
लोगों,4064
हिरासत,367
बीते,376
दिन,2248
देखा.,33
जिसकी,278
मृतक,243
पहचान,428
धर्मेंद्र,49
रूप,1192
हुई.,539
धर्मेन्द्र,10
बिहार,992
समस्तीपुर,16
रहने,954
वाला,893
वजह,1558
रहता,276
यहां,1640
उसकी,1329
बहन,270
रहती,324
हुआ,2254
उसके,2225
जीजा,22
रात,969
बजे,706
मोबाइल,382
लाने,254
कहकर,80
वहां,1236
वापस,496
न,1439
लौटने,73
उसे,1980
फोन,626
मिलाया,14
उसका,718
नंबर,446
बंद,821
मिला.,212
फिर,2239
दोस्त,327
अगले,537
होने,3575
मिली.,159
शख्स,467
मिलने,802
जांच,2054
पता,1036
माथे,23
चाकू,130
हमला,688
निशान,108
महिला,1656
थे.,3389
जिस,771
मोटरसाइकिल,36
घसीटा,4
दिया,4869
कार्रवाई,760
करते,2993
लिया,1961
केस,973
दर्ज,1849
मुंबईः,5
ट्रेन,380
नोट,303
लिखे,88
धमकी,310
भरे,82
संदेश,162
मुंबई,858
लोकमान्य,2
तिलक,10
कुर्ला,5
टर्मिनस,5
पहुंची,311
शालीमार,19
एक्सप्रेस,108
बुधवार,629
सुबह,752
अफवाह,76
सनसनी,47
फैल,96
हालांकि,1328
बैग,83
उसमें,260
पटाखे,18
मिले.,135
नवी,8
पुल,68
आतंकी,1017
संगठन,535
आईएसआईएस,131
जाने,2066
दहशत,60
माहौल,206
खबर,712
पूरे,852
स्टेशन,257
करा,212
बम,182
डिटेक्शन,12
एंड,220
डिस्पोजल,3
स्थानीय,341
रेलवे,378
तलाशी,105
अभियान,411
चलाया.,9
इसकी,876
शुरुआती,153
जिलेटिन,2
जैसी,360
सामग्री,42
दावा,648
अंदर,447
पाउडर,16
सामान,155
ये,5251
बल्कि,667
सिर्फ,1071
मामूली,67
इंच,45
वायर,4
छोटी,125
डिफ्यूज,1
बैटरी,37
अधिकारी,688
मामले,3185
जुटे,78
अलर्ट,132
जारी,1645
स्थानों,75
चेकिंग,17
इसे,1236
बहुत,1578
गंभीरता,90
ले,1309
भले,219
डराने,11
या,1940
बचकानी,1
हरकत,117
पहुंची.,93
सफाईकर्मी,1
सीट,795
नीचे,213
निरोधक,25
दस्ते,24
बुलाया,142
पटाखों,14
साथ,7884
जिसमें,1223
लिखा,625
वे,2008
दिखाएंगे,9
सकते,1308
सीसीटीवी,203
कैमरों,33
जरिए,755
रखने,480
वाले,3379
लगाने,448
कोशिश,1058
भारत,2910
आज,1343
पहली,975
कीमत,374
सेल,136
उपलब्ध,246
कराया,421
रहा,5142
रखी,290
बिक्री,116
फ्लिपकार्टऔर,1
समेत,552
दूसरे,953
बेस,52
अलावा,1300
खरीदा,52
सकेगा.,60
इवेंट,109
कंपनी,789
कुछ,3775
घोषणा,411
इसमें,1097
ओप्पो,16
केयर,18
कम्पलीट,1
डैमेज,15
प्रोटेक्शन,24
ग्राहकों,101
प्रतिशत,369
कैशबैक,34
शामिल,1713
लकी,26
स्मार्टफोन,219
मुफ्त,67
जाएगा.,995
जियो,67
साझेदारी,32
तहत,870
डेटा,109
बेनिफिट्स,3
मिलेंगे.,44
हायपर,1
बूस्ट,9
फीचर,106
जिससे,481
बेहतर,363
गेमिंग,3
एक्सपीरियंस,10
मिलेगा.,193
अपना,1376
स्मार्ट,53
वीडियो,1366
एडिटर,9
यूजर्स,180
एडिट,10
सोशल,854
मीडिया,1268
चैनल्स,7
शेयर,908
स्पेसिफिकेशन्स,14
करें,458
सपोर्ट,186
बेस्ड,59
चलता,147
इसमनें,1
सुपर,77
डिस्प्ले,49
डुअल,42
कटआउट,3
रैम,58
प्रोसेसर,41
मौजूद,707
फोटोग्राफी,18
रियर,46
कैमरा,145
सेटअप,22
इसका,791
प्राइमरी,25
टेलीफोटो,3
एंगल,31
मोनो,1
कैमरे,167
हाइब्रिड,2
जूम,7
सेल्फी,95
सेकेंडरी,8
फ्लैश,21
चार्ज,47
सिक्योरिटी,83
फिंगरप्रिंट,20
सेंसर,86
दिल्लीः,34
नाबालिग,299
छात्रा,296
अगवा,123
होटल,256
गैंगरेप,326
मामला,1182
सामने,1843
कोल्डड्रिंक,4
नशीला,23
पदार्थ,50
देकर,359
गन,23
प्वाइंट,22
अश्लील,112
बनाया,576
मालिक,154
नवंबर,392
दरमियानी,5
लगाए,323
धोखे,4
जबरन,94
कथित,266
कमरा,16
लोग,2095
पिलाई,9
माने,170
मुंह,136
खोलने,67
वायरल,418
हालत,401
देखकर,300
मां,738
हुआ.,570
आपबीती,46
बताई.,52
सुनकर,114
होश,75
गए.,1279
परिजनों,364
फौरन,104
करवाया.,22
जघन्य,21
अपराध,245
परिवार,1183
जान,465
खतरा,210
होते,569
डिटेल,31
फुटेज,135
मांगी,197
वक्त,989
सभी,2033
आरोपी,1399
फरार,411
बताए,111
फिलहाल,560
नामी,22
बदमाश,219
तलाश,423
दबिश,50
दे,1344
जुर्माना,72
भरना,15
सुप्रीम,759
कोर्ट,2134
रियल्टी,2
डीएलएफ,6
भरने,64
आदेश,608
जस्टिस,280
रंजना,10
प्रकाश,226
देसाई,52
एन.वी.,1
रमना,1
पीठ,105
हलफनामा,30
भरेगी,1
यदि,261
याचिका,446
विफल,44
होती,882
जुर्माने,28
ब्याज,65
जितनी,76
राशि,151
भुगतान,146
निर्देश,296
उतने,21
करेगी.,254
सप्ताह,140
भीतर,188
करेगी,101
शेष,23
महीने,862
होगा.,1062
दशकों,35
रह,522
इंतजार,272
स्थायी,55
निवास,35
प्रमाणपत्र,19
अनुच्छेद,70
निरस्त,32
अन्य,929
राज्यों,455
प्राप्त,152
हकदार,23
ऐसा,1415
राज्य,1529
विशेष,350
कानूनों,28
कारण,851
होना,509
आवेदन,180
सुविधा,134
सात,298
उन,807
अस्थायी,28
निवासियों,22
कम,1423
वर्षों,144
कानून,761
साल,3784
निवासी,127
पाने,193
प्रक्रिया,254
चुकी,798
इन,2070
दिनों,1143
तहसीलदार,11
कार्यालयों,13
लंबी,127
कतार,14
देखी,115
कराई,249
ताकि,351
जरूरत,509
गौरतलब,529
समुदायों,34
अन्याय,27
भेदभाव,49
सामना,252
विभाजन,23
पश्चिमी,94
पाकिस्तान,1476
शरणार्थियों,20
कभी,672
उनके,3244
नागरिक,149
अधिकार,259
गोरखा,7
समुदाय,259
जम्मू,242
वाल्मीकि,23
समाज,370
शैक्षिक,13
रोजगार,139
अधिकारों,47
वंचित,21
रखा,659
बसाया,2
सफाई,224
कर्मचारी,173
चले,205
आश्वासन,69
अधिक,552
उपेक्षा,12
सरकारी,514
नौकरियों,43
पेशेवर,30
प्रवेश,133
इससे,1727
दुखद,36
जिन,244
मास्टर्स,1
डिग्री,179
स्वीपर,5
नौकरी,225
इंडिया,766
टुडे,194
प्रतिनिधियों,22
की.,1540
दिलाने,105
गृहमंत्री,97
अमित,692
शाह,857
आभार,28
व्यक्त,106
वाल्मिीकि,1
गारू,1
भट्टी,4
पिछले,1390
झेला,7
हमारे,621
युवाओं,165
शैक्षणिक,34
योग्यता,22
कितनी,135
केवल,341
युवा,200
उत्साहित,74
गरिमापूर्ण,1
जीवन,274
जीने,25
आशा,48
हिस्से,127
स्वप्न,4
देख,426
आशाएं,1
पाल,49
साहसिक,5
निर्णय,156
केंद्रीय,627
धन्यवाद,75
देना,419
चाहते,630
स्थिति,480
बाहर,1033
पुरुष,134
विवाह,88
करती,774
पति,532
बच्चों,656
जाता,1344
महिलाओं,759
शादी,1046
पुरुषों,82
तरह,2626
समस्या,264
लैंगिक,5
प्रश्न,33
वाली,1940
बच्चे,568
पत्नी,836
बन,726
सामाजिक,158
कार्यकर्ता,193
नवनीत,3
कौर,103
आर्मी,112
खत्मे,1
मुझे,1161
अनुमति,123
मेरी,392
मेरे,655
आने,1258
सौंप,116
सकूं.,6
इसने,63
पुनर्निर्माण,14
हिस्सा,575
बनने,387
सक्षम,44
प्रमाण,32
पत्र,326
दस्तावेजों,43
जमा,190
लाइन,178
लग,453
त्रिकुटा,2
नगर,407
कार्यालय,138
दस्तावेज,95
बेहद,549
खुश,223
हूं.,635
मैंने,562
हमारा,229
पिता,737
कश्मीर,662
पोस्टेड,4
रोहित,148
शर्मा,603
आवेदकों,11
सत्यापन,8
जाते,622
लगते,96
सुनिश्चित,111
कोरोना,597
वायरस,323
महामारी,53
मद्देनजर,150
डिस्टेंसिंग,8
पालन,129
करें.,346
मैट्रिमोनियल,4
वेबसाइट,214
झांसा,44
दुष्कर्म,95
लुधियाना,29
युवती,230
जीवनसाथी,12
जिंदगी,407
खराब,314
करीब,1208
दुराचार,6
पंजाब,539
बठिंडा,10
चिंतित,49
ढूंढ,22
उसने,1159
प्रोफाइल,52
राजेंद्र,99
पसंद,433
आ,2115
हीरा,17
संपर्क,234
लगे.,173
बातचीत,657
करवाई,47
बुला,29
जून,375
कहने,180
आई,1026
बाकायदा,30
शगुन,10
चली,200
फायदा,303
इनकार,265
एक्ट्रेस,503
चपेट,89
सुनाई,149
मशहूर,227
सुन,61
आप,1624
हैरान,168
जानिए,113
कैसी,44
डेबी,6
मजार,9
पाई,187
फिल्मों,417
रविवार,582
दुनिया,857
वो,3043
संक्रमित,51
खुद,1160
पोस्ट,428
लिख,100
स्वास्थय,4
बारे,1572
फीवर,16
सिर,206
दर्द,133
गला,113
सब,549
मार्च,443
शरीर,264
वही,237
लक्ष्ण,1
बस,448
इंटेंसिटी,1
ज्यादा,1854
बुखार,43
लगा,1074
शायद,249
फ्लू,14
लंबे,239
टेस्ट,407
करवा,109
थीं.,583
मुताबिक,1439
करवाने,79
क्राइटेरिया,2
करवाया,100
गईं.,142
सेहत,70
बताती,52
दौर,252
गुजर,75
तकलीफ,42
लगने,229
बताते,390
सितारे,94
जैसे,967
आसाराम,232
उम्र,416
हवाला,129
ट्रायल,55
जल्द,576
पूरा,710
लगाई,207
गुहार,56
यौन,235
शोषण,139
जोधपुर,81
जेल,836
गांधीनगर,41
आग्रह,55
खिलाफ,2438
कानूनी,179
जाए.,404
मे,182
सूरत,87
बलात्कार,351
गुजरात,683
पेशी,44
चलना,32
चाहिए,441
पा,226
वकील,284
चंद्रेश,2
गुप्ता,174
खत,47
होनी,207
पोप,6
गर्भपात,27
माफ,108
भयावह,13
करार,269
फ्रांसिस,6
मंगलवार,573
कैथलिक,1
चर्च,29
परंपरा,68
दरकिनार,24
नई,636
पहल,71
पुजारियों,8
बुलाकर,40
जयंती,45
वर्ष,398
जिन्होंने,219
विचारों,45
विपरीत,29
तय,618
पुजारी,31
जयंति,4
पाप,17
दोषमुक्त,3
दिल,335
पछतावा,8
सतही,4
जागरुकता,25
त्रासदी,25
जबकि,1116
मानते,149
विकल्प,139
तौर,991
मनाने,72
पारंपरिक,34
क्षमा,8
छूट,146
मनाई,16
जाती,724
नागपंचमी...,1
नाग,8
पंचमी,7
त्योहार,47
हिस्सों,113
धूमधाम,17
मनाया,58
सांपों,1
पूजा,221
शुभ,36
माना,459
है...,58
सावन,5
शिव,82
पूजन,35
महत्व,39
मौसम,288
नागों,4
हिन्दू,63
धर्म,242
अहम,496
स्थान,175
भगवान,177
गले,130
पर्व,38
धर्मानुसार,2
श्रावण,10
मास,12
शुक्ल,37
पक्ष,349
तिथि,18
स्कन्द,1
पुराण,3
अनुसार,371
सारी,209
मनोकामनाए,1
पूर्ण,106
दरवाजे,58
गोबर,3
सर्पों,1
आकृति,6
बनानी,16
पुष्प,5
आदि,104
इन्द्राणी,1
देवी,130
जलम,1
नेवैद्य,1
आराधना,3
भक्तिभाव,1
ब्राह्मणों,11
भोजन,86
कराने,425
स्वयं,39
मीठा,8
रुचि,19
द्रव्य,2
दान,38
कुबेर,1
दयादृष्टि,1
बनती,52
मान्यता,60
जातक,2
सदस्य,370
मृत्यु,62
सांप,14
काटने,67
बारह,14
व्रत,24
फल,25
कुल,516
भय,26
भीषण,41
गर्मी,128
जगहों,155
होगी,344
बारिश,317
यूपी,926
बदलता,18
रहेगा.,154
आईएमडी,4
मई,403
लू,46
चलने,171
पूर्वानुमान,21
जताया,98
केरल,303
दस्तक,42
संभावना,225
इलाकों,337
राहत,305
रहेगी,26
प्रकोप,16
निजात,20
राष्ट्रीय,639
राजधानी,448
आसपास,190
उमस,8
भरी,109
उत्तर,1176
प्रदेश,1971
मध्य,488
तेज,418
हवा,135
धूल,50
आंधी,43
रही.,203
बदलाव,327
राजस्थान,456
चिलचिलाती,9
जहां,1432
अधिकतम,66
तापमान,103
सेल्सियस,49
कमी,224
बावजूद,389
ज्यादातर,202
ऊपर,313
बना,877
पहुंच,601
विज्ञान,59
एटा,27
यानी,563
शनिवार,500
आसार,46
लखनऊ,389
गरज,11
आसमान,47
आंशिक,18
बादल,55
छाए,19
अनुमान,174
भाग,229
बिजली,223
झारखंड,211
गंगीय,1
पश्चिम,284
बंगाल,298
गतिविधियां,39
उम्मीद,458
बौछारें,1
एजेंसी,322
स्काईमेट,9
घंटों,109
अंडमान,4
व,345
निकोबार,4
द्वीप,12
समूह,157
ओडिशा,97
अति,32
है.पश्चिमी,1
हिमालय,19
पूर्वोत्तर,43
मध्यम,39
वर्षा,9
रहेगी.,86
कर्नाटक,208
छिटपुट,4
अधिकतर,63
सामान्य,183
हल्की,38
गिरावट,182
जताई,253
छह,325
शारीरिक,113
पद,546
तैनात,273
रहते,432
शिक्षक,66
रमेश,75
चन्द्र,4
प्रेम,140
दिखावे,7
मंदिर,441
उससे,441
ली.,316
किराए,63
मकान,143
रामपुर,26
बनाने,933
थाने,396
एफआईआर,170
बिलासपुर,28
थाना,355
क्षेत्र,837
रहे.,398
गर्भवती,83
आचरण,16
उसको,123
शिकायत,710
मारपीट,148
खामोश,18
पीछा,69
पोल,156
खुल,62
रंगे,21
हाथ,685
विरोध,871
एसएसपी,77
हिंसा,439
हाईकोर्ट,288
सख्त,141
टिप्पणी,150
सुनवाई,571
हाई,360
तल्ख,13
देंगे.,198
मौत,1378
फटकार,50
सिख,91
दंगा,35
मारे,266
नेताओं,745
देखा,532
केंद्र,916
जनरल,161
तुषार,22
मेहता,63
डीसीपी,51
गंभीर,506
घायल,560
कांस्टेबल,73
चोट,141
लगी,407
वेंटिलेटर,7
संवैधानिक,48
पदाधिकारियों,25
दौरा,150
आपको,1054
आश्वस्त,27
कहीं,444
रहें,47
सुरक्षित,205
रहेंगे.,131
मुआवजा,53
कहा.,143
मुआवजे,25
मामलों,306
निपट,5
दोबारा,202
नौकरशाही,14
बजाय,134
मदद,834
नाजुक,41
संवाद,50
विनम्रता,3
बनाये,22
आईबी,17
चिंता,224
दुर्भाग्यपूर्ण,41
उच्चतम,32
अधिकारियों,545
व्यक्तिगत,42
परिवारों,89
सलमान,904
खान,1698
स्टारर,72
मुहूर्त,22
दिशा,187
ट्रैडिशनल,4
पाटनी,19
फिल्म,4676
राधे,30
नजर,1637
आएंगे.,224
तस्वीरें,238
मोस्ट,61
दिखाई,283
वहीं,1485
फोटोज,62
काफी,1574
ग्लैमरस,11
सेट,162
तस्वीरों,90
अटेंड,11
क्रू,50
मेंबर्स,16
सफेद,69
रंग,222
एथनिक,1
ड्रेस,118
पहनी,26
खुबसूरत,2
हाल,934
फोटो,474
ग्रुप,192
जैकी,27
क्लैपबोर्ड,1
सोहेल,21
अतुल,38
अग्निहोत्री,10
प्रोड्यूस,50
ईद,62
रिलीज,936
चीनी,190
किकियांग,2
मिले,430
आसियान,4
सम्मेलन,181
लेंगे,45
देशों,485
यात्रा,510
चरण,203
मलेशिया,27
कुआलालंपुर,4
पहुंचे.,211
क्वालालंपुर,2
पहुंचने,183
भारतीय,1424
पीएम,965
जोरदार,66
स्वागत,174
समयानुसार,16
चार,875
पूर्वी,138
एशिया,112
सिंगापुर,29
दौरे,255
देर,470
रवाना,138
हुए.,242
कपल,64
आपत्तिजनक,78
प्रेमी,123
काटा,23
प्राइवेट,155
पार्ट,100
गांव,881
प्रेमिका,43
गुस्साए,30
काट,135
घटनास्थल,78
पहुंचे,422
अस्पताल,901
भर्ती,398
बनी,435
अंतू,1
थानाक्षेत्र,8
राम,670
शिरोमणि,12
वर्मा,146
वर्षीय,366
प्रसंग,28
अवस्था,30
गुप्तांग,2
काटकर,52
घायलावस्था,1
जिला,251
डाक्टरों,11
देखते,450
मेडिकल,290
कालेज,16
रेफर,35
प्रभारी,145
औतार,1
चलें,138
मैनपुरी,25
जमकर,350
कहर,72
बरपाया,2
देखने,562
परिजन,74
घसीटते,4
बांधकर,35
बुरी,176
पीटा.,17
जहर,95
दन्नाहार,1
नगला,5
गुलाल,5
रेप,698
माजरा,10
निकला.,39
वालों,539
पिटाई,128
पीटते,5
घसीटकर,6
लाकर,34
पीटा,31
आहत,45
होकर,386
जहरीला,6
इलाज,361
बुलेट,73
पहला,358
कदम,544
रेल,247
टीम,1304
चीन,757
किलोमीटर,206
मार्ग,109
चलाने,174
संभावनाएं,30
दूसरा,276
विकास,604
निगम,185
सतीश,46
नेतृत्व,296
उच्च,150
स्तरीय,26
गति,52
कोरिडोर,4
सके.,279
ध्यान,439
राष्ट्रपति,690
शी,48
जिनपिंग,47
संभावनाओं,25
स्टडी,49
वादा,152
रफ्तार,120
चलती,117
दूरी,124
घंटे,504
स्पीड,47
अरब,183
लागत,94
आएगी.,51
विचार,276
जापान,124
परियोजना,64
अध्ययन,135
पर.,33
सर्वेक्षण,49
कर्मचारियों,176
ट्रेनिंग,149
देगा.,82
स्टेशनों,41
पुनर्विकास,4
करेगा,71
तथा,233
यूनिवर्सिटी,326
शीघ्र,18
महज,230
जाएगी.,516
वर्तमान,97
महानगरों,9
चाहती,365
लाइनें,10
बिछा,7
नवाज,144
मरियम,24
संपत्ति,228
भ्रष्टाचार,266
आरोपों,247
सजा,531
शरीफ,101
मुलाकात,555
पूर्व,1173
बेटी,586
शाम,512
लाहौर,65
पहुंचेंगे.,21
अबु,22
धाबी,12
लंदन,167
सवा,37
समाचार,80
एनएआई,1
नेशनल,260
अकाउंटैबिलिटी,2
बोर्ड,466
विमान,231
एयरपोर्ट,186
आदियाला,4
पहुंचते,33
लौटते,21
हवाई,123
सफर,148
रावलपिंडी,14
पहुंचाया,60
फ्लाइट,68
मिनट,298
देरी.,1
पहुंचेंगे,10
पाकिस्तान.,2
प्रांत,58
सुरक्षा,1028
व्यवस्था,338
समर्थक,120
संख्या,487
एकत्र,25
तरफ,869
पाबंदी,49
बनाए,330
पुलिसकर्मियों,77
फैसलाबाद,7
कार्यकर्ताओं,292
रोका,63
सियालकोट,3
शहरों,118
समर्थक.,2
दोपहर,219
रिहा,105
में.,96
आमिर,340
मुकाम,33
काफिला,15
पेशावर,23
रवाना.,4
भाई,546
शाहबाज,3
संदेश.,5
जुमे,3
नमाज,22
पाकिस्तानी,426
अखबार,139
रेंजर्स,26
एतिहाद,8
एयरवेज,50
लौट,151
खैबर,5
पख्तूनख्वा,2
रैली,322
निकालते,10
टीवी,422
रेग्युलेटरी,4
चैनलों,17
दिखाने,110
मुस्लिम,418
प्रदर्शन,590
शुरू.,6
इंटरनेट,189
सेवाएं,32
जाएंगी.,61
नियंत्रण,145
आदेश.,3
संभालने,61
सुरक्षाबलों,147
जवानों,221
पोते,14
बेटे,521
जुनैद,45
सफदर,1
हुसैन,142
प्रदर्शनकारियों,83
गाली,27
बहस,187
हाथापाई,22
बदल,292
परवेज,10
मुशर्रफ,19
हूं,505
छिपकर,7
बुजदिल,1
विदेश,367
बैठ,64
जाऊंगा.,13
जिसने,171
साजिश,308
बुरा,87
खेल,323
खेला,63
वापसी,186
एंट्री,167
एग्जिट,89
सील,60
जाया,157
पुख्ता,51
जेलों,31
तैयारियां,30
बैरकों,1
सघन,12
चलाया,94
सूत्रों,548
कारणों,79
गिरफ्तारियां,5
नेता,1707
करेंगे.,615
सुरक्षाकर्मी,30
स्वदेश,8
प्रेस,227
आगामी,107
चुनावों,297
दखल,53
पब्लिक,92
रिलेशन,27
डायरेक्टर,270
आसिफ,33
गफूर,7
दबाव,237
पंजाबः,7
सास,36
बहू,46
मार,528
डाला,97
बटाला,4
दहेज,51
लोभी,2
पीट,28
मृतका,43
मुकदमा,185
बिक्रमजीत,3
अमृतसर,78
आदर्श,76
नीतू,40
प्रताडित,2
बीती,115
रघुबीर,2
लगातार,804
चीखती,3
चिल्लाती,3
रहम,8
भीख,15
मांगती,11
बेहोश,52
दम,164
परमजीत,7
फतेहगढ,1
आईपीसी,83
धारा,291
बी,92
गोली,636
मारकर,205
घटनाओं,175
इनमें,327
बतौर,145
गवाह,43
अदालत,491
पेश,593
मऊ,16
दक्षिणटोला,1
बाइजापुर,1
बाइक,194
सवार,258
युवकों,143
उसी,419
हादसा,97
बी.के.,5
नामक,130
प्रबंधक,23
इशारों,22
अतिरिक्त,126
अधीक्षक,121
सुनील,179
कुमार,1426
दोषी,299
बख्शा,15
भाषा,182
दलित,405
डग,3
कस्बे,42
सनसनीखेज,157
तहरीर,122
एससीएसटी,3
करके,741
बाहरी,65
रोड,254
खेत,89
कक्षा,70
बबाद,1
उपाधीक्षक,12
डीएसपी,39
भंवर,2
शेखावत,5
भूमिका,386
नामजद,33
गिरफ्तारी,242
कोशिशें,33
सोमवार,723
लापता,92
खाना,228
पहुंचाने,133
रोज,170
हर,1447
जगह,780
नहीं.,373
एसएचओ,24
लव,162
तिवारी,277
रिश्तेदारों,45
तत्काल,115
मांग,961
कोटा,39
अनंतपुरा,2
फेसबुक,461
नया,487
थिंग्स,4
सीनेट,21
रिपोर्ट,955
लेबल,7
टेस्टिंग,27
दिखेगा,11
चीजें,167
मडिया,1
तैयारी,361
नए,774
सेक्शन,25
दिखेगा.,10
रिपोर्ट्स,155
उदाहरण,75
पेज,92
आपने,199
यूजर,101
आपके,440
म्यूचुअल,2
फ्रेंड्स,18
हों,87
अमेरिकी,388
मकसद,139
दिलचस्पी,40
हिसाब,140
विस्तार,113
हालिया,52
दूसरी,770
ऐपल,14
ऐप,181
स्टोर,56
हटाने,151
हटा,132
गाइडलाइन,20
फौलो,2
कलेक्ट,4
फ्री,150
वीपीएन,1
जबरदस्ती,35
स्ट्रीट,36
जर्नल,11
शुरुआत,460
प्राइवेसी,20
नियम,120
उल्लंघन,132
लागू,469
कंप्यूटर,96
सकेंगे,30
सकेंगे.,86
नोटिफिकेशन्स,2
आसान.,1
प्रोग्राम,96
रिसीव,9
पाएंगे.,89
फीचर्स,52
सिंक,14
स्मार्टपोन,1
टेक्स्ट,6
मैसेज,166
इमेज,52
ट्रांसफर,95
आसान,227
तरीके,436
चूंकि,59
थर्ड,24
ऐप्स,14
सहारा,96
लेना,235
होता,1183
सिक्योर,5
बीटा,5
चुनिंदा,25
यूज,63
तैयार,726
ट्वीट,760
पाएंगे,32
हिस्ट्री,14
सहित,317
जानकारियां,40
वर्जन,63
जरूरी,438
गूगल,144
प्ले,78
डाउनलोड,31
ब्लूटूथ,8
बिहारः,8
कबड्डी,14
प्लेयर,23
दबंगों,18
कुश्ती,10
रूबी,47
कमाना,4
मगर,374
जातीय,38
विद्वेष,4
दबंग,70
कह,457
ना,685
मानने,68
पटना,254
दूर,456
मोकामा,9
पंडारक,1
महीनों,113
यादव,1087
स्तर,447
यही,644
ऊंची,48
भूमिहार,8
जाति,178
