matra,frequency,probability
ा,33.0,0.1793478260869565
ि,14.0,0.07608695652173914
ी,4.0,0.021739130434782608
ु,4.0,0.021739130434782608
ू,0.0,0.0
े,30.0,0.16304347826086957
ै,3.0,0.016304347826086956
ो,64.0,0.34782608695652173
ौ,0.0,0.0
ं,29.0,0.15760869565217392
ः,3.0,0.016304347826086956
ँ,0.0,0.0
ृ,0.0,0.0
