matra,frequency,probability
ा,23.0,0.22115384615384615
ि,5.0,0.04807692307692308
ी,4.0,0.038461538461538464
ु,61.0,0.5865384615384616
ू,0.0,0.0
े,1.0,0.009615384615384616
ै,0.0,0.0
ो,8.0,0.07692307692307693
ौ,0.0,0.0
ं,0.0,0.0
ः,0.0,0.0
ँ,0.0,0.0
ृ,2.0,0.019230769230769232
