matra,frequency,probability
ा,275.0,0.27947154471544716
ि,190.0,0.19308943089430894
ी,76.0,0.07723577235772358
ु,110.0,0.11178861788617886
ू,34.0,0.034552845528455285
े,81.0,0.08231707317073171
ै,11.0,0.011178861788617886
ो,78.0,0.07926829268292683
ौ,4.0,0.0040650406504065045
ं,90.0,0.09146341463414634
ः,34.0,0.034552845528455285
ँ,0.0,0.0
ृ,1.0,0.0010162601626016261
