triagram,frequency
बाद,7079
कैफ,82
में,56066
हाल,789
कपल,56
कोई,2694
है.,30547
अलग,554
कैट,9
अभी,1094
रहा,4357
हो.,328
हैं,4830
बचा,95
बात,3146
बहन,252
झलक,45
लिए,9760
हुआ,1909
वही,197
था.,5861
ऐसा,1204
कुछ,3167
ऐसे,1445
हों,80
फिर,1851
ऋषि,114
रखी,254
सभा,153
रैप,24
दिन,1929
तरफ,719
थी.,3878
देश,2193
की.,1272
तहत,715
बना,779
हुए,4579
भरा,71
लोग,1756
रोज,148
पाठ,23
थे.,2846
लुक,222
इसी,1056
आगे,853
साथ,6604
फंड,88
रही,5226
यही,555
खान,1321
लगा,915
याद,265
रहे,5126
मौत,1144
शोक,36
बीच,2003
सभी,1705
दुआ,14
दिए,809
साफ,614
पैर,90
जिस,632
कहा,7001
बार,2390
चरण,182
जिन,204
महज,207
सीट,687
बता,1242
दें,1007
नजर,1408
आती,256
हार,238
साल,3126
जीत,561
असर,292
दिख,258
ऐसी,574
मो.,19
लाख,959
वोट,569
कुल,431
आया,729
लीड,113
तरह,2127
देव,67
चंद,49
दी.,1036
नाम,1867
रात,845
उसी,356
आदि,85
बोल,180
गई.,1474
गया,5445
देख,358
भाग,214
भोष,2
चोर,86
देर,419
चली,161
पाई,160
पता,868
चला,466
राम,587
किए,1217
उसे,1649
भेज,316
राज,262
तीन,1225
सिम,23
खास,553
हुई,2110
अहम,411
बजे,588
जेड,10
केस,841
लाल,231
लाई,33
फोन,526
मूल,104
रूप,1000
आहत,45
मां,629
जाए,247
मिल,723
हेड,45
ने.,23
हित,55
शाह,746
समझ,181
ही.,25
सुर,19
जंग,158
किस,223
कभी,575
कही,211
सूद,54
ढेर,122
वजह,1283
आने,1069
काम,2116
खूब,227
भगत,40
तुम,90
सैत,1
समय,1471
खुश,186
मैं,1577
हूं,420
पार,194
कार,501
खबर,611
आर.,18
एस.,17
छुआ,4
पास,1606
इसे,1018
टली,5
सजा,459
रोक,329
जेल,706
शाम,444
चीफ,199
दो.,25
बनी,376
ओपन,38
बंद,691
ऊपर,255
एआर,5
दवे,5
डेथ,22
बहस,175
बदल,241
ठीक,401
तभी,268
सही,378
से.,33
सात,258
टूट,76
मदद,711
सफल,183
तौर,798
दिल,284
काट,127
आइए,77
गए.,1064
छवी,1
भाई,454
ना.,2
खोई,6
आते,283
शान,14
जनक,9
महल,20
कौन,321
उठा,161
आता,215
बजट,367
सेल,130
इंच,34
कोर,22
रैम,52
फेस,23
लगी,344
चोट,119
खुद,935
पोल,140
रंग,216
नया,408
अगर,1477
राव,102
आईं,66
कौर,78
सिर,175
दूर,394
वजन,111
गयी,74
जूस,12
रेप,592
टीम,965
दाल,15
लीक,92
रची,39
अबू,105
बकर,12
उपर,14
यदि,233
शेष,21
बने,359
बिग,368
गिल,50
आनी,16
तेज,340
रोल,393
हिट,125
चाह,32
नही,81
मना,172
हां,43
फैन,108
सेट,144
जान,407
चेक,70
फंस,51
दुख,80
पूछ,45
एंड,181
इमं,1
मैम,4
भले,181
जगह,660
खेल,263
कमी,206
कैद,97
अंत,118
रास,17
मगर,318
डूब,30
नदी,112
घाट,82
नगर,330
आना,116
ऋषभ,7
बोट,6
अली,322
धूव,2
गेट,88
गये,80
खाट,2
डाल,144
बैक,32
बसे,17
धार,17
डटे,8
पुल,74
भरे,64
गिर,110
अपर,27
लगे,423
मार,433
आजम,64
फैल,78
आला,45
नूर,2
चिप,10
यूज,64
बंप,11
जैक,5
संग,197
पति,448
पेश,497
चार,736
बैठ,44
मेल,64
देह,25
ली.,300
शहर,336
पी.,56
तार,46
रकम,96
राय,302
पीर,13
फौज,56
हाफ,18
कमा,17
एमए,8
पेट,90
पाल,44
कोच,81
गैस,77
जोर,164
तेल,201
बचे,48
चले,168
मान,118
ऐपल,37
चीन,633
उनप,1
रूख,29
मेक,12
नोट,242
बैन,118
कैश,98
कदम,436
दलो,2
दशक,121
जलन,27
आउट,76
टनल,1
अमर,71
दौर,209
दवा,46
जैश,66
कदर,39
सफर,109
भरी,92
उठी,16
गलत,359
लचर,8
एवं,276
रखा,533
रवि,58
लौट,125
सैफ,135
विश,28
लिख,71
जमा,154
गेम,50
रूल,12
मंच,182
कहे,35
लें,56
मनी,38
वैध,24
हटे,2
मौज,4
आदत,48
घूस,7
सीन,146
बेड,21
सेफ,10
आई.,110
पेज,78
नशे,85
उधर,63
गठन,117
तीर,8
छीन,36
करण,252
फेम,43
भुज,6
भेद,10
बीस,22
कहर,62
सवा,28
उलझ,15
उबल,3
आंच,9
गईं,91
सदी,21
ढाक,5
हाथ,564
शिव,61
आंख,65
लूट,134
तीस,32
सका,41
एयर,111
आए.,181
करा,191
भला,32
गौर,59
पैठ,13
संघ,287
छवि,72
चयन,55
आयु,27
जून,304
अटल,81
सरल,13
धूम,30
फुल,24
मणि,6
यौन,198
कलर,52
लाभ,125
बाज,14
उदय,27
मृत,84
इतर,31
डाक,7
पाक,104
कथक,7
धवन,78
चूक,40
ईयर,28
आकर,190
हाई,296
सपा,300
ओरन,1
पहल,59
टाल,35
कलह,22
लोक,83
हटा,107
खनन,21
वीक,15
डेट,113
गैप,9
खोल,90
उतर,88
तले,47
चौक,27
डमी,9
सदन,170
कलम,34
आपस,56
दखल,48
ठोस,40
सुन,52
हीं,13
मोल,6
गैर,106
किन,27
शपथ,198
फीस,62
उठे,26
आबू,1
डीप,3
घने,19
आधी,56
रोष,16
गीत,37
सेन,21
है।,45
...,21
छिन,3
मात,53
यहा,9
कीं,7
जैन,76
बिल,205
नाथ,42
आशु,11
चुप,47
घेर,61
छाप,15
खपा,4
ढंग,71
अरब,121
फील,14
गुड,37
बोझ,40
अटक,14
बडे,1
मूड,44
किम,89
डील,94
शेन,2
रूस,151
बशर,7
असद,8
वाम,13
औसत,68
असल,80
तथा,182
रजा,29
सखी,2
खून,162
जकर,1
मैच,251
शेफ,5
खैर,15
फनी,33
चैट,55
जफर,25
माई,22
शतक,18
सीख,46
सके,75
पाए,163
उभर,15
होश,65
लाश,169
सटे,88
फोर,7
कोड,61
शेड,9
मजा,40
भूख,54
चाय,79
अंक,94
हरे,13
शीट,10
घोर,19
पर.,26
नकल,16
फेल,46
नाक,37
शिप,7
कवर,36
अणे,3
रोड,183
एफे,1
बीट,5
डोर,6
वैट,31
टिन,1
लेट,17
वटी,2
घात,18
मरे,12
गुट,65
सीओ,10
गृह,436
सईद,129
ताज,34
रेल,191
वी.,8
मधु,44
मनु,24
आधे,37
लाए,44
सील,46
रुख,127
एटा,22
घूम,31
नेक,5
सेव,7
देम,1
औरत,17
मंथ,3
नईम,9
बेग,10
मुझ,26
नशा,14
