matra,frequency,probability
ा,1471.0,0.3181228373702422
ि,1168.0,0.25259515570934254
ी,200.0,0.04325259515570934
ु,351.0,0.0759083044982699
ू,193.0,0.04173875432525952
े,274.0,0.0592560553633218
ै,152.0,0.0328719723183391
ो,224.0,0.04844290657439446
ौ,62.0,0.013408304498269897
ं,298.0,0.06444636678200692
ः,92.0,0.019896193771626297
ँ,0.0,0.0
ृ,139.0,0.030060553633217992
