vyanjan,frequency
क,402036.0
ख,29994.0
ग,84421.0
घ,7518.0
ङ,0.0
च,42292.0
छ,11219.0
ज,99871.0
झ,3670.0
ञ,551.0
ट,62230.0
ठ,6689.0
ड,40605.0
ढ,3661.0
ण,9317.0
त,152210.0
थ,32138.0
द,110975.0
ध,22244.0
न,233249.0
प,135426.0
फ,32564.0
ब,100719.0
भ,35099.0
म,190417.0
य,115659.0
र,363697.0
ल,174166.0
व,92513.0
श,50118.0
ष,15280.0
स,226079.0
ह,210506.0
