word,frequency
महागठबंधन,71
से,25277
नाराज,156
पप्पू,60
यादव,795
मधेपुरा,11
और,21517
पूर्णिया,16
चुनाव,1981
में,45895
आरजेडी,130
की,37466
टिकट,293
पर,17805
जीते.,14
उन्होंने,3709
जेडीयू,101
के,60571
शरद,92
को,28944
हराया,25
लेकिन,3674
इस,10021
बार,2028
निशान,70
रहें,41
हैं,4042
निष्कासित,16
अपनी,2522
जन,47
अधिकार,177
पार्टी,2526
बैनर,55
जगह,552
नहीं,8698
मिलने,527
अध्यक्ष,771
ने,25556
घोषणा,273
कर,9480
दी,2148
है.,24849
मघेपुरा,1
उनका,828
मुकाबला,92
उम्मीदवार,335
कांग्रेस,2078
सिंह,2140
होना,361
तय,414
माना,320
जा,3349
रहा,3617
कहा,5758
कि,17432
वह,2595
मार्च,302
अपना,991
नामांकन,34
दाखिल,141
करेंगे.,435
दो,1754
जगहों,111
यह,4038
है,11583
वोटों,87
बिखराव,8
होगा.,750
काफी,1137
समय,1226
अपने,3722
सीट,589
मांगते,18
उन्हें,1986
मिली.,116
महागबंधन,1
नेताओं,519
बीजेपी,2367
विरोध,632
बल्कि,457
रास्ते,141
जाने,1371
का,18903
प्रयास,177
भी,12006
किया.,1321
आस्था,24
जताई.,15
संबंध,320
वो,2049
कई,2363
राहुल,679
गांधी,896
बिहार,848
प्रभारी,102
शक्ति,52
गोहिल,3
मिलते,126
युवा,115
नेता,1189
लालू,297
बेटे,331
तेजस्वी,133
पहले,3282
ही,7323
रिजेक्ट,7
दिया,3371
था.,4675
मन,145
देने,1162
था,2152
वजह,1037
कन्नी,4
काट,104
गई.,1210
पत्नी,504
रंजीता,1
रंजन,31
सुपौल,3
जीती,43
थीं,122
मिलना,67
साफ,507
नुकसान,223
उठाना,54
अभी,915
उम्मीद,343
शायद,151
कोई,2220
निर्णय,111
ले,909
ताकि,246
विकल्प,85
तलाश,278
सकें.,69
उदय,20
उर्फ,107
बनाने,617
ऐलान,276
जबकि,819
होंगे.,278
ऐसे,1189
इच्छा,48
जताई,172
आ,1477
अनुराग,98
कश्यप,48
लगा,727
मर,31
जामिया,61
आकर,153
हम,1258
जिंदा,65
दिल्ली,2684
मिल्लिया,5
इस्लामिया,7
मैं,1269
पहली,675
आया,603
हूं.,441
लग,328
गए,1923
हैं.,10503
यहां,1270
नागरिकता,166
संशोधन,122
कानून,524
लेकर,2478
प्रदर्शन,394
देखने,388
मिल,596
डायरेक्टर,157
शुक्रवार,394
पहुंचे.,156
खुलकर,65
बात,2508
कही.,47
उस,1069
तरीके,309
सरकार,3822
डील,84
रहे,4207
जो,2313
अपनों,18
अलग,495
रही,4280
एक,9868
आंदोलन,223
देखकर,215
लगता,391
बकरियों,1
तरह,1735
अंदर,334
सकते.,61
मेरे,449
लिए,8025
ये,3599
शुरू,1388
हुआ.,434
बहुत,1117
लंबी,84
परसों,3
या,1255
साथ,5396
खत्म,400
विश्वास,141
गृह,356
मंत्री,1250
क्या,1193
करते,2090
हमें,363
इसमें,735
आप,1192
वहीं,1047
लोग,1495
कुछ,2541
कह,338
आपकी,189
चुप्पी,50
आपके,319
सिर्फ,776
दिल,229
कहता,57
