matra,frequency,probability
ा,116.0,0.22568093385214008
ि,74.0,0.14396887159533073
ी,22.0,0.042801556420233464
ु,67.0,0.1303501945525292
ू,3.0,0.005836575875486381
े,106.0,0.20622568093385213
ै,16.0,0.0311284046692607
ो,23.0,0.04474708171206226
ौ,4.0,0.007782101167315175
ं,40.0,0.07782101167315175
ः,7.0,0.013618677042801557
ँ,0.0,0.0
ृ,36.0,0.07003891050583658
