ngram,frequency,probability
राम,2458,0.005504583046869576
महा,2382,0.005334384384720639
राज,2110,0.004725252330713916
िता,2105,0.004714055050309381
मान,1818,0.004071331155089052
कृत,1733,0.003880977388211951
वान,1589,0.003558495712561333
ामि,1428,0.003197943283535295
याम,1399,0.00313299905718899
ाना,1392,0.0031173228646226405
तां,1351,0.0030255051653054507
ानि,1274,0.0028530670470756064
तान,1151,0.0025776139491240366
रिय,1147,0.0025686561248004086
ताम,1097,0.002456683320755055
राक,986,0.0022081036957743703
कार,980,0.002194666959288928
मित,968,0.002167793486318043
पुर,937,0.002098370347809924
परि,933,0.0020894125234862957
देव,922,0.002064778506596318
मात,920,0.0020602995944345036
रुत,892,0.001997594824169106
यां,868,0.0019438478782273362
चित,864,0.0019348900539037078
नां,863,0.0019326505978228008
यथा,836,0.0018721852836383098
नाम,834,0.0018677063714764958
पित,832,0.0018632274593146816
विन,828,0.0018542696349910534
विश,826,0.0018497907228292392
यान,822,0.001840832898505611
ामा,818,0.0018318750741819828
वाक,809,0.0018117199694538191
रति,809,0.0018117199694538191
ाघव,796,0.001782607040402027
वास,793,0.0017758886721593059
राघ,788,0.0017646913917547706
विष,767,0.0017176628140557221
हित,764,0.001710944445813001
पुत,761,0.0017042260775702797
मार,754,0.0016885498850039303
सीत,752,0.001684070972842116
नान,749,0.0016773526045993949
रात,748,0.0016751131485184879
निर,746,0.0016706342363566737
यति,728,0.0016303240269003464
वृत,721,0.001614647834333997
मास,718,0.0016079294660912757
ितम,708,0.001585534905282205
रवी,705,0.0015788165370394839
समा,698,0.0015631403444731345
दित,693,0.001551943064068599
हात,692,0.001549703607987692
ाभि,684,0.0015317879593404354
ीता,683,0.0015295485032595284
ितः,681,0.0015250695910977142
वीर,681,0.0015250695910977142
राव,679,0.0015205906789359
वित,678,0.001518351222854993
ेषु,678,0.001518351222854993
लोक,677,0.001516111766774086
दृष,674,0.0015093933985313647
रित,660,0.0014780410133986657
राण,659,0.0014758015573177587
तेन,654,0.0014646042769132232
मां,654,0.0014646042769132232
ताः,641,0.0014354913478614314
यते,641,0.0014354913478614314
ृता,639,0.0014310124356996172
ाणि,638,0.0014287729796187102
तदा,635,0.001422054611375989
वाच,631,0.0014130967870523608
तथा,630,0.0014108573309714538
रान,630,0.0014108573309714538
ाया,622,0.0013929416823241971
थित,622,0.0013929416823241971
िवा,619,0.001386223314081476
षित,611,0.0013683076654342193
मिव,607,0.001359349841110591
ितं,601,0.0013459131046251486
काम,592,0.001325757999896985
विध,592,0.001325757999896985
यात,587,0.0013145607194924498
यमा,581,0.0013011239830070073
ानर,581,0.0013011239830070073
तुम,580,0.0012988845269261001
विद,578,0.0012944056147642861
ुरु,573,0.0012832083343597507
भिर,573,0.0012832083343597507
ानु,568,0.0012720110539552153
िना,568,0.0012720110539552153
ामस,561,0.0012563348613888658
विव,559,0.0012518559492270516
ाजा,556,0.0012451375809843306
राप,552,0.0012361797566607022
निव,545,0.0012205035640943528
रूप,539,0.0012070668276089104
मया,536,0.0012003484593661891
ापि,532,0.001191390635042561
णां,531,0.0011891511789616537
ाणा,528,0.0011824328107189325
पुन,527,0.0011801933546380255
वीत,525,0.0011757144424762113
पूर,520,0.001164517162071676
जान,505,0.00113092532085807
युक,504,0.001128685864777163
ुरा,499,0.0011174885843726276
रीव,497,0.0011130096722108134
ितु,496,0.0011107702161299064
चैव,493,0.0011040518478871851
पति,492,0.0011018123918062782
वचन,489,0.001095094023563557
विक,486,0.0010883756553208357
मुक,479,0.0010726994627544863
तुर,479,0.0010726994627544863
काल,478,0.001070460006673579
यास,474,0.0010615021823499509
निश,472,0.0010570232701881367
काश,468,0.0010480654458645084
िनी,468,0.0010480654458645084
ारा,465,0.0010413470776217872
गृह,465,0.0010413470776217872
शोक,464,0.0010391076215408802
रमा,464,0.0010391076215408802
चाप,462,0.001034628709379066
वाम,461,0.001032389253298159
दुर,460,0.0010301497972172518
यता,460,0.0010301497972172518
भरत,458,0.0010256708850554378
रेष,458,0.0010256708850554378
भूत,456,0.0010211919728936236
रेण,454,0.0010167130607318094
ुमा,452,0.0010122341485699954
ानं,445,0.0009965579560036457
मुद,445,0.0009965579560036457
मिन,443,0.0009920790438418317
मुप,440,0.0009853606755991105
िरा,439,0.0009831212195182035
तेज,434,0.0009719239391136681
हार,434,0.0009719239391136681
देह,432,0.0009674450269518539
सुग,431,0.0009652055708709469
ावण,428,0.0009584872026282257
हाब,427,0.0009562477465473186
दुः,426,0.0009540082904664116
तार,425,0.0009517688343855045
ततो,424,0.0009495293783045973
ुःख,422,0.0009450504661427832
मेव,422,0.0009450504661427832
वां,419,0.000938332097900062
रुष,418,0.0009360926418191549
ामे,418,0.0009360926418191549
साद,413,0.0009248953614146196
सुर,410,0.0009181769931718984
मुख,408,0.0009136980810100843
सहस,408,0.0009136980810100843
ादि,406,0.0009092191688482702
मुन,406,0.0009092191688482702
परम,404,0.000904740256686456
वार,400,0.0008957824323628277
दृश,400,0.0008957824323628277
ाति,399,0.0008935429762819206
तिम,398,0.0008913035202010135
ाता,396,0.0008868246080391994
ामं,396,0.0008868246080391994
माण,395,0.0008845851519582923
िते,392,0.0008778667837155712
ितो,391,0.0008756273276346641
ातु,390,0.000873387871553757
िमा,389,0.00087114841547285
ासा,388,0.0008689089593919429
समु,387,0.0008666695033110358
चार,385,0.0008621905911492217
तोऽ,384,0.0008599511350683146
चिन,384,0.0008599511350683146
ाकु,382,0.0008554722229065005
मनु,381,0.0008532327668255934
ततस,381,0.0008532327668255934
विज,379,0.0008487538546637793
सुम,379,0.0008487538546637793
येन,377,0.0008442749425019651
रिष,376,0.000842035486421058
नात,372,0.0008330776620974298
रवि,371,0.0008308382060165227
ामो,370,0.0008285987499356156
ततः,369,0.0008263592938547086
कुल,368,0.0008241198377738015
रिव,368,0.0008241198377738015
ागत,367,0.0008218803816928944
ारु,366,0.0008196409256119874
तुं,364,0.0008151620134501732
िशा,364,0.0008151620134501732
जित,363,0.0008129225573692662
पुष,360,0.000806204189126545
तमा,360,0.000806204189126545
दिव,359,0.0008039647330456379
सुख,359,0.0008039647330456379
परा,358,0.0008017252769647308
ावि,356,0.0007972463648029167
मना,355,0.0007950069087220095
रास,355,0.0007950069087220095
वया,354,0.0007927674526411025
रुद,354,0.0007927674526411025
जीव,353,0.0007905279965601954
ांश,353,0.0007905279965601954
नाद,351,0.0007860490843983813
षसा,350,0.0007838096283174742
कान,349,0.0007815701722365672
ारि,341,0.0007636545235893106
तास,341,0.0007636545235893106
ुनि,341,0.0007636545235893106
माम,341,0.0007636545235893106
वाद,340,0.0007614150675084036
ांस,340,0.0007614150675084036
पात,340,0.0007614150675084036
वैद,339,0.0007591756114274965
ुवा,338,0.0007569361553465894
नरा,337,0.0007546966992656824
मुत,335,0.0007502177871038683
िवि,334,0.0007479783310229612
ेषा,333,0.000745738874942054
बुद,333,0.000745738874942054
यित,333,0.000745738874942054
थान,331,0.0007412599627802399
बहु,329,0.0007367810506184258
वेश,328,0.0007345415945375187
िभि,327,0.0007323021384566116
तात,326,0.0007300626823757046
िया,326,0.0007300626823757046
नुम,324,0.0007255837702138904
वेद,324,0.0007255837702138904
ानन,323,0.0007233443141329834
मिद,322,0.0007211048580520763
सुत,322,0.0007211048580520763
राह,321,0.0007188654019711692
ैदे,319,0.0007143864898093551
ुता,318,0.000712147033728448
कपि,318,0.000712147033728448
कुर,317,0.000709907577647541
ाला,314,0.0007031892094048198
शुभ,313,0.0007009497533239127
देश,313,0.0007009497533239127
वरा,312,0.0006987102972430057
पाद,312,0.0006987102972430057
भिः,311,0.0006964708411620986
धार,310,0.0006942313850811914
ेना,310,0.0006942313850811914
वने,310,0.0006942313850811914
चनं,309,0.0006919919290002845
ुपा,309,0.0006919919290002845
विच,308,0.0006897524729193773
मृग,308,0.0006897524729193773
णान,307,0.0006875130168384702
िवर,307,0.0006875130168384702
बाह,307,0.0006875130168384702
निष,306,0.0006852735607575632
भार,306,0.0006852735607575632
ेवा,304,0.000680794648595749
ालि,304,0.000680794648595749
माग,304,0.000680794648595749
दान,303,0.000678555192514842
रिण,302,0.0006763157364339349
ायु,301,0.0006740762803530278
िदं,301,0.0006740762803530278
तया,301,0.0006740762803530278
रुव,300,0.0006718368242721208
तिष,300,0.0006718368242721208
वमु,300,0.0006718368242721208
तेष,299,0.0006695973681912137
विप,299,0.0006695973681912137
माद,298,0.0006673579121103066
षिण,293,0.0006561606317057713
तिर,293,0.0006561606317057713
मनः,292,0.0006539211756248643
हरि,292,0.0006539211756248643
षिप,291,0.0006516817195439572
षां,290,0.0006494422634630501
ाते,289,0.0006472028073821431
िवे,287,0.0006427238952203288
वाल,287,0.0006427238952203288
सौम,286,0.0006404844391394218
िनि,286,0.0006404844391394218
िका,284,0.0006360055269776076
हृष,282,0.0006315266148157935
गुण,282,0.0006315266148157935
ारण,281,0.0006292871587348864
याय,281,0.0006292871587348864
धान,281,0.0006292871587348864
गता,281,0.0006292871587348864
याद,280,0.0006270477026539794
िति,280,0.0006270477026539794
भाव,280,0.0006270477026539794
ाधि,279,0.0006248082465730723
यदि,279,0.0006248082465730723
िधा,277,0.0006203293344112582
नार,277,0.0006203293344112582
ामु,277,0.0006203293344112582
ोऽस,275,0.0006158504222494441
लान,274,0.000613610966168537
शरथ,274,0.000613610966168537
रुण,272,0.0006091320540067229
नित,271,0.0006068925979258158
सान,270,0.0006046531418449087
िरि,270,0.0006046531418449087
पार,269,0.0006024136857640017
वता,269,0.0006024136857640017
रीत,268,0.0006001742296830946
नास,268,0.0006001742296830946
रीम,268,0.0006001742296830946
ाबल,268,0.0006001742296830946
दार,266,0.0005956953175212805
ासि,266,0.0005956953175212805
ादा,266,0.0005956953175212805
तरं,265,0.0005934558614403734
रसा,265,0.0005934558614403734
गिर,264,0.0005912164053594662
तित,264,0.0005912164053594662
यसि,264,0.0005912164053594662
माल,263,0.0005889769492785592
महत,262,0.0005867374931976521
ाका,261,0.000584498037116745
मभि,260,0.000582258581035838
ीना,260,0.000582258581035838
गाम,259,0.0005800191249549309
चिद,258,0.0005777796688740239
रां,257,0.0005755402127931168
णाम,257,0.0005755402127931168
लिन,256,0.0005733007567122097
कीर,255,0.0005710613006313027
विम,255,0.0005710613006313027
ृतं,254,0.0005688218445503956
किं,253,0.0005665823884694885
रैर,253,0.0005665823884694885
विह,252,0.0005643429323885815
भवि,250,0.0005598640202267673
मिष,248,0.0005553851080649532
ताप,248,0.0005553851080649532
राः,246,0.0005509061959031391
साध,246,0.0005509061959031391
ासु,245,0.000548666739822232
िपु,245,0.000548666739822232
वेग,244,0.0005464272837413249
ददर,244,0.0005464272837413249
युत,244,0.0005464272837413249
ानम,243,0.0005441878276604179
हान,243,0.0005441878276604179
ुनर,242,0.0005419483715795108
विस,242,0.0005419483715795108
कैक,241,0.0005397089154986036
याश,241,0.0005397089154986036
माय,240,0.0005374694594176966
पाप,239,0.0005352300033367895
ानस,238,0.0005329905472558825
तिक,237,0.0005307510911749754
दिश,237,0.0005307510911749754
भवत,237,0.0005307510911749754
माश,237,0.0005307510911749754
ृतम,237,0.0005307510911749754
याः,236,0.0005285116350940683
वनम,235,0.0005262721790131613
वेष,235,0.0005262721790131613
येष,235,0.0005262721790131613
एवम,235,0.0005262721790131613
राय,234,0.0005240327229322542
नेन,234,0.0005240327229322542
नुष,232,0.0005195538107704401
योग,232,0.0005195538107704401
हनु,232,0.0005195538107704401
दशर,232,0.0005195538107704401
वनं,231,0.000517314354689533
वेत,231,0.000517314354689533
मेण,231,0.000517314354689533
जात,231,0.000517314354689533
तिं,230,0.0005150748986086259
रमे,229,0.0005128354425277189
केय,229,0.0005128354425277189
ोके,229,0.0005128354425277189
नाश,229,0.0005128354425277189
ैके,229,0.0005128354425277189
रोध,228,0.0005105959864468118
ाने,227,0.0005083565303659047
कुत,227,0.0005083565303659047
ुमि,227,0.0005083565303659047
विभ,227,0.0005083565303659047
ुमर,225,0.0005038776182040906
गतः,224,0.0005016381621231835
ममा,223,0.0004993987060422765
भाष,223,0.0004993987060422765
ीवि,222,0.0004971592499613694
ागम,222,0.0004971592499613694
सार,222,0.0004971592499613694
ूता,221,0.0004949197938804623
वाप,221,0.0004949197938804623
ाहु,221,0.0004949197938804623
चिर,220,0.0004926803377995553
ातर,220,0.0004926803377995553
समन,219,0.0004904408817186482
ारय,219,0.0004904408817186482
ामह,218,0.0004882014256377411
विर,218,0.0004882014256377411
वना,218,0.0004882014256377411
मणा,216,0.00048372251347592694
धिप,216,0.00048372251347592694
यवा,216,0.00048372251347592694
नृप,215,0.0004814830573950199
येत,215,0.0004814830573950199
णेन,215,0.0004814830573950199
मृत,215,0.0004814830573950199
ताश,214,0.00047924360131411283
यिष,213,0.0004770041452332058
रया,213,0.0004770041452332058
भूष,213,0.0004770041452332058
ऽपि,212,0.0004747646891522987
तवा,212,0.0004747646891522987
हाय,212,0.0004747646891522987
शोभ,212,0.0004747646891522987
निप,211,0.0004725252330713916
ेवि,211,0.0004725252330713916
मति,211,0.0004725252330713916
योऽ,211,0.0004725252330713916
ोका,210,0.00047028577699048457
रिप,210,0.00047028577699048457
घोर,210,0.00047028577699048457
हसि,209,0.00046804632090957746
तपस,208,0.0004658068648286704
याव,207,0.00046356740874776335
भूम,207,0.00046356740874776335
ागर,207,0.00046356740874776335
संश,207,0.00046356740874776335
ासन,207,0.00046356740874776335
वात,207,0.00046356740874776335
ताव,207,0.00046356740874776335
पाण,206,0.0004613279526668563
ीमा,206,0.0004613279526668563
पूज,206,0.0004613279526668563
ताय,206,0.0004613279526668563
काक,205,0.0004590884965859492
सुप,205,0.0004590884965859492
तैर,205,0.0004590884965859492
हृद,204,0.00045684904050504214
कुश,204,0.00045684904050504214
िनः,204,0.00045684904050504214
संव,203,0.0004546095844241351
थिव,203,0.0004546095844241351
रता,203,0.0004546095844241351
रणा,202,0.000452370128343228
ियम,202,0.000452370128343228
शार,202,0.000452370128343228
ामन,202,0.000452370128343228
ेति,201,0.0004501306722623209
जगा,201,0.0004501306722623209
मही,200,0.0004478912161814139
पाल,200,0.0004478912161814139
िषे,200,0.0004478912161814139
दीन,200,0.0004478912161814139
साम,199,0.00044565176010050677
भिष,198,0.0004434123040195997
तिः,198,0.0004434123040195997
थिल,197,0.00044117284793869266
वमा,197,0.00044117284793869266
ेजा,196,0.0004389333918577856
इति,196,0.0004389333918577856
शेष,196,0.0004389333918577856
गमि,196,0.0004389333918577856
तीर,196,0.0004389333918577856
सिद,196,0.0004389333918577856
नाः,195,0.0004366939357768785
कथं,195,0.0004366939357768785
ोऽप,195,0.0004366939357768785
ोपम,194,0.00043445447969597145
ावृ,194,0.00043445447969597145
शित,193,0.0004322150236150644
उवा,192,0.0004299755675341573
िणा,192,0.0004299755675341573
मपि,192,0.0004299755675341573
ाबा,192,0.0004299755675341573
हता,192,0.0004299755675341573
भिस,192,0.0004299755675341573
नरे,191,0.00042773611145325023
दीप,191,0.00042773611145325023
रभा,191,0.00042773611145325023
युद,190,0.0004254966553723432
मनस,190,0.0004254966553723432
िमु,190,0.0004254966553723432
शान,189,0.00042325719929143607
राश,189,0.00042325719929143607
नुज,189,0.00042325719929143607
शास,188,0.000421017743210529
ुभि,188,0.000421017743210529
ुनः,188,0.000421017743210529
ारं,186,0.0004165388310487149
तमि,185,0.0004142993749678078
रुम,184,0.00041205991888690075
येव,184,0.00041205991888690075
ुरो,184,0.00041205991888690075
वाय,184,0.00041205991888690075
माह,184,0.00041205991888690075
मेत,184,0.00041205991888690075
मिच,183,0.0004098204628059937
चेत,183,0.0004098204628059937
हृत,182,0.0004075810067250866
शाल,182,0.0004075810067250866
निय,182,0.0004075810067250866
सेन,182,0.0004075810067250866
पान,181,0.00040534155064417954
साग,181,0.00040534155064417954
ौमि,180,0.0004031020945632725
रोत,180,0.0004031020945632725
निह,180,0.0004031020945632725
वसि,179,0.0004008626384823654
तिस,179,0.0004008626384823654
िहत,179,0.0004008626384823654
भूव,179,0.0004008626384823654
िमि,179,0.0004008626384823654
ामम,179,0.0004008626384823654
िरे,179,0.0004008626384823654
केन,179,0.0004008626384823654
ाहि,178,0.0003986231824014583
ऽहं,178,0.0003986231824014583
ाले,178,0.0003986231824014583
जनक,178,0.0003986231824014583
ामप,178,0.0003986231824014583
ेयं,177,0.00039638372632055127
तमम,177,0.00039638372632055127
िभा,177,0.00039638372632055127
बभू,177,0.00039638372632055127
रिश,177,0.00039638372632055127
याप,177,0.00039638372632055127
नुर,177,0.00039638372632055127
रवा,176,0.0003941442702396442
ितस,176,0.0003941442702396442
ेही,176,0.0003941442702396442
सोऽ,175,0.0003919048141587371
नाग,175,0.0003919048141587371
भवे,175,0.0003919048141587371
पृथ,175,0.0003919048141587371
संस,174,0.00038966535807783006
ोऽभ,174,0.00038966535807783006
ोभि,174,0.00038966535807783006
ुमन,173,0.000387425901996923
बला,173,0.000387425901996923
भित,173,0.000387425901996923
