ending,frequency
खेलेगा,2
खेलेंगी,1
पाओ,1
लाठीचार्ज,1
आत्महत्या,1
झुकेगी,1
निकाले,1
मजा,1
मा,1
बदलवाएंगे,1
खिंचवाएंगी,1
जएगा,1
एंट्री,1
तृशनीत..,1
टकराएंगी,1
चुराएंगी,1
जरूर,1
धोए,2
धोई,1
गुजारे,2
रुका,1
लौटा,1
मदद,2
हिरानी,1
टलेगी,1
मुकदमा,1
बी.ए,2
बीएड,1
खिंचवाउं,1
घूमे,1
उतरेंगी,3
जीती,1
माएगा,2
फिल्म..,1
कराइए,1
गुस्सा,2
हैट्रिक,1
सुनाईं,1
पंजाबी,1
भूलता,1
घसीटेंगे,1
ठहरा,1
इलाज..,1
फैसला,2
तस्वीर,1
यहां,1
जीतेगा,2
झंडा,1
मायने,1
जाओगे,2
बैठूंगा,1
कहां,1
पहुंचायेंगे,1
यात्रा,1
आयीं,1
जिंदाबाद,1
सोचेंगे,2
पश्चिम,1
अंकल,1
बंधेंगी,1
शतरंज,1
धमकाना,1
खुशखबरी,1
तक..,1
मुफ्त,1
सीरियल,1
दबाया,2
ऊपर,1
फुसफुसाया,1
बताएंगे..,1
करुंगा,1
शेख,1
ए.बी.ए,1
चौधरी,1
हारे,1
लगाऊं,1
निकलते,3
प्लानिंग,1
परफेक्ट,1
मोटापा,1
छुए,3
किंगमेकर,1
भाई,1
दिखेंगे..,1
उकसाएंगे,1
लगवाया,1
घुमाया,1
ले.क,1
मिलते,1
चमकेगी,1
भेजती,2
चलाएगी,1
दीजिए.,1
खोदी,1
दावेदारी,1
जागीर,1
समझती,2
धोएं,1
प्लान,1
इत्यादि,1
सर्वे,1
ओ.पी,2
गैंग,1
डालना,1
अन्य,1
केस,1
तिमाहियां,1
जी.एस,1
साजिशकर्ता,1
जुटाया,1
दिलवाई,2
करीबी,1
शामिल..,1
निपटेगा,1
ठग्स..,1
उतरीं,1
नं,1
सिखाएंगे,1
एम.एस,1
कमाल,1
इंडिया,1
दिखते,1
चलें,1
अपनाएंगी,1
दोनों,1
पूछेंगी,1
सिखाएं,1
विरोधी,1
पहने,2
पा,1
घटाएगी,1
खोला,1
मंत्रालय,2
खाक,1
सबूत,1
फाइलें,1
विवाद,1
लापरवाही,1
शिकार,1
बीते,2
थे.,2
बदलो..,1
बदलो,1
विकास,3
टटोला,1
अरे,1
ठहाराया,1
खंगाली,1
दीदी,1
रेड,2
धमाकेदार,1
फंसेगा,1
खिलाना,2
फँसेगा,1
वजहें,1
भाषण,1
ढेर,2
टूटे,1
बैन,1
बिखेरेंगी,1
मारेंगे,2
लौटी,3
शोषण,1
जैसी,1
कि..,1
पंहुचा,1
सुलझाया,1
ठहरेगी,1
राममंदिर,2
भारी,2
दम,1
दिल,2
गंगे,1
सोनू,1
मैप,1
असरदार,1
मकान,1
हाहाहाहा,1
हीरो,1
चैलेंज,1
ग्यारह,1
गेरुआ,1
महासम्मेलन,1
सच..,1
समझाएं,1
धमकाएगा,1
कया,1
नियम,1
जानिए,1
मालूम,1
दाऊद,1
ठिकाने,1
इस्लामाबाद,2
कत्ल,1
चुकाया,1
दिखाती,1
नाता,1
होंगेय,1
खूबियां,1
छे,1
रुलाया,1
चूके,1
आस,1
उम्मीद,1
बक्शा,1
लाइसेंस..,1
आर्ट्स,1
यू,1
उभरेंगी,1
तस्वीरें...,1
पीटता,2
एमसीडी,1
मिटेंगे,1
कमेटी,1
रास्ता,1
कोशिश,1
सोचा,2
सको,1
रोकेगा,1
गणपति,2
गूंजी,1
गणेश,1
के.पी,1
बिठाया,1
उद्घाटन,1
खिंचवाईं,1
लाती,1
फूटे,1
नकली,1
डूबेंगे,1
सौंपे,1
चबाएगा,1
पहुंचेगा,2
चाहिये,1
कहेगी,1
है....,1
जिहाद,2
बहाना,1
दागा,1
परिवार,1
बांधेंगे,1
आतंक,1
तिलिस्म,1
उठीं,1
प्रकाश,1
चुनेगी,1
चिल्लाया,1
एक्ट्रेस,1
लगाये,1
संभाली,1
के.एम,1
जन,1
लाइनर,1
मिलाएं,2
भरेगी,1
हिंदुत्व,1
बोलेगी,1
बिछायेंगे,1
मामा,1
भारी...,1
मीटिंग,1
धमाके,1
गाए,1
हुनर,1
तौलता,1
बनाओ,1
जाओगी,1
चाहे,1
खंगालेगी,1
बहाने,1
थी.,1
पाएगा..,1
बदलेगी..,1
वढू,1
जे.वी,1
आईंगी,1
दखल,1
समझिए,1
लेक,1
एचिसन,1
नदी,1
खोले,1
करुंगी,1
घोटालेबाजी,2
लूटीं,1
मांगूंगी,1
दिखाइए,1
भागीं,1
संवेदनाएं,2
माफ,1
संभाले,1
नीतीश,1
टूटा,1
देगें,1
लक्ष्य,1
दागीं,1
मरेंगे,1
करुं,1
बढाओ,1
पोल,1
है्,1
यूट्यूब,1
