vyanjan,frequency
क,371645.0
ख,27615.0
ग,78451.0
घ,6836.0
ङ,0.0
च,38990.0
छ,10499.0
ज,92343.0
झ,3309.0
ञ,513.0
ट,57320.0
ठ,6219.0
ड,37443.0
ढ,3410.0
ण,8525.0
त,140594.0
थ,29584.0
द,102620.0
ध,20761.0
न,215335.0
प,124753.0
फ,30181.0
ब,93260.0
भ,32552.0
म,176006.0
य,106797.0
र,335337.0
ल,161423.0
व,85087.0
श,46411.0
ष,14108.0
स,208881.0
ह,194781.0
