word,frequency
खुद,710
को,26944
अधिकारी,405
बताकर,20
बेरोजगारों,9
ठगने,5
वाला,553
शातिर,34
पुलिस,4452
गिरफ्त,34
में,42458
फरवरी,201
दिल्ली,2531
के,56040
पास,1160
एक,9075
शख्स,308
अपनी,2348
शिकायत,458
लेकर,2271
पहुंचा,108
कि,16000
उसकी,832
मुलाकात,381
अपने,3474
दोस्त,232
जरिए,499
हैदराबाद,113
रहने,641
वाले,2088
सम्पत,19
कुमार,924
से,23525
हुई,1610
थी.,2867
ने,23600
उससे,285
बताया,1929
था.,4359
कहा,5266
वो,1927
बेरोजगार,20
है,10675
और,19809
अगर,1110
उसे,1217
पेट्रोल,136
पंप,38
मिल,568
जाए,199
तो,5100
होगा.,675
ऐसे,1122
ठग,13
गिरफ्तार,851
किया,5502
जिसने,107
बता,931
कर,8726
अब,2633
तक,2990
न,976
जाने,1291
कितने,52
ही,6790
ठगा,5
है.,23030
आए,562
का,17517
नाम,1377
मैकेनिकल,4
इंजीनियर,59
उसने,730
रहकर,27
काफी,1069
वक्त,628
सिविल,65
सर्विसेज,30
की,34573
तैयारी,233
इस,9289
दौरान,1644
उसका,453
कई,2196
अधिकारियों,358
भी,11144
मिलना,59
हुआ.,382
करने,4685
बाद,5415
कहीं,294
चयन,42
नहीं,8056
लेकिन,3431
समझने,26
लगा,674
किसी,1643
मिलता,102
ब्यूरोक्रेट,1
बताता,25
इसके,2310
साथ,4993
ठगी,39
धंधा,18
शुरू,1285
दिया.,1220
दिलाने,60
बात,2282
करता,568
गैस,70
एजेंसी.,1
साल,2391
अंदर,308
लाख,727
रुपए,164
ले,819
इतने,96
पैसे,207
देने,1044
जब,1839
कोई,2049
लाइसेंस,58
मिला,277
शक,138
हुआ,1467
वापस,308
जिस,490
पर,16327
चेक,60
सारे,143
बाउंस,3
हो,5322
गए.,840
उसके,1380
दे,867
जान,280
मारने,113
धमकी,216
दी,1973
या,1173
गया,4108
मरवा,7
देगा.,56
दर्ज,1110
तलाश,272
जुट,52
गई.,1148
छकाता,1
रहा.,218
बीच,1565
खबर,473
मिली,506
महिपालपुर,2
होटल,136
ठहरा,10
जिसके,525
लिया.,437
तमाम,296
अकाउंट,140
सीज,15
कवायद,32
ताकि,231
पैसा,126
दिलाया,37
जा,3100
सके.,189
जांच,1335
पता,674
लोगों,2711
खिलाफ,1573
भ्रष्टाचार,149
साबित,203
हजार,419
बस्सी,11
कमीश्नर,3
बीएस,14
अन्य,591
आला,36
एलजी,24
नजीब,16
जंग,128
बैठक,544
मुद्दों,119
बातचीत,453
की.,980
दावा,429
उन्हें,1854
सबूत,113
देगा,15
वह,2355
उस,1005
व्यक्ति,248
इनाम,31
देंगे.,154
मंगलवार,342
अलावा,815
सरकार,3434
वरिष्ठ,266
शामिल,998
थे.,2147
किए,964
गए,1786
सीएमएस,1
सर्वेक्षण,47
संदेह,36
जताया.,15
वे,1224
योजना,293
रहे,3891
पुलिसकर्मियों,60
वीडियो,771
मामले,2005
रुपये,974
दिया,3119
जाएगा.,654
उन्होंने,3420
केजरीवाल,621
ज्यादा,1158
परेशानी,120
उनके,2024
मंत्री,1143
हैं.,9723
कराने,265
सामना,176
करना,1051
जानते,164
हैं,3725
कैसे,332
निपटा,11
जाता,876
संगठन,351
रक्षा,164
उनका,752
काम,1594
बेटे,295
रियान,2
पहला,197
क्रिसमस,15
एक्टर,312
रितेश,45
देशमुख,22
उनकी,1451
पत्नी,472
जेनेलिया,7
डिसूजा,17
गुरुवार,357
मनाया.,13
मौके,474
दोनों,1573
बेहद,341
खुश,144
दिखाई,172
दिए.,109
प्रेयर,1
टि्वटर,5
खुशी,102
जाहिर,188
फिर,1421
क्यों,398
पीछे,396
मोस्ट,41
स्पेशल,165
बताया.,105
मिशन,74
महाराष्ट्र,277
दरार,21
कांग्रेस,1959
करार,177
नेता,1082
प्रफुल्ल,8
पटेल,188
लोकसभा,610
चुनाव,1803
लिए,7479
गठबंधन,246
ऐलान,252
किया.,1208
एनसीपी,47
फैसला,547
लिया,1207
चंद,40
महीने,623
शेष,18
रह,363
इससे,1045
पहले,3052
सभी,1254
राजनीतिक,350
दल,359
संभावनाएं,9
तलाशने,13
चुनावी,231
वैतरणी,2
पार,153
कोशिश,691
भारतीय,910
जनता,626
पार्टी,2275
शिवसेना,153
भविष्य,112
संकट,122
बना,598
दूसरी,485
ओर,831
राष्ट्रवादी,21
सीटों,325
बंटवारा,12
हम,1111
संसदीय,114
मिलकर,229
जबकि,767
राज्य,1115
जाना,318
सीट,525
दलों,197
फैसले,363
होना,329
अभी,861
बाकी,218
आगामी,66
शुक्रवार,371
बुलाई,34
प्रमुख,396
शरद,90
पवार,46
हुए.,174
बीजेपी,2173
मात,39
फंसा,22
सहमति,110
बन,453
सकी,35
जिन,160
बनी,293
उनमें,125
पुणे,73
अहमदनगर,8
पिछले,935
दिनों,746
अजीत,21
था,1959
पूरी,756
आपसी,42
चुकी,501
जीत,468
सीटें,242
तब,502
सिर्फ,710
दो,1613
पांच,421
हुए,3482
उम्मीदवार,290
इकबाल,19
हमले,653
मौजूद,503
मुंबई,575
अंडरवर्ल्ड,46
सरगना,49
दाऊद,147
इब्राहिम,66
भाई,332
कासकर,9
गोली,408
चलाने,110
नया,314
पेच,7
सामने,1224
आ,1336
डीसीपी,35
राजकुमार,66
भाडेकर,1
घर,1330
मीटिंग,133
रहा,3349
ताजा,114
घटनाक्रम,32
मद्देनजर,88
अलर्ट,87
जारी,1020
चलने,111
प्राथमिक,25
गैंगस्टर,28
छोटा,85
राजन,63
आया,556
गोलीबारी,83
बच,55
सुरक्षागार्ड,1
मारा,71
फिलहाल,343
बारे,978
कुछ,2401
कहना,702
जल्दीबाजी,2
होगी.,518
इसका,481
सत्यापन,5
चूंकि,27
प्रतिद्वंद्वी,13
घटना,865
दूसरे,586
जिम्मेदार,144
अनुसार,218
दिक्कतें,15
रही,3916
यह,3695
व्यक्तिगत,26
दुश्मनी,13
परिणाम,73
इसी,829
आरोपियों,368
पहचान,252
मुम्बई,17
निवासी,105
सैयद,46
अली,216
इंद्रा,1
खतरी,1
रूप,736
खत्री,4
नेपाल,124
अंगरक्षक,1
आरिफ,20
अबू,62
बुखा,1
छह,206
गोलियां,85
लगीं,7
अस्पताल,538
दम,114
रात,628
दक्षिणी,42
चार,564
बंदूकधारियों,4
चलाईं,2
गया.,1693
जेजे,10
समीप,16
संदिग्ध,137
हमलावर,94
भाग,166
निकला.,27
सारा,115
सहारा,65
भूमि,82
हथियाने,2
आरोपी,865
जिम,28
डुबोइस,5
इस्तीफा,117
अमेरिका,492
दिग्गज,71
कंपनी,545
मुख्य,331
सूचना,352
घोषणा,257
द्वारा,628
वैश्विक,73
कर्मचारियों,126
पुनर्गठित,4
उद्देश्य,33
नौकरियों,30
कटौती,75
वेबसाइट,162
शनिवार,315
प्रसारित,21
रिपोर्ट,636
बने,259
जहां,968
भूमिकाओं,12
सेवाएं,12
दीं.,26
कर्मचारी,103
कर्ट,1
डेल्बेन,1
डिजिटल,54
जगह,511
लेंगे.,69
हाल,569
हटाने,93
क्लाउड,8
व्यापार,70
प्रसार,8
अपना,875
पूरा,483
ध्यान,276
लगाने,311
संख्या,304
चाहती,250
कुल,342
प्रतिशत,188
कम,862
सर्वर,11
सेवाओं,32
राजस्व,41
समय,1125
तेजी,165
आई,600
उत्पादों,19
रेवेन्यू,8
उछाल,16
वहीं,959
उद्योग,39
जगत,58
स्थापित,68
तिमाही,16
मार्केट,62
एनालिस्ट,12
पैसिफिक,3
क्रेस्ट,1
सिक्योरिटीज,3
अजूरे,1
वर्ष,248
बाजार,238
क्षेत्र,518
वेब,51
स्थान,107
सकता,1003
विश्वभर,4
व्हाट्सएप,26
नए,525
बिना,268
फ्रंट,73
फ्लैश,16
कैमरे,126
अंधेरे,21
सेल्फी,50
आपके,297
स्मार्टफोन,141
कैमरा,97
क्लिक,37
उपाय,46
जानिए,64
कैसे..,1
लगातार,582
फीचर्स,35
इसे,762
बेहतर,219
बनाता,33
हालांकि,783
फेसबुक,236
नंबर,319
साझा,120
अपडेट,73
रास,13
आया.,115
दिए,625
बीटा,10
वर्जन,35
लवर्स,7
खास,450
फीचर,80
यूजर्स,104
सकते,804
करेंगे,186
उन्हे,9
फेसिंग,2
दिखेगा.,8
आप,1065
जैसे,572
स्क्रीन,70
जैसा,152
इफेक्ट,8
दिखेगा,11
सकेंगे.,51
यानी,390
इन्बिल्ट,1
टैप,8
आइकन,3
करते,1925
आपकी,171
ब्राइट,4
जाएगी,75
करेगी.,140
स्नैपचैट,4
यूज,55
होंगे.,237
इन,1379
बिल्ट,1
आपको,663
इसमें,664
टेक्स्ट,6
मिलेगा.,121
इमोजी,8
साइज,14
छोटे,156
भेज,225
फीलहाल,1
ये,3358
एपीके,1
मिरर,9
डाउनलोड,20
आधार,397
लिंक,35
वायरल,262
झांसे,7
आएं,19
व्हाट्सऐप,24
समेत,341
सोशल,540
मीडिया,794
कार्ड,170
स्कीम्स,2
अनिवार्य,41
लेडी,38
वकील,169
कह,323
प्रोग्राम,56
यूआईडीएआई,9
बयान,646
जो,2159
आज,790
तारीख,151
कानूनी,116
तौर,586
सच,110
मुताबिक,959
पुरान,3
विश्वास,140
चाहिए.,625
एक्ट,95
मौजूदा,190
लागू,319
तहत,506
दस्तावेजों,29
चीजों,85
कहती,86
नजर,1038
सुप्रीम,467
कोर्ट,1312
साफ,480
प्रोग्राम्स,4
जरूरी,278
तस्वीर,362
जिसमें,688
टिप्पणी,124
होती,561
जितने,22
मनाही,6
तरफ,534
संसद,263
अधिसूचना,17
गई,2501
पेंशन,41
स्कीम,34
इनकम,42
टैक्स,152
बदलाव,171
करके,513
पैन,10
पीएमएल,1
नियम,65
म्युचुअल,1
फंड,74
डीमैट,1
लोकनीति,1
फाउंडेशन,26
केस,636
मोबाइल,234
चुनौती,168
संबंध,305
निर्देश,205
इसलिए,600
गुमराह,24
कफील,29
थी,861
भाषण,123
खान,969
गिरफ्तारी,172
सवाल,815
उठ,51
योगी,292
मोहसिन,16
रजा,23
सही,256
ठहराया,50
बोल,141
देश,1715
खिलाफः,1
ठोस,32
गोरखपुर,57
जायज,10
समुदाय,179
विशेष,228
जहरीले,8
हमारे,359
ठीक,296
हुई.,368
घेरे,27
बीआरडी,6
निलंबित,66
विरोधी,156
मंचों,2
देखे,51
तकरीरे,1
उत्तर,717
प्रदेश,1093
बिल्कुल,117
यूपी,503
एसटीएफ,39
बच्चों,348
मौत,902
क्लीन,19
चिट,17
मुझे,731
फ्रेम,9
मैं,1183
अनुरोध,44
हूं,340
भरोसा,147
सफाई,152
देते,468
कपिल,179
हेट,4
स्पीच,15
वजह,957
विरुद्ध,11
मुकदमा,129
लोग,1427
उनको,220
ट्रैक,71
हमें,327
चला,378
हमारी,272
टीम,694
वहां,772
न्यायिक,52
प्रक्रिया,143
लाया,116
मजिस्ट्रेट,42
पेश,376
दिसंबर,267
मुस्लिम,256
यूनिवर्सिटी,171
नागरिकता,157
संशोधन,109
कानून,509
विवादित,84
