matra,frequency,probability
ा,73.0,0.3526570048309179
ि,27.0,0.13043478260869565
ी,14.0,0.06763285024154589
ु,56.0,0.27053140096618356
ू,0.0,0.0
े,8.0,0.03864734299516908
ै,2.0,0.00966183574879227
ो,15.0,0.07246376811594203
ौ,0.0,0.0
ं,8.0,0.03864734299516908
ः,4.0,0.01932367149758454
ँ,0.0,0.0
ृ,0.0,0.0
