word,frequency
हिंदी,140
साहित्य,50
के,45931
इतिहास,123
को,22419
और,16231
व्यापक,27
करती,412
किताब,92
का,14459
कम,711
ही,5523
लोग,1170
जानते,138
हैं.,8082
अब,2187
यह,3024
जानकारी,659
देती,110
एक,7633
पुस्तक,29
प्रकाशित,40
हुई,1329
है,8753
जिसके,464
अनुक्रम,2
देखकर,164
इसकी,440
व्यापकता,2
लगता,304
है...,34
पर,13625
पिछली,70
शताब्दी,24
में,35045
काफी,866
काम,1344
हुआ,1198
लिखा,297
गया,3396
है.,19294
आचार्य,33
रामचंद्र,5
शुक्ल,3
हजारी,17
बाबू,25
से,19185
लेकर,1870
नए,465
दौर,131
विषय,65
विशेषज्ञों,42
तक,2430
पिरोकर,1
परिमार्जित,1
बनाने,491
की,28679
कोशिशें,22
होती,460
रही,3281
इस,7726
गई,2088
नई,339
इसके,1924
लेखक,31
हैं,3011
मान,60
सिंह,1533
वर्मा.,1
भारत,1581
भारती,81
प्रकाशन,11
मेरठ,52
मात्र,20
रूपए,6
पेपरबैक,2
संस्करण,7
लोगों,2205
लिए,6190
उपलब्ध,118
हालांकि,623
सज्जा,1
कवर,28
लिहाज,62
साधारण,13
दिखती,13
लेकिन,2848
वर्मा,133
अपने,2874
कई,1845
वर्षों,59
प्रयास,117
बाद,4478
इसे,667
मूर्तरूप,1
दे,727
सके,42
मेहनत,79
परिकल्पना,6
गठन,79
दिखाई,170
भी,9206
अभी,718
लिखे,64
ढर्रे,2
बाहर,545
देखने,297
कोशिश,589
कुछ,1979
लापता,62
नामों,22
विधाओं,2
सफल,121
तरह,1360
अधिक,271
समावेशी,5
ओर,687
जाने,1034
भारतेंदु,2
शुरु,33
करके,411
बोली,19
परिपाटी,1
नाम,1150
वो,1639
हरिशचंद्र,2
श्रीधर,2
पाठक,26
पहले,2530
संतकवि,1
गंगादास,1
शोध,56
तर्क,19
आधार,297
कवि,17
तौर,482
स्थापित,55
करते,1586
उनको,189
हिस्सा,287
बनाते,47
जितना,43
पीछे,325
जाकर,173
गोते,4
लगाती,6
उसी,247
तत्परता,2
आगे,506
देखती,12
इसी,718
क्रम,37
हाइकु,1
लेखन,6
नव,7
मान्यता,42
देते,390
हुए,2807
उन्हें,1524
जगह,411
दी,1685
इतना,244
अपना,695
योगदान,66
देने,859
वाले,1700
अहिंदी,1
लेखकों,9
कवियों,2
संजोती,1
धरोहर,3
प्रसार,8
नायकों,6
इन,1131
शामिल,813
जिन,136
देशकाल,1
परिस्थितियों,18
जिनकी,55
इसमें,572
भनक,9
उसे,953
उन्होंने,2780
स्वतंत्रता,53
आंदोलन,170
उन,468
चेहरों,19
स्थान,108
दिया,2614
जिन्होंने,106
माध्यम,59
किया,4546
आदिकाल,1
सिद्ध,17
नाथ,22
जैन,38
बनने,194
इनको,23
रखकर,55
बात,1822
नहीं,6572
जा,2615
सकती,558
साथ,4123
रीतिकाल,1
गद्य,3
अलग,394
देकर,213
राजस्थानी,2
अच्छे,155
समझाती,2
कि,12926
प्रयोजनमूलक,1
रखा,318
दायरे,36
रखने,234
इससे,858
विद्यार्थियों,16
समझ,112
तो,4103
मदद,414
मिलती,69
परीक्षाओं,7
दृष्टि,11
खासी,34
उपयोगी,9
