matra,frequency,probability
ा,26.0,0.23853211009174313
ि,1.0,0.009174311926605505
ी,15.0,0.13761467889908258
ु,41.0,0.3761467889908257
ू,0.0,0.0
े,12.0,0.11009174311926606
ै,0.0,0.0
ो,10.0,0.09174311926605505
ौ,0.0,0.0
ं,3.0,0.027522935779816515
ः,0.0,0.0
ँ,0.0,0.0
ृ,1.0,0.009174311926605505
