matra,frequency,probability
ा,15405.0,0.3173213586833378
ि,8309.0,0.17115372731579706
ी,2287.0,0.047108987167075206
ु,4385.0,0.0903248398459225
ू,1014.0,0.020886975508270338
े,4006.0,0.08251797227429089
ै,1244.0,0.02562465239870641
ो,2574.0,0.05302078398253239
ौ,650.0,0.013389086864275857
ं,4940.0,0.1017570601684965
ः,2386.0,0.0491482480894803
ँ,0.0,0.0
ृ,1347.0,0.027746307701814736
