matra,frequency,probability
ा,1580.0,0.2661725067385445
ि,895.0,0.15077493261455527
ी,424.0,0.07142857142857142
ु,211.0,0.03554582210242588
ू,14.0,0.0023584905660377358
े,663.0,0.11169137466307277
ै,171.0,0.028807277628032344
ो,1106.0,0.18632075471698112
ौ,50.0,0.008423180592991913
ं,610.0,0.10276280323450135
ः,211.0,0.03554582210242588
ँ,0.0,0.0
ृ,1.0,0.00016846361185983828
