matra,frequency,probability
ा,36.0,0.3130434782608696
ि,0.0,0.0
ी,2.0,0.017391304347826087
ु,15.0,0.13043478260869565
ू,10.0,0.08695652173913043
े,6.0,0.05217391304347826
ै,1.0,0.008695652173913044
ो,11.0,0.09565217391304348
ौ,1.0,0.008695652173913044
ं,32.0,0.2782608695652174
ः,1.0,0.008695652173913044
ँ,0.0,0.0
ृ,0.0,0.0
