vyanjan,frequency
क,646720.0
ख,48773.0
ग,135482.0
घ,12111.0
ङ,1.0
च,68851.0
छ,18148.0
ज,160005.0
झ,5859.0
ञ,888.0
ट,101365.0
ठ,10726.0
ड,65995.0
ढ,5987.0
ण,14814.0
त,244447.0
थ,52574.0
द,176509.0
ध,35488.0
न,373557.0
प,215875.0
फ,52780.0
ब,160771.0
भ,56662.0
म,304881.0
य,188719.0
र,584571.0
ल,280904.0
व,148100.0
श,81125.0
ष,24465.0
स,363820.0
ह,337079.0
