matra,frequency,probability
ा,135.0,0.7894736842105263
ि,3.0,0.017543859649122806
ी,0.0,0.0
ु,0.0,0.0
ू,0.0,0.0
े,16.0,0.0935672514619883
ै,3.0,0.017543859649122806
ो,4.0,0.023391812865497075
ौ,0.0,0.0
ं,6.0,0.03508771929824561
ः,4.0,0.023391812865497075
ँ,0.0,0.0
ृ,0.0,0.0
