word,frequency
नोएडा,37
की,10846
इन,415
दो,547
झुकी,3
इमारतों,13
को,8453
गिराने,12
का,5452
दिया,1006
आदेश,149
ग्रेटर,15
के,17574
सेक्टर,30
में,13093
नई,130
बिल्डिंग,23
बनाने,215
लिए,2338
गहरी,15
खुदाई,6
गई,786
और,6103
उसमें,44
जमे,6
पानी,139
वजह,283
से,7022
पास,416
मंजिला,12
पर,5145
खतरा,49
मंडराने,2
लगा,224
है.,7462
दीवार,5
दरार,3
आ,358
हैं.,2800
सात,42
दिन,524
निर्देश,57
गया,1404
बारिश,60
चलते,134
गिरने,12
घटनाएं,22
लगातार,148
जारी,328
इस,2832
बीच,473
प्रशासन,64
ने,7459
किया,1823
बिल्डर,1
मनमानी,2
परिवारों,20
जिंदगी,90
खतरे,26
डाल,24
स्पार्क,1
डिवाइन,1
रहनेवाले,2
लोगों,767
नींद,22
सोसाइटी,8
ठीक,88
बगल,10
खोदे,1
गए,613
फीट,9
गहरे,9
गड्ढे,7
कारण,144
गायब,31
हो,1659
ऐसे,344
यहां,322
परिवार,226
अपना,291
फ्लैट,41
खाली,33
कर,2809
सुरक्षित,33
जगहों,33
चले,37
बता,259
दें,201
कि,4873
दफ्तर,35
महज,58
मीटर,23
दूरी,27
थाना,74
भी,3475
लेकिन,1079
पहले,991
किसी,543
ओर,262
ध्यान,87
नहीं,2391
दिया.,444
विरोध,175
बाद,1717
एक्शन,50
आया,168
निकालने,17
पंप,5
लाया,28
गया.,546
भरने,10
काम,488
शुरू,414
सवाल,182
उठता,9
है,3219
ये,1036
गड्ढा,1
इससे,333
पैदा,60
होने,668
वाला,175
क्यों,129
दिखा.,3
शाहबेरी,3
इलाके,209
ही,2115
एक,2931
कभी,161
गिर,23
सकती,255
इमारत,25
झुक,4
गयी,27
इसके,698
पिलर,1
लोहे,3
सहारे,9
टिकाया,1
देखते,80
हुए,984
आसपास,43
करवा,25
मौजूद,106
कमरा,10
हुई,507
सिर्फ,233
रहता,49
था.,1487
उस,294
सबसे,376
करवाया,20
उसे,482
सील,14
हादसे,40
स्थिति,122
तुरंत,65
राहत,56
बचाव,44
फायर,26
ब्रिगेड,5
कर्मचारियों,39
तैनात,46
गौरतलब,99
जुलाई,63
इमारतें,6
ताश,1
पत्तों,1
तरह,511
भरभराकर,1
गईं,17
थीं.,120
