triagram,frequency
कोच,18
तथा,59
खेल,70
बैन,43
बुक,25
सरल,5
ढंग,16
भरी,17
ऐसी,137
नया,92
मचा,29
सभा,26
घुस,16
फेर,2
इधर,13
उधर,17
बोल,29
सिर,58
पैर,11
भला,5
करण,73
लुक,43
रोल,79
कदर,15
धवन,65
हिट,20
गला,20
दबा,4
पति,114
नदी,29
लीड,29
मां,177
बाग,11
सदर,4
रूम,27
सदन,32
ताक,5
ताख,1
सनी,33
रची,10
लूट,28
बहू,13
उतर,25
कवच,1
खोल,18
एयर,33
भेज,81
राज,65
हाथ,116
झटक,3
बाल,21
कौर,16
लगी,84
जलन,4
पंख,2
जैम,1
माल,4
उके,4
मान,23
दिए,178
समन,25
सटे,10
फैल,21
आहत,12
अभय,4
वैट,20
गेट,12
आमद,1
कोड,16
देर,97
अमल,9
साध,2
रखी,46
सैफ,22
अली,89
हो.,63
छवि,17
कवर,5
शूट,24
दिख,48
किड,1
गुड,5
नं.,1
खां,6
नील,5
रखे,28
रुख,35
काल,11
कटा,5
कमल,9
रति,7
कथा,3
भूख,4
रंग,31
काट,36
खून,31
बहा,2
तभी,55
हवन,4
बलि,3
वास,1
मैच,79
दे.,6
सीख,11
अरब,26
सही,78
रु.,11
सौर,5
फजल,16
डेम,2
बसु,7
दशक,24
सेल,18
ओपन,13
जाए,58
रास,1
हीं,3
कौन,58
को.,7
अंत,20
चयन,29
हित,18
लोक,17
ढाक,1
पात,1
नाक,11
जूझ,15
सोच,45
आती,41
भाग,47
आपस,5
मगर,76
संग,34
खूब,46
उरी,15
बेल,7
झेल,15
एमए,4
पेट,20
आदि,15
गैस,15
चाय,17
असर,56
आधे,11
गजल,8
फैन,21
योग,24
चेस,6
भरे,13
बरस,6
सेट,23
गुण,1
चाह,13
राग,4
जंग,33
गये,20
खौफ,7
वही,46
अनु,2
फेल,18
हूँ,2
लीग,14
हार,68
लगन,1
डोल,1
चीज,28
करे,12
लो.,3
ठान,5
तो.,1
जुट,36
वधु,3
यनी,1
चरम,4
लेह,4
चीन,137
नहर,4
घेर,17
बेग,1
उसी,58
शाम,94
पोल,25
चरण,35
बूथ,8
बी.,1
एस.,8
लाभ,33
दीप,5
हां,13
वीर,2
अमन,4
चैन,11
बैग,21
नशा,1
शाह,125
मोल,2
वोट,141
तुक,1
भोग,1
लें,18
लाल,38
आदर,3
इको,2
मंच,30
झलक,20
बरी,8
बीत,6
नही,15
चखे,1
डेट,18
ऋषि,33
चौक,22
कही,48
दंड,9
जला,12
बुआ,7
शो.,1
बाय,2
आईं,11
चैट,7
फिट,8
सबक,10
साख,4
बिग,60
ओनर,1
पाठ,3
वीक,20
तें,1
गेम,10
ओवर,27
ढेर,16
वार,27
चोर,5
बेच,11
सिम,9
सीम,1
बेड,6
आदत,6
भी.,9
बीज,10
पीस,5
सपा,69
सटी,6
पीठ,34
ओला,13
उबर,11
कैब,27
सजा,110
दंश,1
बोस,10
पहन,12
आधी,23
बाज,7
फौज,5
वली,7
नूर,7
गली,3
हरा,5
चाट,2
गटर,5
रेट,8
तेल,16
होम,6
लोन,9
बजट,83
पाप,2
राव,10
चोट,14
कमर,13
फतह,5
छूट,29
फंड,21
ईडी,21
चीफ,58
सवा,4
उभर,6
सफल,39
बची,3
फुट,4
तंग,8
बैठ,15
बचा,22
हटा,31
पते,3
पुल,10
कैद,19
तूल,6
तुम,20
यंग,6
फेम,4
शोक,11
लहर,6
बाप,6
तैश,2
नाच,2
पाल,10
लाए,11
लौट,31
वधू,2
आजम,19
घोल,1
बेस,9
भरा,19
उठे,9
पाश,1
घोट,1
घाट,28
मूल,24
गोद,24
ठाक,1
रवि,10
दया,30
एपी,7
डेथ,5
पवन,27
टाल,15
आशा,10
माफ,16
बटन,11
ढाई,14
रकम,34
नेट,11
धीर,4
तरण,7
सीन,21
दंग,4
रहो,1
शोध,12
रेड,24
राय,136
कपल,9
लिप,1
कलर,14
योर,2
छिप,6
होश,11
रूट,19
शिव,32
गौर,15
घटा,9
बीस,3
बगई,1
गरम,2
लेक,6
हैश,3
लीक,25
टेप,5
कपर,1
एन.,2
ओएस,3
इंच,12
रैम,15
फुल,9
मीत,2
मृत,19
लेन,1
देन,1
जैन,24
छीन,10
ऐंड,7
खफा,9
तलब,10
छठे,8
नजम,1
टिक,11
उमर,23
टाई,3
आधा,15
उषा,5
अजय,39
दूध,12
रुक,7
शोर,15
टिम,4
हाय,1
उलट,10
ओशो,18
घूम,12
उठी,6
जहन,2
ताओ,1
लिख,15
हैव,1
रीड,1
मंे,2
सेे,1
के.,19
है।,8
ही.,1
शरद,15
मजे,3
ओमा,1
थका,2
हैक,19
मेल,18
डरा,3
मूड,15
जाओ,2
थमी,1
खुल,14
आउट,45
आफत,1
पवई,1
दम.,1
शीव,1
हरि,3
शपथ,51
खनक,1
डाओ,2
अंक,16
लास,2
खोई,2
सके,12
पलट,4
गिव,1
औरत,5
दाम,10
घात,5
भंग,3
शरण,5
छाए,5
रोग,8
आयु,20
गुम,1
खोए,1
आबे,3
कोब,1
हरे,11
घोष,5
भगत,5
मेक,2
तनु,1
मनु,1
भार,1
टीस,3
जाल,8
वें,2
पेन,7
पर.,6
पूछ,10
हाइ,1
अंग,3
दान,7
ताल,6
ठोक,3
जफर,6
सधे,2
आना,23
ननद,4
आये,7
सीओ,1
एसओ,5
जोन,12
आंत,1
दाई,2
धूम,4
धाम,3
पी.,4
एल.,3
ईयर,17
मेन,4
अबब,1
विल,5
विन,1
लंच,6
रेस,4
तकः,3
माई,8
बाई,6
दुख,24
काई,1
चंद,8
लचर,1
आदम,4
बहस,31
हवा,17
किम,19
ईगल,1
अति,5
हवस,11
यौन,54
रेव,1
सउद,1
फटा,4
पाक,18
सईद,45
मैन,10
बेन,8
शमी,6
कैच,4
थमा,2
लेग,8
वां,1
कुक,3
फंस,15
शतक,5
हरण,1
आइए,20
पौश,1
जेए,1
एआर,2
पोत,1
जहर,11
बीन,1
एलन,1
लिन,1
जिम,3
ईबे,1
नोट,37
वेब,11
माय,1
डील,18
कोट,4
फार,1
पिच,2
केन,2
समा,4
पैड,4
उछल,1
रन.,1
रोस,1
छोर,1
एडम,1
टैब,8
वंश,1
जोश,4
मजा,8
चखा,1
आरा,3
बिन,4
बजा,3
अटक,1
सुख,5
नेक,4
लघु,6
फसल,11
वचन,1
हंग,1
धूल,4
दवा,8
पेय,2
यूज,20
कृष,1
ईगो,1
फूड,10
एंव,3
हेड,18
नकल,10
ऐपल,14
डबल,11
फेस,6
टेक,2
गैर,26
रईस,1
थोक,1
अपर,4
चिर,1
जया,15
जरा,6
आयी,10
बहे,1
जता,9
खाए,2
पेज,20
रफी,2
गीत,20
ऊषा,1
किग,1
टीज,2
सिन,1
मैम,3
मात,10
सोए,1
आएं,2
कतई,5
तले,13
डाक,7
मदन,7
एएम,2
धूप,1
खरे,4
छाप,3
लौह,1
मैप,6
पूल,5
मनी,13
खाट,9
जी.,1
नाथ,6
नीच,2
आगा,1
सिह,1
कैप,2
कूद,5
खोज,7
मदल,1
छठा,4
छुआ,3
औसत,9
पाट,1
लैस,7
नोक,2
डरे,4
एम.,3
पीक,1
ठंड,6
आंख,6
खेर,13
एडी,1
नटी,1
ताज,2
कैन,2
भेद,1
छुप,2
ढाल,4
दाल,13
तंज,20
का.,13
वजन,21
झील,4
सेब,2
झूठ,27
माप,1
करो,6
मेज,2
लेख,10
भेष,2
रबर,1
ईंट,3
शेर,42
परे,4
नेत,1
जेट,10
चपत,2
सरी,1
नवल,7
नूह,1
कोल,5
गाय,19
जीप,3
छलक,2
दखल,8
ईडन,1
लेट,4
खनन,5
लाई,1
टला,3
एके,5
गिल,5
दोष,7
महल,4
मैल,1
वहन,1
नाप,2
तौल,1
वाम,3
गुट,17
कप.,1
वतन,6
चूम,1
सबब,3
छपे,2
कसा,5
कमा,2
वेल,2
हाफ,3
सीज,9
सुई,6
फनी,3
शरत,6
दास,32
कलह,10
रजत,7
रमन,9
अबू,52
शेख,17
मीर,4
दुआ,2
टनल,1
पशु,12
बचे,9
आर.,3
रघु,3
धान,3
कटर,1
रेक,1
खेत,9
सहन,4
शोज,2
सास,9
उफा,2
मिट,1
बाघ,17
खाल,2
भटक,1
सुध,3
एच.,1
डा.,3
बफर,4
दना,1
एली,6
साब,1
हाव,1
भाव,10
जोक,2
कैफ,7
पली,1
केट,8
हैट,3
छाई,3
कोष,3
कहे,9
घिर,5
हसन,15
था।,2
घटक,2
...,3
राह,11
फूल,6
भरत,6
बीफ,13
डिश,1
मीट,5
सेन,13
आशय,4
गाज,1
गजब,4
सूट,6
नबी,2
आका,5
बकर,5
रुस,1
मरा,4
नाग,2
मुझ,7
ऊना,5
सता,2
ले.,4
टूल,2
खोद,4
पैक,8
रुप,4
कलई,2
रचा,5
करन,5
रजा,3
कहर,9
डूब,4
फूट,2
भवन,10
काे,1
फीस,9
सतह,9
सनक,3
सैम,9
कवि,7
लटक,5
शोम,1
जाई,3
वैन,20
गेज,1
हंस,3
कसे,2
इतर,6
हनन,6
फली,2
हमे,2
ललक,1
कौल,2
कसर,4
गधा,1
विष,1
वमन,1
मची,7
टिन,1
शेड,2
एएस,1
बैच,7
मील,5
वैध,3
कान,4
देव,7
ईशा,19
पीट,1
गति,11
दमन,1
ताऊ,1
जाट,13
डटे,4
औैर,1
बंध,4
जले,2
जमी,1
पुट,1
समी,2
थेक,1
सगे,7
पुर,2
खेम,2
नवन,1
शशि,5
बशर,3
असद,4
ने.,2
कलम,7
रेत,9
करी,1
थकी,1
छपी,5
यार,2
होठ,1
उपर,3
टूर,2
रौब,2
पिर,1
लकी,4
शेप,2
जेन,1
वाई,1
सदी,5
नीम,1
आलू,3
दबी,1
दहल,1
घना,7
ढोल,4
भली,1
नें,2
जगा,2
देय,1
कें,1
खरा,1
शाब,1
लदी,1
टहल,6
ऋचा,2
कला,8
सहज,3
भनक,6
खैर,1
कूल,2
नाज,3
रिण,3
सूद,5
सने,2
ओपो,1
लील,1
रेल,9
मदर,2
घूस,11
देई,1
अधर,1
जगत,11
अटल,18
लीं,1
टैप,1
नकद,3
तार,3
एवज,5
उदय,2
दूत,1
नगा,1
रूल,2
कटे,2
जंप,1
अबत,1
विश,5
रूह,1
फिल,1
जैक,1
जली,3
मूक,3
कों,1
हिल,1
दही,14
डोर,7
ऋषभ,3
गुल,1
ठेस,1
खेद,2
मीम,1
बंट,1
नरक,1
अंश,5
चिट,14
किट,2
एजे,1
टोन,1
टी.,1
खेप,5
लात,2
भीम,2
फाल,1
लव.,1
हैै,1
घई.,1
किन,3
समर,3
चलन,5
रूख,3
विद,9
फाफ,1
नमन,2
नगद,1
जूम,1
अबु,10
वाऊ,1
सघन,1
भीख,1
मोड,11
मुई,1
थाई,2
राउ,1
घोर,1
खार,5
लिव,3
टोह,1
अता,1
नफा,1
बैल,6
दाह,7
नीट,8
हसा,1
घटी,1
शेक,2
छाछ,1
नमक,2
खाई,3
आटे,1
तपस,1
एजी,1
मोर,3
अाप,1
गई।,1
छठी,3
तान,1
रोष,5
बोर,5
नरम,3
जाग,2
अवध,1
लता,2
देह,8
जैश,8
नेम,1
हतफ,1
साठ,2
दूं,4
उमा,6
सधा,1
दरे,1
मयन,1
शौक,3
गहन,4
टैग,2
चुक,1
मथे,2
कहन,1
दुम,1
छिन,1
तमस,2
गबन,2
गाए,1
कसम,1
सुर,1
रूठ,1
जगल,1
नदर,2
पाम,1
लैब,2
भूत,1
रेज,3
पैठ,2
बमन,1
वान,1
डेर,1
सार,1
बीए,3
आशु,1
चलो,1
पंत,2
युग,1
भजन,12
हीन,1
घने,4
ओबी,4
पिन,2
दो.,1
बचत,1
अजब,1
भोर,2
दफन,2
कली,1
कूच,2
थाम,4
गैप,1
खलल,2
पैन,2
मिड,4
मत.,1
रनर,2
सन्,1
ओझा,1
रुम,1
आईओ,2
अदद,3
मुह,1
तक.,3
शटल,1
सजी,2
अचल,1
मगम,2
पदक,3
साझ,1
हैः,5
एक.,2
मचे,1
शान,2
फाश,1
झंक,1
वाल,2
पिउ,1
मोऊ,1
थाः,1
गाइ,1
निओ,2
यूथ,4
ईथर,1
आवर,1
चूर,1
एसी,1
केक,9
बउआ,2
पैच,2
एलि,1
बडे,1
नंद,2
मरो,1
ओली,2
ओवल,3
चना,1
कोर,1
इंक,2
सीए,10
गरज,2
सैथ,1
फकत,2
चीख,5
ले।,1
भी।,1
वरन,2
लीन,1
नमी,5
जे.,1
धरम,2
रोए,2
याओ,1
पंथ,1
कडी,2
थी।,1
तली,1
शेल,2
मैक,5
आऐ.,1
रिक,1
शेन,1
किक,2
दीं,2
सोम,2
सैप,2
मिक,1
लीव,2
चूक,4
सना,1
डपट,1
हौज,1
बैक,6
डेड,1
बटर,1
फटे,1
रूफ,1
चने,1
इवन,9
ईवन,2
दफा,2
सधी,1
रोच,1
टोल,6
थाह,1
लीफ,4
शिन,1
काओ,1
फटी,1
तेग,5
कहो,1
पटक,2
डरी,1
सेठ,3
चेन,10
वन.,1
सजग,1
टाइ,1
जनक,1
कीथ,2
वाज,4
ओके,1
नयी,2
इनन,1
यहा,1
दलो,1
तोर,1
ऐषा,7
सैन,1
इजी,1
नोच,2
जाप,7
नवी,1
ढहा,1
पतन,1
लला,1
ललन,2
परम,1
थीम,2
परख,1
कथो,2
झोक,1
संस,1
शनि,4
खीझ,1
शुभ,2
जीव,1
दीन,1
तीर,1
सैल,2
पका,4
शहद,1
पके,1
दगा,2
हुल,1
हूई,1
धनी,1
जकी,1
बरत,1
आदी,1
कीच,2
गोआ,1
गाल,1
लेड,1
फुड,2
मेट,3
तोप,2
चुन,2
कनु,1
लुट,1
छका,1
चीर,1
वीं,1
विथ,1
जिप,1
काज,1
रोब,2
वसई,2
मो.,1
खाक,1
मौन,1
दंभ,1
शेष,1
रोम,1
नाट,1
ढके,1
बुश,1
ओजस,1
डेल,2
सोल,1
फेज,1
तरन,1
बिक,1
मौज,2
कूप,1
उगल,2
मरे,1
सटा,1
खाद,1
कतर,1
