vyanjan,frequency
क,116227.0
ख,8520.0
ग,24139.0
घ,2197.0
ङ,0.0
च,12076.0
छ,3193.0
ज,27659.0
झ,979.0
ञ,203.0
ट,18497.0
ठ,1996.0
ड,11837.0
ढ,1074.0
ण,2643.0
त,43337.0
थ,9405.0
द,32472.0
ध,6368.0
न,66578.0
प,38926.0
फ,9902.0
ब,29067.0
भ,10013.0
म,54112.0
य,34050.0
र,105424.0
ल,49581.0
व,26962.0
श,14470.0
ष,4425.0
स,65533.0
ह,58844.0
