matra,frequency,probability
ा,394.0,0.3562386980108499
ि,179.0,0.16184448462929477
ी,61.0,0.05515370705244123
ु,5.0,0.0045207956600361665
ू,0.0,0.0
े,135.0,0.1220614828209765
ै,37.0,0.03345388788426763
ो,80.0,0.07233273056057866
ौ,3.0,0.0027124773960217
ं,183.0,0.1654611211573237
ः,29.0,0.026220614828209764
ँ,0.0,0.0
ृ,0.0,0.0
