word,frequency
साझा,131
आरोप,1323
बटाला,6
व्यक्ति,328
किया,6778
गया,5079
पंजाब,510
सैन्य,80
इकाई,52
अधिकारी,496
पुलिस,5639
इसकी,695
थी.,3663
आरोपी,1138
ज्ञानबीर,2
सिंह,2585
संपर्क,210
वह,3038
रहा,4110
एसएसपी,80
उपेंद्रजीत,1
घुमन,1
सूचना,460
मिलने,630
बाद,6770
शिखर,44
मसियां,1
गांव,782
रहने,765
गया.,2112
बताते,292
चलें,102
मुल्क,69
पाकिस्तान,1418
भारती,90
तरकीब,7
इस्तेमाल,581
करता,721
रहता,212
इसके,2854
इंसान,110
लेकर,2856
बेजुबान,3
तक,3756
सीमा,401
लगे,405
गांवों,53
पैसे,228
लालच,35
देकर,287
उनसे,354
इतना,359
कबूतर,5
बाज,15
भेजता,3
ऐसा,1165
सटे,82
शाहपुर,3
पोस्ट,339
था.,5460
इससे,1326
पहले,3784
कबूतरों,2
आए,717
बटालियन,23
अमृतसर,74
गए,2180
पंख,7
दो,1993
नंबर,377
लिखे,76
मिले,329
बताए,73
थे.,2637
माना,363
जा,3884
घटना,1119
सुरक्षा,775
एजेंसियां,42
चौकस,10
गई,3129
नियंत्रण,117
रेखा,75
पार,186
गोपनीय,18
जाना,414
हाल,751
दिनों,903
ओर,987
जवानों,193
शव,396
बर्बरता,12
चलते,569
दोनों,1851
देशों,375
बीच,1870
तनाव,175
गहरा,34
चुनाव,2215
सर्वेक्षण,45
हिलेरी,36
मिली,610
दूसरे,729
ट्रंप,284
आगे,786
राष्ट्रपति,490
पद,430
सात,238
नवंबर,319
होने,2767
पूर्व,911
कराए,71
टुडे,145
अनुसार,303
देशभर,127
अंकों,51
अमेरिका,560
डेमोक्रेटिक,23
उम्मीदवार,372
क्लिंटन,13
ताजा,102
रिपब्लिकन,23
प्रतिद्वंद्वी,18
प्रतिशत,271
जबकि,915
अंक,107
मामूली,53
अंतर,76
विज्ञप्ति,8
भाग,198
नौ,126
मतदाता,61
चयन,55
कोई,2566
निर्णय,126
पाए.,45
इसमें,830
केवल,271
अलावा,999
चार,701
उम्मीदवारों,180
जिनमें,172
लिबरटेरियन,2
पार्टी,2836
गैरी,5
ग्रीन,33
जिल,8
स्टीन,4
शामिल,1301
मिली.,129
मिले.,93
समर्थन,471
मतदान,167
मतदाताओं,56
वोट,557
दिया.,1576
ऐसे,1348
बोस्टन,6
स्थित,381
यूनिवर्सिटी,242
रिसर्च,86
सेंटर,148
निदेशक,53
डेविड,35
पालेओलोगोस,2
पूर्वी,105
पश्चिमी,71
तट,29
देश,2084
महिलाओं,572
मिल,693
रासमुसेन,4
पहली,772
पीछे,475
दिखीं.,16
मिला.,182
सर्वेक्षणों,2
तुलना,129
औसतन,18
वाड्रा,68
केस,771
शख्स,370
होगी,293
गुरुग्राम,55
भेजा,212
समन,51
सुरेंद्र,49
शर्मा,427
भूपेंद्र,35
हुड्डा,98
सियासी,158
भूचाल,8
आ,1719
इसे,947
द्वेष,7
प्रेरित,53
करार,217
दे,1058
रही,4914
जमीन,402
घोटाले,135
उद्योगपति,19
हरियाणा,401
पूछताछ,478
बुलाया,123
मानेसर,32
एसीपी,17
पूरे,684
मामले,2489
जांच,1725
शिकायतकर्ता,20
मंगलवार,431
सुबह,580
बजे,562
सामने,1505
पेश,466
होना,413
करवाने,68
पूरी,918
फाइल,39
जिसमें,903
कागजात,9
बैंकों,185
चेक,75
एफआईआर,124
बातचीत,519
अहम,376
खुलासे,102
किए,1130
भूमिका,298
सवाल,964
उठाए,89
दावा,541
उनका,948
वो,2399
संतुष्ट,34
वादा,142
है.श,1
सोनिया,215
गांधी,1053
दामाद,28
सीएम,437
जहां,1176
वहीं,1188
बीजेपी,2629
सरकार,4313
दोषी,225
उसके,1751
एक्शन,135
भूमि,114
नए,635
सबूत,149
दिए,753
जनता,751
संबंध,362
खुद,875
समाजसेवी,5
हुए,4294
मामला,949
उठा,151
इसी,999
वजह,1217
अब,3248
हाई,246
प्रोफाइल,22
मुझे,935
डर,203
दौला,3
स्टेशन,238
हुई,1998
स्काईलाइट,2
प्राइवेट,126
लिमिटेड,51
सेक्टर,148
ओंकरेश्वर,1
वर्ष,295
रुपए,202
खरीदने,71
जिस,592
वक्त,757
खरीदी,37
उस,1202
राज्य,1258
थे,760
उनके,2547
पास,1471
आवास,101
एवं,265
शहरी,55
नियोजन,12
विभाग,454
प्रभाव,107
विकास,445
कमर्शियल,14
लाइसेंस,80
प्राप्त,121
डीएलएफ,5
बेचा.,2
नियमों,60
उल्लंघन,116
वजीराबाद,3
बेचने,65
जिससे,364
रियल,57
एस्टेट,17
कंपनी,620
पहुंचा.,38
असिन,13
राहुल,813
रीति,14
रिवाज,11
लेंगे,43
फेरे,7
एक्ट्रेस,401
मंगेतर,13
शादी,831
ली,496
ईसाई,18
धर्म,198
शाम,399
हिंदू,194
रस्मों,7
थोट्टुमकल,1
माइक्रोमेक्स,2
क्रिश्चियन,7
वेडिंग,30
दिल्ली,3035
रिजोर्ट,3
फेरे.,1
इसाई,3
ट्विटर,295
फैन,106
क्लब,68
कपल,56
फोटो,363
बारे,1256
दी.,963
अंग्रेजी,111
अखबार,100
खबर,597
लगभग,280
मेहमान,15
इनवाइट,3
वाली,1481
करीब,995
मौजूद,587
रहेंगे.,102
अगले,438
दिन,1791
सोनाली,27
फार्म,14
फार्महाउस,7
हाउस,190
होगी.,695
दुसित,1
देवरान,2
लेंगीं.,1
शेयर,696
वन,134
रैंक,34
पेंशन,51
सुप्रीम,560
कोर्ट,1601
मोदी,2574
मांगा,82
जवाब,731
याचिका,281
मांग,751
पन,1
योजना,369
कोश्यारी,14
कमेटी,165
सिफारिशों,30
आधार,473
लागू,394
जाए.,319
दायर,130
हफ्ते,284
एक्स,67
सर्विसमैन,2
मूवमेंट,30
दाखिल,182
द्वारा,794
घोषित,247
असंतुष्टि,2
जताई,184
आधारित,128
लंबे,182
समय,1353
चल,817
यूपीए,55
संसद,312
स्कीम,32
घोषणा,318
सत्ता,298
आई.,105
था,2488
निभाते,25
दरकिनार,19
चेयरमैन,88
जनरल,126
राज,255
कादियान,2
कहते,507
ज्यादातर,160
खुश,179
हालांकि,1003
अभी,1051
दस,114
पंद्रह,7
फीसद,22
कमियां,7
जिसे,337
वे,1539
जरिए,591
सुलझाना,7
सेवा,199
अवधि,66
बराबर,59
पुराने,174
पेंशनर्स,2
जाए,238
कभी,544
आप,1339
उसी,320
कहना,863
वेतन,70
हर,1129
साल,2947
तीन,1147
पांच,533
बात,2900
कही,198
एतराज,8
पंडितों,25
क्यों,508
हैरान,126
सकते,1006
नतीजे,130
इंडिया,533
माई,23
एग्जिट,85
पोल,132
विधानसभा,786
सीटों,443
सीटें,308
अनुमान,138
जीत,561
हासिल,389
चौंकाने,76
टारगेट,37
लग,363
सकता,1260
ग्रहण,69
रहते,317
अगर,1402
नतीजों,83
तब्दील,38
होते,439
वाकई,58
होंगे.,313
यानी,441
फिर,1749
महीने,705
लोकसभा,740
क्लीन,28
स्वीप,7
बहुमत,112
छू,26
पा,183
दूसरी,593
तरफ,665
इनेलो,4
टूटकर,11
अलग,534
बनाने,719
नजर,1333
जेजेपी,9
मिलती,111
दिख,238
खाते,157
संसदीय,152
जीतने,137
कामयाब,132
उत्साहित,54
मनोहर,90
लाल,231
खट्टर,46
नारा,47
दिया,3836
प्रदेश,1394
कुल,419
लक्ष्य,101
रखा,491
सीट,686
लिहाज,96
देखें,92
विपक्षी,133
दलों,241
ज्यादा,1411
नरेंद्र,701
ज,1
उसकी,1071
विपक्ष,306
कोी,1
काट,123
तलाश,328
पाया.,43
गुटबाजी,1
जूझती,1
रही.,179
पंडित,44
मानकर,18
नारे,114
आसानी,99
लेगी.,18
सर्वे,126
निराश,27
सियासत,74
हमेशा,335
विधायकों,237
जीतकर,40
विराजमान,8
देखना,169
होगा,472
अक्टूबर,166
क्या,1341
परीक्षा,302
रिजल्ट,72
बिहार,908
स्टाफ,64
सेलेक्शन,12
कमीशन,68
कंबाइंड,2
ग्रेजुएट,27
लेवल,49
प्रारंभिक,28
माध्यम,129
भरे,67
मेरिट,29
लिस्ट,253
वेबसाइट,193
डाल,136
जिन,190
हिस्सा,472
देख,347
कोरोना,487
मरीजों,82
सकती,898
कैंसर,94
मरीज,57
होता,907
चलकर,33
अंदर,367
हृदय,30
किडनी,9
संबंधित,144
बीमारी,160
खतरा,168
उठता,22
होकर,322
घर,1739
चुके,681
उन्हें,2267
भविष्य,153
गंभीर,387
इन्हें,130
सेहत,71
समस्या,204
संक्रमितों,10
संख्या,373
काफी,1268
तेजी,202
वापस,380
दिक्कत,91
मसलन,6
राय,299
लीच,8
फिजिकल,13
रिहैबिलिटेशन,3
डिपार्टमेंट,48
स्टडी,44
कहती,99
छह,239
सर्वाइवर,2
रहना,109
वायरस,237
सिवेयर,1
अक्यूट,1
रेस्पिरेटरी,2
सिंड्रोम,6
मिडल,1
ईस्ट,29
परिवार,974
सार्स,2
मार्स,8
देखा,431
लंग,3
रिसर्चर्स,7
मानना,181
आईसीयू,12
एडमिट,21
उनको,242
कैपेसिटी,5
रिकवरी,12
महीनों,88
जरूरी,344
मेडिकल,223
एसोसिएशन,56
ज्वाइंट,19
सेकेट्ररी,3
एस,76
पोद्दार,2
तिहाई,10
आए.,177
भारतीयों,40
इम्युनिटी,2
रोग,28
प्रतिरोधक,3
क्षमता,77
अच्छी,298
रेट,28
अच्छा,349
रहेगा.,123
अध्यक्ष,877
केके,8
अग्रवाल,65
लांग,5
टर्म,10
इफेक्ट,7
बोलते,72
जल्दबाजी,17
डैमेज,12
रिकवर,7
लीज,5
हालिया,44
चेस्ट,2
फिजिशियन,1
सीनियर,83
आभा,6
कोविड,24
मानसिक,52
स्थिरता,15
परामर्श,9
डिप्रेशन,35
जैसी,272
आने,970
देगा.,67
माल्या,140
नोटिस,221
इंटरपोल,41
मांगी,167
डिटेल,28
ईडी,70
सूत्रों,453
मनी,40
अतिरिक्त,98
ब्यौरा,29
उपलब्ध,202
गिरफ्तारी,190
वारंट,54
आग्रह,43
मना,165
शराब,313
कारोबारी,110
विजय,243
अंतरराष्ट्रीय,166
प्रवर्तन,41
निदेशालय,48
स्पष्टीकरण,9
मांगे,46
रेड,86
फैसला,691
रुपये,1342
कथित,215
बैंक,658
लोन,107
सिलसिले,64
मुहैया,97
कराई,187
उम्मीद,364
मुद्दों,140
सकेगा.,45
पिछले,1130
ताकि,264
व्यक्तिगत,32
सके.,219
राजनयिक,20
पासपोर्ट,48
करते,2372
मार्च,354
भारत,2358
चले,154
गए.,1008
खबरों,143
मुताबिक,1198
ब्रिटेन,105
कौन,303
सा,90
मुख्य,384
किसने,41
आपराधिक,89
आईपीसी,54
सी,159
धाराएं,9
लगाई,158
कितनी,111
रकम,98
विदेश,309
प्रोसिड,1
क्राइम,150
आरोपों,211
सीबीआई,526
एक्ट,105
तहत,649
अरेस्ट,22
कब,110
अंदाज,155
मनाएंगे,3
आमिर,306
खान,1232
बर्थडे,81
आज,974
जानिए,87
खास,508
किसके,34
सेलिब्रेट,27
करेंगे...,1
हिंदी,206
फिल्म,3548
इंडस्ट्री,145
मिस्टर,31
परफेक्शनिस्ट,9
जन्मदिन,96
पूरा,572
करके,617
वें,9
कदम,406
रख,195
फिल्में,162
नींव,23
रखी,238
चाहने,17
मौके,572
सबसे,1388
केक,25
काटकर,44
मराठी,29
टीवी,335
शो,807
पत्नी,666
किरण,63
राव,105
पानी,424
फाउंडेशन,37
टीम,925
एपिसोड,75
शूटिंग,327
रहें,45
किसान,284
भाई,434
बैठने,31
क्वालिटी,26
टाइम,118
बिताएंगे.,5
हैप्पी,14
अमित,549
शाह,694
सुखबीर,20
बादल,49
आगामी,77
चर्चा,593
मुलाकात,439
उपमुख्यमंत्री,89
पार्टियों,118
तल्खी,8
गठबंधन,309
अकाली,48
दल,406
प्रमुख,487
उप,60
बैठक,674
समन्वय,21
मुद्दा,189
उठाने,104
वरिष्ठ,316
नेताओं,570
सुखदेव,10
ढींढसा,1
नरेश,57
गुजराल,3
उनकी,1835
घंटे,370
चली.,27
संयुक्त,179
तैयारी,297
वित्त,253
अरुण,178
जेटली,200
रात्रिभोज,4
चुनावों,239
रणनीति,156
भाषा,162
नोटबंदी,308
अफरातफरी,17
पीएम,819
हालात,264
कराया,322
अगवत,1
प्रधानमंत्री,1107
नरेन्द्र,44
शुक्रवार,431
प्रणब,31
मुखर्जी,97
आलोचना,112
माहौल,165
भवन,93
विस्तृत,31
कदमों,25
जिन्हें,136
समस्याएं,33
दूर,358
अधिकारियों,419
मिनट,260
किन,27
इसका,620
खुलासा,378
जाता,1052
मौजूदा,202
अवगत,17
कराया.,46
सदनों,11
मुद्दे,379
तीखी,33
बहस,153
जिसके,708
कारण,700
कार्यवाही,56
बाधित,19
सदन,148
दिनभर,26
स्थगित,39
करनी,176
लगातार,691
विमुद्रीकरण,2
हंगामे,26
ठप,18
गौरतलब,425
नोट,253
बंद,672
दिशानिर्देश,5
एटीएम,91
बदलने,96
नकदी,40
निकासी,14
लंबी,94
कतारें,1
लगी,326
डिस्प्ले,35
रैम,45
अल्ट्रा,7
कर्व्ड,9
वीवो,4
सेल्फी,54
कैमरा,103
चीनी,130
स्मार्टफोन,166
मेकर,10
फ्यूचरिस्टिक,2
तौर,739
इनोवेटिव,2
लैस,33
शोकेस,2
मेगापिक्सल,32
नही,84
अप,20
बटन,23
फास्ट,32
वायरलेस,17
चार्जिंग,17
सपोर्ट,132
देखने,453
मिलता.,10
इंच,29
फुल,19
व्यू,7
एजलेस,1
डिग्री,147
साइड,22
स्क्रीन,88
नाम,1761
जूम,3
गिंबल,3
यूज,59
शायद,190
वीडियो,1049
बिना,319
क्योंकि,832
स्टेब्लाइजिंग,1
पेरिस्कोप,1
डिजाइन,39
स्ट्रक्चर,3
जैसा,200
यहां,1404
प्राइमरी,21
ट्रेडिशन,1
इमेज,48
स्टेब्लाइजेशन,1
मुकाबले,185
बेहतर,279
होगा.,854
सिर्फ,829
बैटरी,31
चार्ज,29
आपको,860
बता,1170
दें,955
वायर,6
इतनी,196
स्पीड,34
फोन,498
कितने,72
पावर,67
स्मार्टफओन,1
प्रोसेसर,30
आपक,1
इंटर्नल,5
स्टोरेज,17
काम,2004
ब्लैक,47
व्हाइट,45
कलर,46
वेरिएंट,42
भले,170
कीमत,267
उपलब्धता,9
मार्केट,81
आएगा,42
यूपीः,34
बरेली,36
किराना,5
व्यापारी,64
हत्या,1243
आशंका,190
उत्तर,861
जिले,766
गायब,119
लाश,180
गुरुवार,444
बरामद,373
ली.,300
परिजनों,310
शक,168
जाहिर,226
अधीक्षक,96
यमुना,17
वर्षीय,288
अशोक,135
वर्मा,151
लापता,79
जंगल,82
मंदिर,357
बनी,357
कोठरी,3
क्षत,1
विक्षत,1
हालत,325
गई.,1401
मौत,1086
कोहराम,17
मच,80
मृतक,197
व्यक्त,80
कब्जे,136
भिजवा,8
एसपी,127
स्पष्ट,105
सकी,34
छानबीन,83
अनंतपुर,3
पदयात्रा,5
निकले,56
लेना,181
उपाध्यक्ष,95
आंध्र,105
किलोमीटर,176
किसानों,372
स्वसहायता,1
समूहों,23
जानेंगे.,2
अधिग्रहण,51
उठाया.,36
देगी.,73
ताकत,105
दिखाने,96
ओबुलादेवारा,1
चेरुवु,1
ममिलाकुंटापल्ली,1
बुनकरों,4
इंदिरा,80
नीरव,87
पैसों,50
जांचकर्ता,5
पता,832
लगा,854
भेजी,51
दस्तावेजों,33
संकेत,133
नेशनल,227
रोजाना,59
आभूषण,5
डिजायनर,3
लगाने,365
जुटी,124
एजेंसी,284
पाया,245
डेलावरे,3
कंपनियों,165
कंपनियां,56
आकर्षित,26
तथा,175
पंजीकरण,15
कराती,14
शेल,2
गठन,112
अमेरिकी,300
फायरस्टार,2
डायमंड,11
इंक,4
न्यूयार्क,9
अदालत,367
चैप्टर,12
दिवालिया,11
अर्जी,44
साउथर्न,1
डिस्ट्रिक,1
सोमवार,526
फाइलिंग,1
परिसंपत्तियों,1
दायित्वों,3
सूचीबद्ध,12
संहिता,31
देती,158
उसे,1553
व्यापार,86
संगठित,12
अनुमति,104
प्रदान,69
जाती,582
सहयोगी,117
मेहुल,17
चोकसी,17
रात,761
चला,436
हुआ,1798
केंद्रीय,495
ब्यूरो,45
अश्वेत,21
बोले,138
सत्य,24
नफरत,51
नस्लवाद,7
सीईओ,54
नडेला,5
समुदाय,217
शहरों,99
सांत्वना,3
हिरासत,265
दुनियाभर,72
निंदा,92
मूल,96
कार्यकारी,31
होनी,161
फैले,22
एकजुटता,23
दिखाई.,11
मई,385
कैब,74
उतारकर,13
लिटाकर,1
घुटनों,6
गर्दन,27
दबाया,6
क्रूर,16
सोशल,678
वायरल,354
धरने,43
हुए.,202
कम,1080
बिलियन,25
पहुंचा,120
ट्वीट,600
सहानुभूति,10
समझ,174
शुरुआत,339
हमें,435
अधिक,412
अफ्रीकी,27
हूं.,530
समुदायों,27
प्रतिबद्ध,18
शुरू,1581
डेरेक,9
चाउविन,1
निकाल,115
थर्ड,14
दशकों,25
कर्फ्यू,37
संजय,445
मिश्रा,126
पसंद,354
बताई,134
पंकज,57
कपूर,756
शाहिद,97
पिता,610
लोकप्रिय,64
टेलीविजन,25
धारावाहिक,5
फिल्मों,332
अभिनेता,123
शोज,42
मिस,52
प्रकार,123
दिखाए,34
स्कूल,431
ड्रामा,50
छात्र,324
रह,426
मसाला,22
समीक्षकों,4
सराही,2
इंटरव्यू,232
शानदार,192
रहा.,283
इसलिए,757
धारावाहिकों,2
गंभीरता,65
रिलीज,746
पसंदीदा,29
शैली,15
पूछे,121
विशेष,295
अभिनय,40
मेरा,252
निर्देशक,70
कहने,135
घबराहट,9
मेरी,299
रोमांच,11
यूपी,699
कानपुर,110
किलिंग,27
चाकुओं,14
गोद,47
बेटी,430
धारदार,31
हथियार,164
मार,393
डाला.,85
युवक,396
हैलट,4
अस्पताल,639
भर्ती,322
लिहाजा,89
शोर,56
सुनकर,96
ग्रामीण,83
तब,655
निकला.,27
इलाके,758
सनसनी,43
फैल,81
बिधनू,1
क्षेत्र,647
गोपाल,79
नगर,301
निवासी,114
सुरेश,75
गौतम,49
पूजा,167
सप्ताह,111
घाटमपुर,2
मौसी,11
दया,29
आयी,20
कंचन,6
मायके,9
चली,162
सुमित,24
प्रेम,112
प्रसंग,26
आया,681
ना,509
फायदा,241
उठाते,58
रुक,33
आंगन,8
सो,62
कमरे,143
देर,383
आंख,60
उसने,933
लहुलूहान,1
सांस,47
भागने,81
सफल,172
ग्रामीणों,59
सीओ,9
एसओ,4
पहुंचे,335
सीएचसी,5
भेजा.,13
डाक्टरों,10
रेफर,28
शलभ,4
माथुर,19
देते,610
प्रथम,46
दृष्टया,9
सलाम,16
ऋषि,123
बहुत,1276
याद,258
शायर,13
जिसने,134
बनाया,449
सबको,92
रोगी,6
लेजेंड,7
जिन्होंने,185
दर्शकों,145
सिनेमा,73
रंग,197
परोसा,4
मजाक,90
आपके,345
सीन,135
उतार,81
रोज,142
कलाकार,72
किस्मत,27
अजमाने,1
आते,270
यही,535
तलाशते,4
दिल,259
उतरकर,18
प्यार,294
पाते,70
उन्हीं,55
एक्टर्स,54
बेमिसाल,5
करियर,140
अपार,5
सफलता,129
पाई,155
बल्कि,536
दिलों,11
बना,724
जोकर,4
यंग,20
रोल,369
बेहद,442
नीली,3
आंखों,79
अटपटे,1
नजरों,12
आया.,140
बेहतरीन,103
रोमांटिक,30
हीरो,50
पर्दे,92
छाएगा,1
उससे,349
लुक्स,11
फैन्स,146
सिर,176
बोलता,13
मेरे,532
अग्निपथ,1
रौफ,2
लाला,3
छवि,70
उतनी,27
खूबसूरत,68
जितनी,49
अमर,75
अकबर,52
एंथनी,3
इलाहाबादी,1
ढंग,68
निभाया,44
हो.,303
चाहे,124
देवधर,4
कर्ज,198
मोंटी,1
एंड,181
संस,9
दादा,19
मुराद,5
अली,306
किरदार,311
जीते,57
गाने,243
दशक,111
झुमाते,1
मैं,1515
आखिर,203
डांस,197
ऐ,3
झूमा,3
डफली,1
वाले...गाने,1
भूल,85
सदियों,13
लायक,40
आशिक,31
मोहम्मद,154
दर्द,110
सीने,14
महसूस,178
जिंदगी,297
जहर,61
घोला,2
सब,441
जले.,1
अवतार,32
हंसाया.,3
पल,38
आवाज,207
असल,77
बुलंद,38
मजाकिया,12
कोर्टरूम,1
देशप्रेम,1
साबित,282
दामिनी,2
मस्तीभरा,1
अंदाज.,5
गुजर,67
मरने,83
एक्टिंग,97
उठकर,17
अरे,9
काश,10
सच,149
होता.,55
उठते,14
खो,60
है...,52
साहब,65
आपकी,231
रुतबे,4
सलाम.,4
यादों,7
सजा,393
रहेगा...ये,1
भूलेगा,1
सोना,45
फीसदी,967
कारोबार,122
एक्सपर्ट,47
सोने,83
ट्रांसएक्शन,2
असर,286
जरूर,275
डालेगा.,6
नजदीक,58
कैंपेनिंग,4
पार्टियां,47
खूब,219
पैसा,154
बहा,11
खर्च,176
प्रभावित,241
करेगा.,123
कालाधन,15
खत्म,448
फैसले,420
कीमतों,95
जबरदस्त,111
उछाल,25
बुधवार,526
गोल्ड,90
एक्सचेंज,40
ट्रेडेड,3
फंड,82
ग्लोबल,63
इक्विटी,4
तेज,330
गिरावट,138
इन्वेस्टर्स,1
इन्वेस्टमेंट,8
एचडीएफसी,8
प्रति,387
ग्राम,83
स्तर,340
पहुंच,495
फिलहाल,417
लगाम,43
लेते,198
आधी,44
दाम,90
मुंबई,680
इजाफा,63
रिपोर्ट,803
लाख,917
जीडीपी,59
सर्कुलेशन,10
कालेधन,35
प्रकाशित,44
मंत्रालय,376
श्वेत,7
पत्र,258
अर्थव्यवस्था,119
ऐलान,305
नागरिकों,116
व्यवस्था,265
रात्रि,6
अस्पतालों,41
भुगतान,113
स्वीकार,153
जाएंगे.,225
घंटों,73
टिकट,314
बुकिंग,46
काउंटर,25
हवाई,108
अड्डों,8
मान्य,9
धनराशि,15
चिंता,172
गवर्नर,68
उर्जित,23
पटेल,210
वित्तसचिव,1
शक्तिकांत,3
दास,116
आरबीआई,50
करेगी.,198
रखेंगे.,20
उरिजीत,1
ब्रेल,1
लिपि,1
आएंगे.,174
दृष्टिहीनों,1
मदद,674
मिलेगी.,88
नोटों,71
रखेगा.,5
समीक्षा,68
बाजार,307
तरलता,4
कमी,182
आएगी.,44
हटाया,43
जाएगा,161
जैसे,724
मैसेज,112
सुरक्षित,167
रविशंकर,45
एनक्रिप्शन,4
सफाई,206
संचार,18
मंत्री,1407
साफ,575
फेसबुक,308
मैसजिंग,1
सर्विस,88
प्रस्ताव,256
ड्राफ्ट,18
निर्देश,213
करती,604
आजादी,126
बनाए,243
गर्व,49
चाहता,262
हूं,415
कल,169
महज,199
पक्ष,280
विचार,222
लिख,66
बदलाव,228
बाबत,44
लिखा,472
ऐसी,554
कटैगरी,1
जिनके,112
वेब,65
साइट्स,17
मसौदे,11
दायरे,72
छूट,99
मैसेजिंग,13
भेजे,59
रखना,128
अनिवार्य,42
व्हाट्सअप,2
वर्जन,39
गूगल,97
हैंगआउट,2
एप्पल,17
आईमैसेज,1
यूजर्स,125
सूरत,64
चैट,41
हिस्ट्री,12
डिलीट,23
पाएंगे.,76
व्हाट्सएप,23
यूजर,72
सुझाव,61
बस,362
अच्छे,263
दोस्त,268
हैं...,28
सकते.,61
सच्चाई,58
मन,156
वहम,1
जमाना,7
बदल,233
बदलते,23
जमाने,38
दोस्ती,133
परिभाषा,6
होती.ये,1
सोच,170
फर्क,67
नई,511
विषयों,34
खुलकर,71
लगेगी,9
मिसाल,37
कायम,72
मानते,107
आइए,73
जानते,197
खून,158
रिश्तों,65
रिश्ता,79
भरी,89
स्वार्थ,9
धागे,3
बंधा,5
सकती.,54
साेच,1
रखते,148
दूसरों,45
थोपने,2
बनते,34
दौर,191
वहां,945
फील्ड,12
कंधे,21
कंधा,3
मिलाकर,94
बन,557
बेमानी,5
लगता,447
लैंगिक,5
भेदभाव,39
सहज,21
आदतें,10
प्यारी,17
मुस्कान,15
रिश्ते,156
करवा,73
दे.,31
आकर्षण,13
बंध,14
समझने,36
गलती,85
बैठते,13
ज्यारदातर,1
निजी,201
परिचित,13
होते.,25
इनके,162
डिजिटल,73
दुनिया,605
समेटे,2
नाते.,1
देखकर,248
होती.,31
सोचते,18
मगर,291
युवा,138
पुरानी,134
चुकी,655
सदा,7
पैनी,10
भारी,317
कंफर्ट,12
खोना,8
चाहता.,17
वजूद,12
पवित्रता,5
कहीं,358
वर्ग,137
बखूबी,26
कपिल,275
करीना,195
विराट,106
कोहली,138
सायना,12
नेहवाल,5
शाहरुख,219
प्रोमो,27
