matra,frequency,probability
ा,16.0,0.2962962962962963
ि,8.0,0.14814814814814814
ी,1.0,0.018518518518518517
ु,9.0,0.16666666666666666
ू,0.0,0.0
े,1.0,0.018518518518518517
ै,0.0,0.0
ो,12.0,0.2222222222222222
ौ,0.0,0.0
ं,3.0,0.05555555555555555
ः,4.0,0.07407407407407407
ँ,0.0,0.0
ृ,0.0,0.0
