matra,frequency,probability
ा,2257.0,0.36025538707102955
ि,942.0,0.15035913806863527
ी,334.0,0.053312051077414206
ु,139.0,0.022186751795690345
ू,3.0,0.00047885075818036713
े,573.0,0.09146049481245012
ै,318.0,0.05075818036711891
ो,386.0,0.0616121308858739
ौ,158.0,0.025219473264166
ं,694.0,0.11077414205905826
ः,461.0,0.07358339984038308
ँ,0.0,0.0
ृ,0.0,0.0
