matra,frequency,probability
ा,0.0,
ि,0.0,
ी,0.0,
ु,0.0,
ू,0.0,
े,0.0,
ै,0.0,
ो,0.0,
ौ,0.0,
ं,0.0,
ः,0.0,
ँ,0.0,
ृ,0.0,
