word,frequency
आपत्तिजनक,35
सामग्री,17
बांट,19
रहे,2499
संत,41
रामपाल,23
के,36538
समर्थक,32
हिरासत,147
में,27804
यूपी,321
जिले,398
सतलोक,4
आश्रम,27
संचालक,16
करीब,532
दो,1046
दर्जन,62
अनुयायियों,7
को,17990
पुलिस,2970
ने,15308
सोमवार,284
ले,503
लिया.,294
इन,905
पर,10862
वितरित,11
करने,3030
का,11403
आरोप,751
है.,15355
है,6885
कि,10286
प्रचार,113
हिंदू,104
धर्म,100
और,12800
विभिन्न,90
बारे,667
टिप्पणी,86
की,22744
गई,1692
समर्थकों,71
पास,747
से,15178
चार,371
वाहन,45
भारी,176
मात्रा,69
बरामद,182
हरियाणा,230
बरवाला,2
स्थित,192
लेकिन,2229
यह,2378
लोग,883
जलालपुर,1
इलाके,409
पंपलेट,1
व,100
कई,1440
किताबें,10
कर,5791
थे.,1496
वहां,493
गुजर,35
बीजेपी,1394
कार्यकर्ता,78
अतुल,18
राजाजी,2
देख,191
ली.,137
बताया,1254
जा,2111
रहा,2220
इसके,1544
बाद,3652
हिन्दूवादी,1
संगठनों,62
हंगामा,49
दिया.,796
सूचना,189
मिलते,61
ही,4329
मौके,323
पहुंची.,33
एसपी,77
सिटी,48
श्रीवास्तव,9
मुताबिक,678
बाबा,110
सभी,764
खिलाफ,1039
धार्मिक,32
भावनाओं,19
आहत,12
धारा,93
समेत,228
धाराओं,31
मुकदमा,72
दर्ज,709
लिया,776
गया,2738
मामले,1360
जांच,869
रही,2521
बताते,152
चलें,47
बीते,175
अगस्त,150
चल,419
केसों,5
कोर्ट,909
उन्हें,1226
बरी,22
किया,3639
उनके,1341
नंबर,191
जज,64
मुकेश,46
कुमार,550
सुनवाई,241
सरकारी,180
कार्य,56
बाधा,13
डालने,52
जबरन,42
लोगों,1734
बंधक,23
बनाने,405
केस,462
था.,2985
कबीर,20
पंथी,1
विचारधारा,30
दास,81
देशद्रोह,40
एक,6009
दिनों,467
हिसार,8
जेल,420
बंद,349
हैं.,6234
तीन,607
साल,1582
पहले,2075
हुए,2206
विवाद,227
गिरफ्तार,616
इससे,707
भी,7365
हत्या,611
हुआ,956
स्वामी,131
रामदेवानंद,2
महाराज,26
शिष्य,2
जन्म,73
सोनीपत,15
गोहाना,1
तहसील,8
धनाना,1
गांव,341
पूरी,549
सरकार,2213
सिंचाई,16
विभाग,243
जूनियर,20
इंजीनियर,43
नौकरी,120
मिल,374
गई.,723
इसी,600
दौरान,1061
इनकी,60
मुलाकात,271
हुई.,241
बन,330
गए,1144
पंथ,2
मानने,30
लगे.,78
इस्तीफा,98
दे,592
दिया,2148
सत्संग,6
संख्या,214
चली,94
कमला,4
देवी,96
नाम,880
महिला,668
करोंथा,1
लिए,4856
जमीन,143
दी.,464
बंदी,18
ट्रस्ट,18
मदद,327
नींव,8
रखी.,18
दयानंद,1
लिखी,41
किताब,79
की.,577
आर्यसमाज,1
ये,2260
बेहद,211
नागवार,8
गुजरी,7
दोनों,1010
बीच,1001
हिंसक,34
घटना,456
शख्स,211
मौत,593
हो,3374
एसडीएम,4
कब्जे,56
गया.,1089
वापस,198
आर्य,11
समाज,155
सुप्रीम,323
दरवाजा,33
खटखटाया.,2
उनकी,956
याचिका,194
खारिज,95
नाराज,88
समाजियों,1
बार,1227
फिर,916
इस,6040
घायल,233
गए.,522
हाई,167
मंजूर,21
राधे,42
मां,337
अग्रिम,11
जमानत,111
विवादास्पद,14
स्वयंभू,5
राहत,100
देते,317
बंबई,7
उच्च,82
न्यायालय,71
दहेज,13
स्वीकार,78
बुलाए,12
जाने,872
थाने,135
अदालत,238
पेश,281
होने,1472
आदेश,239
दिए.,80
न्यायमूर्ति,31
रेवती,2
मोहिते,1
देरे,1
गुरुवार,234
शिकायत,313
उन्होंने,2223
शिकायतकर्ता,9
वकीलों,39
दलीलें,10
सुनी.,8
देने,684
फैसले,247
मुहर,16
लगा,410
समक्ष,24
कांदीवली,1
गौरतलब,213
वर्षीय,148
उसके,924
ससुराल,11
वालों,230
लगाया,344
संबंध,212
मुंबई,376
सत्र,106
खटखटाया,6
बिहारः,10
कन्हैया,143
समर्थन,195
उतरे,14
गिरफ्तारी,148
विरोध,331
हैं,2346
अनशन,35
जेएनयू,61
किए,655
छात्र,146
संघ,133
अध्यक्ष,521
बिहार,514
कैदी,61
चले,69
निर्दोष,12
उसे,785
रिहा,33
मांग,433
जादवपुर,2
देश,1129
हिस्सों,44
गृह,216
राज्य,640
नेता,720
भा,5
उतर,39
चुके,371
वहीं,604
अब,1696
भोजपुर,3
आरा,6
अंदर,214
कराने,158
तक,1967
फैसला,414
इतना,197
कैदियों,36
प्रशासन,158
समझाने,17
कोशिश,475
वो,1308
अपनी,1511
बात,1430
आईसा,1
सीपीआई,11
बताए,45
उनका,483
