matra,frequency,probability
ा,468.0,0.4
ि,175.0,0.14957264957264957
ी,18.0,0.015384615384615385
ु,112.0,0.09572649572649573
ू,24.0,0.020512820512820513
े,156.0,0.13333333333333333
ै,14.0,0.011965811965811967
ो,75.0,0.0641025641025641
ौ,10.0,0.008547008547008548
ं,44.0,0.037606837606837605
ः,27.0,0.023076923076923078
ँ,0.0,0.0
ृ,47.0,0.040170940170940174
