matra,frequency,probability
ा,1663.0,0.22852823965920022
ि,2544.0,0.3495946131647657
ी,301.0,0.0413631991205167
ु,367.0,0.05043287068847052
ू,1268.0,0.17424762951765838
े,224.0,0.030781915624570565
ै,79.0,0.010856122028308369
ो,245.0,0.03366772021437406
ौ,130.0,0.01786450460354542
ं,116.0,0.015940634877009755
ः,96.0,0.013192249553387384
ँ,0.0,0.0
ृ,244.0,0.03353030094819294
