matra,frequency,probability
ा,1999.0,0.5011281022812735
ि,585.0,0.14665329656555529
ी,398.0,0.0997743795437453
ु,146.0,0.03660065179242918
ू,11.0,0.0027575833542241163
े,203.0,0.050889947355226874
ै,57.0,0.014289295562797694
ो,195.0,0.04888443218851843
ौ,38.0,0.00952619704186513
ं,122.0,0.030584106292303837
ः,219.0,0.05490097768864377
ँ,0.0,0.0
ृ,16.0,0.004011030333416896
