matra,frequency,probability
ा,3401.0,0.3452090946000812
ि,2188.0,0.22208688591149006
ी,653.0,0.06628095818107999
ु,702.0,0.0712545676004872
ू,209.0,0.02121396670726756
े,554.0,0.056232237109216404
ै,100.0,0.010150223304912708
ो,337.0,0.034206252537555826
ौ,41.0,0.00416159155501421
ं,891.0,0.09043848964677223
ः,82.0,0.00832318311002842
ँ,0.0,0.0
ृ,694.0,0.07044254973609419
