matra,frequency,probability
ा,110.0,0.2813299232736573
ि,69.0,0.17647058823529413
ी,15.0,0.03836317135549872
ु,21.0,0.05370843989769821
ू,120.0,0.3069053708439898
े,11.0,0.028132992327365727
ै,1.0,0.0025575447570332483
ो,25.0,0.0639386189258312
ौ,3.0,0.0076726342710997444
ं,4.0,0.010230179028132993
ः,5.0,0.01278772378516624
ँ,0.0,0.0
ृ,7.0,0.017902813299232736
