word,frequency
कोरोना,93
का,3939
कहरः,1
चीन,109
पर,3714
आरोप,254
लगाने,72
वाला,108
अमेरिका,140
अब,633
दे,205
रहा,729
है,2271
सफाई,31
और,4465
ईरान,22
की,8013
बर्बादी,7
के,12736
बाद,1249
जब,410
शक,36
नजरें,6
तरफ,191
उठनें,1
लगीं,4
तो,1097
ने,5630
वायरस,49
को,6110
लेकर,522
कटघरे,4
में,9461
कर,2008
दिया.,342
मेंं,1
जुबानी,5
जंग,29
कई,506
देशों,83
नीयत,7
भी,2558
उठाए,28
सवाल,166
सरकार,796
रूस,42
मीडिया,172
इस,2184
अमेरिकी,90
साजिश,50
बताने,24
लिए,1733
जो,401
तर्क,8
रहे,857
हैं.,2031
उससे,58
बैकफुट,6
है.,5344
तक,767
खुद,156
चीनी,70
लैब,5
से,5131
निकला,12
साबित,64
करने,1061
जुटा,6
था.,1052
मगर,53
इन,316
तमाम,62
दावों,7
वो,333
दुनिया,113
अपने,743
मुल्क,16
जनता,87
ये,759
समझाने,5
लगा,151
कि,3593
अफवाहों,10
ना,121
आएं.,4
वैसे,28
आपको,156
बता,199
दें,152
वारयस,1
बेहद,83
तेजी,32
फैल,10
उठने,10
कहा,1220
यानी,91
बारे,227
अगर,230
सही,67
जानकारी,176
दी,431
होती,103
इसे,161
फैलने,5
रोका,19
जा,734
सकता,230
विदेश,65
मंत्री,260
माइक,8
पोम्पियो,5
तीनों,37
फैलाने,7
दिया,749
इसके,506
प्रसार,1
बुरी,22
तरीके,62
दुष्प्रचार,1
फैलाया,4
इसलिए,132
जरूरी,61
जिस,112
किसी,400
इससे,235
संबंधित,27
कोई,462
मिलती,23
सोर्स,3
जांच,279
जरूर,31
करे.,15
सारे,35
अफवाह,12
फैला,9
हैं,748
पूरी,169
तरह,357
गलत,55
बयान,169
साफ,115
इशारा,15
समझने,6
आने,171
नहीं,1794
चाहता,46
उसके,374
खिलाफ,375
हवा,14
तैयार,92
हो,1244
जाए.,65
जगह,112
ऐसी,105
सूचना,65
प्रसारित,2
रही,869
सेना,184
वजह,218
पैदा,36
हुआ,302
इसी,217
किया,1291
गया,1020
जबकि,165
हम,218
रोकने,39
कोशिश,147
सभी,289
अमेरिकीवासियों,1
अपील,50
जानकारियों,3
विश्वास,42
करें.,69
उठ,18
अभी,197
कुछ,536
दिनों,162
पहले,661
कह,78
था,472
जानलेवा,7
वुहान,2
अधिकारियों,96
गलती,20
फिर,312
दुनियाभर,14
गया.,411
विदेशमंत्री,1
जिम्मेदार,31
ठहरा,5
हकीकत,12
सैंक्शन्स,1
महामारी,5
काबू,13
पाने,26
काफी,225
मशक्कत,3
करनी,35
राष्ट्रपति,127
डोनाल्ड,32
ट्रंप,52
लगातार,137
हालांकि,223
कोराना,2
देश,381
नाम,322
आलोचना,22
लगता,69
कहने,29
क्योंकि,150
आया,121
ही,1469
वहीं,242
अकेले,16
या,225
माइल,1
बल्कि,83
सांसद,88
कम्युनिस्ट,2
पार्टी,421
चुके,102
तब,127
उन्होंने,712
मानवनिर्मित,1
जैविक,4
हथियार,20
बहुत,185
मुमकिन,8
इंस्टिट्यूट,1
लीक,18
दावे,16
चुनौती,46
डाली,13
ऐसा,196
सबूत,29
मिला,83
जिससे,72
सके,14
हो.,46
उल्टे,3
भर,57
यूनिवर्सिटी,24
वैज्ञानिक,5
दावा,96
वारसल,1
जानवरों,12
इंसान,34
पहुंचा,40
ट्रांसमिशन,1
एक,2117
दूसरे,163
पहुंचने,35
प्रक्रिया,31
हुई,377
जीनोम,1
सीक्वेंसिंग,1
पाए,34
जाने,278
वाले,509
फीसद,3
जुलती,1
कांग्रेस,524
मुखर,3
नेता,214
सुखपाल,3
खैरा,4
हुए,747
शामिल,250
पंजाब,88
आम,106
आदमी,64
होने,491
दिन,358
राज्य,219
विपक्षी,36
अकाली,8
दल,78
आप,233
अध्यक्ष,126
अमरिंदर,15
सिंह,447
संवाददाताओं,10
सुमान,1
जिले,119
संगरूर,1
हैं.कांग्रेस,2
होनेवालों,1
एसजीपीसी,1
गुरुद्वारा,2
प्रबंधक,5
पूर्व,185
सदस्य,63
इंदर,1
मोहन,14
साथ,1103
वरिष्ठ,57
जगमीत,2
बरार,3
नाराजगी,19
दूर,62
प्रयास,44
किए.,14
महीने,128
शुरुआत,82
ओर,221
बठिंडा,2
आयोजित,38
रैली,51
संबोधित,27
आमंत्रित,3
माफी,26
मांगी.अमरिंदर,1
मांगता,1
दौरान,411
उनके,458
बगल,6
बैठे,16
रहे.,63
असर,39
ग्वालियर,3
पाकिस्तान,228
झंडा,10
लहराने,1
सात,35
युवक,94
गिरफ्तार,207
छह,64
मुसलमान,18
हिंदू,40
बैनर,5
जुलूस,7
चलने,22
थे.,461
पुलिस,1067
पास,269
रविवार,75
बजरंग,2
महासभा,1
दो,379
गतिविधयों,2
शिकायत,104
जिसमें,159
विवादित,12
पोस्टर,31
लहरा,2
वीएचपी,2
पप्पू,22
वर्मा,37
बताया,457
मामला,168
संज्ञान,7
उन,106
युवकों,19
गिरफ्तारी,45
दबाव,32
बनाया.,11
कोतवाली,15
स्टेशन,41
इंचार्ज,2
सतीश,8
चंद्र,17
चतुर्वेदी,4
संगठन,78
मिली,102
थी,187
पाया,45
यह,851
अपराध,22
लोगों,564
आईपीसी,12
धारा,46
सेक्शन,7
बी,7
तहत,143
संबंध,78
रखने,69
वह,631
उनका,172
आरोपियों,99
आनंद,27
भाई,92
बचाव,35
करेगी.,25
खबर,119
फैली,6
विरोध,170
सफेद,8
स्याही,2
लेकिन,758
तस्वीरें,34
व्हाट्सएप्प,1
वायरल,58
गई,559
थीं.,83
शहर,63
काजी,2
कार्रवाई,118
मांग,167
जिसकी,27
मंजूरी,41
ऐसे,265
झंडे,15
लहराए,2
गए.,179
देशद्रोह,11
केस,146
होना,74
चाहिए.,136
कनिका,5
कपूर,82
लापरवाही,19
तापसी,11
कही,36
बात,531
बुरा,22
उन्हें,392
पता,164
अलग,93
सबकुछ,10
मिल,106
थीं,32
निराशाजनक,2
लंदन,34
लौटने,12
जबरदस्त,13
विवादों,12
फंसी,6
सिंगर,7
पन्नू,4
दरअसल,57
भारत,383
वे,221
पार्टियों,32
जिसके,114
उनकी,347
सोशल,106
शुरु,8
थी.,654
हाल,119
मामले,491
रिएक्ट,3
जूम,4
टीवी,58
करते,379
चीज,22
महत्वता,1
देनी,12
चाहिए,60
आगे,150
कहना,168
चेकअप,3
प्रकार,25
आइसोलेशन,1
रख,35
सकती,174
मेरे,103
अनुसार,57
जिम्मेदारी,30
दोनों,388
पक्षों,18
मैं,254
अपना,207
प्वाइंट,6
व्यू,1
हूं,58
करती,108
गौरतलब,81
वापस,63
सुरक्षाकर्मियों,6
चकमा,4
कराया,64
लखनऊ,47
जाकर,50
घरवालों,17
मुलाकात,98
अटेंड,1
जहां,161
बीजेपी,457
नेताओं,94
निकलने,9
हर,172
हडकंप,1
मच,15
परिवार,199
चुकी,107
रिपोर्ट्स,19
नेगेटिव,3
आई,123
अलावा,184
संक्रमण,13
जानबूझकर,5
छुपाने,2
दर्ज,241
आज,176
मिलेगी,8
यूट्यूब,9
गूगल,19
मैप्स,4
सुविधा,22
जियोफोन,7
यूजर्स,21
यू्ट्यूब,2
जैसी,44
ऐप्स,8
सेवाएं,8
मिलनी,8
शुरू,279
जाएंगी.,7
ग्राहकों,13
इंतजार,46
करना,231
होगा.,124
मुकेश,13
अंबानी,3
नेतृत्व,51
रिलायंस,8
जियो,17
मंगलवार,99
घोषणा,50
अगस्त,39
फीचर,17
फोन,84
यूज,13
पाएंगे.,16
सेवाओं,4
जारी,250
जाएगा.,145
कंपनी,158
जल्द,96
लाभ,24
ले,162
अगले,79
महीनों,27
चला,66
साल,488
जुलाई,50
एनुअल,1
जनरल,41
मीट,5
फेसबुक,85
सपोर्ट,20
देगी.,14
वादा,25
पूरा,121
रोलआउट,1
ऐप,17
स्टोर,3
डाउनलोड,1
सीधे,28
टाइप,4
सकते,169
हाई,68
स्पीड,7
इंटरनेट,23
सर्विस,21
गीगाफाइबर,4
रजिस्ट्रेशन,14
डेडिकेटेड,1
जरिए,120
करा,34
कनेक्शन,18
लेने,95
दिलचस्पी,9
दिखा,16
जगहों,27
सबसे,263
ज्यादा,243
मिले,72
होंगे.,43
रजिस्टर,7
वेबसाइट,23
जाना,78
पेज,20
ऐड्रेस,3
एंटर,1
मिलगा,1
यहां,255
चेंज,3
बटन,7
क्लिक,6
करके,120
सबमिट,2
नबंर,1
देना,73
भेजा,70
जाएगा,26
जिसे,55
कनफर्मेशन,1
नोटिफिकेशन,11
मिलेगा,13
आपने,30
अपनी,448
डाल,20
फिलहाल,66
दिखाया,30
टैरिफ,1
लिखा,89
दिल्ली,473
सर्दी,7
अहसास,12
गुनगुनी,2
धूप,4
मजा,9
इंडिया,157
गेट,16
पहुंच,90
सैलानी,5
मौसम,22
विभाग,108
मुताबिक,219
यूं,18
बरकार,2
रहेगा.,21
राहत,39
रहेगी,7
न्यूनतम,9
तापमान,5
गिरने,15
राजधानी,60
प्रदूषण,27
मिलने,101
ठंड,5
कहर,10
झेलना,2
अचानक,25
सुबह,88
रात,137
वक्त,109
बुधवार,82
डिग्री,12
आसपास,39
अधिकतम,13
रहने,147
उम्मीद,61
राज्यों,39
घूमने,12
आते,42
पिछले,198
सैर,2
मुश्किल,36
सिर्फ,163
कसरत,1
भारी,51
संख्या,83
पार्कों,1
देखने,64
वाली,247
सृष्टि,3
खत्म,96
निकली,11
आईं,10
बीच,335
आता,39
चाय,15
लुत्फ,1
रहीं,14
रचना,2
दीवाली,2
दिक्कत,14
आए,115
मुंबई,145
युवाओं,25
टोली,1
लेते,36
नजर,215
आए.,35
नेहा,21
पहुंचीं,1
ठंडी,1
हवाओं,1
परेशान,39
किया.,280
अच्छी,37
लगती,18
जाती,92
टीशर्ट,1
पहनकर,4
घर,311
बाहर,119
निकल,22
मोटे,4
पहनने,4
प्राइवेट,26
दफ्तर,27
काम,351
आशा,7
खास,87
प्लान,48
खासतौर,8
लिस्ट,22
बनाई,39
बताती,10
व्यंजन,1
खाने,33
पाते,12
गरमागरम,1
टिक्की,1
खाना,27
पसंद,71
मायावती,32
बनेंगी,1
जवाब,128
बोले,31
मुझे,129
मूर्ख,3
समझा,11
क्या,262
रामगोपाल,8
मैनपुरी,7
लोकसभा,87
सीट,97
मतदान,33
पहुंचे,35
बार,371
बेटे,53
अक्षय,69
यादव,168
फिरोजाबाद,5
चुनाव,357
मुकाबला,18
चाचा,10
शिवपाल,16
तीसरे,24
चरण,12
सीटों,61
वोटर,23
मत,12
इस्तेमाल,112
समाजवादी,37
दिग्गज,29
बसपा,14
प्रमुख,93
प्रधानमंत्री,227
पद,100
उम्मीदवारी,3
जिसपर,5
समझ,41
रखा,97
वोट,84
डालने,11
रिपोर्टर,6
उनसे,93
पूछा,57
बनते,5
देखना,35
चाहते,105
इसका,109
देगा.,11
मई,74
शाम,70
बजे,95
दूंगा.,5
महागठबंधन,21
लंबे,32
समय,233
घूम,8
भारतीय,230
मुद्दा,33
बनाए,51
नरेंद्र,139
मोदी,485
रैलियों,2
जिक्र,36
वहां,169
महामिलावट,1
मजबूर,12
अखिलेश,97
गोलमोल,2
मेरा,27
जानते,37
जरूरत,104
आतंकियों,63
मेजर,5
तीन,210
आतंकी,141
ढेर,9
सुरक्षा,112
बलों,26
गई.,244
घायल,87
गए,466
छुपे,3
आशंका,27
एस,16
दहिया,1
आखिर,54
जिंदगी,74
हार,47
शहीद,36
सीआरपीएफ,13
कमांडेट,1
चेतन,4
चीता,1
ईलाज,1
एम्स,2
सेंटर,30
लाया,24
घंटे,66
गंभीर,62
बांदीपुरा,1
जवान,36
मारा,25
लश्कर,10
कमांडर,27
फायरिंग,30
स्थानीय,44
चार,131
जवानों,31
हाजिन,2
इलाके,153
पत्थरबाजी,11
खबरें,23
आईं.,11
पारे,1
मोहल्ला,2
आतंकवादियों,25
मौजूदगी,20
खुफिया,19
आधार,66
घेर,12
लिया,284
तलाश,55
अभियान,68
बल,34
थे,135
तभी,45
छिपे,1
गोलीबारी,15
शिक्षा,31
देने,303
बदलें,1
फ्रीडा,4
पिंटो,3
गर्ल,8
राइजिंग,5
विचार,34
व्यक्त,15
लोंगो,1
मानसिकता,6
बदलने,12
प्रति,66
समर्थन,107
जताने,7
एकत्रित,2
हमें,95
बदलाव,48
बातचीत,95
होगी.,120
मिलियनेयर,1
अभिनेत्री,26
जमीनी,8
स्तर,57
रातों,4
संभव,15
इसमें,186
राजस्थान,56
बिहार,107
पैमाने,12
जागरुकता,6
चलाने,37
गैर,20
सरकारी,72
संगठनों,31
करार,31
कंट्री,5
डायरेक्टर,27
निधि,4
दुबे,5
लक्षय,1
बराबरी,3
दर्जा,5
दिलवाना,1
बेटों,5
सपने,7
देखते,61
उसी,33
बेटियों,6
देखें.,2
स्वभावगत,1
लाना,5
आपके,54
नजरिए,4
करता,128
बेटी,84
अनुरूप,4
सह,5
संस्थापक,10
मुख्य,73
कार्यपालक,1
अधिकारी,86
हमने,59
ठानी,1
मुश्किलों,1
भरी,13
कहानी,65
कला,8
ताकत,21
मध्यवर्गीय,1
परिवारों,21
उ,1
न्होंने,1
सोचने,3
रास्ते,33
आ,266
अवरोधों,1
मदद,122
जाएगी.,73
समानता,3
अर्थ,4
समृद्ध,3
भाषा,26
कोरोनाः,1
जानवर,14
जू,3
बाघिन,12
संक्रमित,9
ब्रोंक्स,2
मादा,10
टाइगर,41
सुस्त,3
नादिया,6
अकेली,7
अजुल,2
टाइगरों,2
अफ्रीकी,5
शेरों,4
सुस्ती,5
सूखी,3
खांसी,3
देखी,19
