matra,frequency,probability
ा,53.0,0.20075757575757575
ि,31.0,0.11742424242424243
ी,19.0,0.07196969696969698
ु,81.0,0.3068181818181818
ू,2.0,0.007575757575757576
े,33.0,0.125
ै,2.0,0.007575757575757576
ो,11.0,0.041666666666666664
ौ,3.0,0.011363636363636364
ं,17.0,0.06439393939393939
ः,12.0,0.045454545454545456
ँ,0.0,0.0
ृ,0.0,0.0
