matra,frequency,probability
ा,13.0,0.4642857142857143
ि,10.0,0.35714285714285715
ी,0.0,0.0
ु,0.0,0.0
ू,0.0,0.0
े,0.0,0.0
ै,0.0,0.0
ो,3.0,0.10714285714285714
ौ,0.0,0.0
ं,2.0,0.07142857142857142
ः,0.0,0.0
ँ,0.0,0.0
ृ,0.0,0.0
