matra,frequency,probability
ा,231.0,0.42777777777777776
ि,127.0,0.2351851851851852
ी,7.0,0.012962962962962963
ु,19.0,0.03518518518518519
ू,7.0,0.012962962962962963
े,106.0,0.1962962962962963
ै,4.0,0.007407407407407408
ो,19.0,0.03518518518518519
ौ,1.0,0.001851851851851852
ं,6.0,0.011111111111111112
ः,0.0,0.0
ँ,0.0,0.0
ृ,13.0,0.024074074074074074
