matra,frequency,probability
ा,13039.0,0.4105349327791946
ि,4515.0,0.1421554736941532
ी,2031.0,0.0639463492963068
ु,3393.0,0.10682913006517428
ू,920.0,0.028966342369572746
े,2343.0,0.07376971757816189
ै,685.0,0.021567331003431882
ो,1882.0,0.059255061238625985
ौ,352.0,0.011082774471836528
ं,1972.0,0.06208872516608419
ः,608.0,0.019142974087717642
ँ,0.0,0.0
ृ,21.0,0.0006611882497402475
