matra,frequency,probability
ा,132.0,0.2006079027355623
ि,104.0,0.1580547112462006
ी,25.0,0.037993920972644375
ु,95.0,0.14437689969604864
ू,26.0,0.03951367781155015
े,30.0,0.04559270516717325
ै,3.0,0.004559270516717325
ो,17.0,0.025835866261398176
ौ,9.0,0.013677811550151976
ं,172.0,0.2613981762917933
ः,31.0,0.04711246200607903
ँ,0.0,0.0
ृ,14.0,0.02127659574468085
