matra,frequency,probability
ा,125.0,0.22084805653710246
ि,92.0,0.1625441696113074
ी,13.0,0.022968197879858657
ु,3.0,0.00530035335689046
ू,0.0,0.0
े,83.0,0.14664310954063603
ै,12.0,0.02120141342756184
ो,100.0,0.17667844522968199
ौ,3.0,0.00530035335689046
ं,116.0,0.2049469964664311
ः,19.0,0.03356890459363958
ँ,0.0,0.0
ृ,0.0,0.0
