vyanjan,frequency
क,617137.0
ख,46545.0
ग,129650.0
घ,11552.0
ङ,1.0
च,65445.0
छ,17367.0
ज,152712.0
झ,5626.0
ञ,851.0
ट,96643.0
ठ,10363.0
ड,62857.0
ढ,5718.0
ण,14122.0
त,233407.0
थ,50229.0
द,168528.0
ध,33849.0
न,356207.0
प,206230.0
फ,50176.0
ब,154001.0
भ,54125.0
म,291414.0
य,180012.0
र,558107.0
ल,267914.0
व,141076.0
श,77802.0
ष,23250.0
स,347206.0
ह,321991.0
