matra,frequency,probability
ा,93.0,0.34572490706319703
ि,68.0,0.2527881040892193
ी,1.0,0.0037174721189591076
ु,0.0,0.0
ू,1.0,0.0037174721189591076
े,36.0,0.13382899628252787
ै,50.0,0.18587360594795538
ो,7.0,0.026022304832713755
ौ,3.0,0.011152416356877323
ं,5.0,0.01858736059479554
ः,5.0,0.01858736059479554
ँ,0.0,0.0
ृ,0.0,0.0
