matra,frequency,probability
ा,102.0,0.3849056603773585
ि,59.0,0.22264150943396227
ी,9.0,0.033962264150943396
ु,18.0,0.06792452830188679
ू,0.0,0.0
े,13.0,0.04905660377358491
ै,7.0,0.026415094339622643
ो,15.0,0.05660377358490566
ौ,1.0,0.0037735849056603774
ं,23.0,0.08679245283018867
ः,18.0,0.06792452830188679
ँ,0.0,0.0
ृ,0.0,0.0
