matra,frequency,probability
ा,188.0,0.23296158612143741
ि,5.0,0.006195786864931847
ी,3.0,0.0037174721189591076
ु,153.0,0.1895910780669145
ू,17.0,0.021065675340768277
े,25.0,0.030978934324659233
ै,48.0,0.05947955390334572
ो,310.0,0.38413878562577447
ौ,1.0,0.0012391573729863693
ं,24.0,0.02973977695167286
ः,7.0,0.008674101610904586
ँ,0.0,0.0
ृ,26.0,0.0322180916976456
