digram,frequency,probability
टब,11,2.5236014086284226e-05
षब,2,4.588366197506223e-06
छो,17,3.9001112678802895e-05
रफ,6,1.3765098592518668e-05
फु,41,9.406150704887757e-05
नब,20,4.588366197506223e-05
षह,18,4.129529577755601e-05
हघ,1,2.2941830987531117e-06
यघ,5,1.1470915493765558e-05
लः,208,0.00047719008454064716
घः,7,1.605928169127178e-05
शठ,10,2.2941830987531115e-05
धभ,11,2.5236014086284226e-05
षः,85,0.00019500556339401449
हज,8,1.8353464790024894e-05
ढश,1,2.2941830987531117e-06
जङ,20,4.588366197506223e-05
थघ,1,2.2941830987531117e-06
ढं,31,7.111967606134645e-05
चह,2,4.588366197506223e-06
पफ,19,4.3589478876309116e-05
वङ,69,0.00015829863381396469
बश,5,1.1470915493765558e-05
दल,38,8.717895775261823e-05
पज,40,9.176732395012446e-05
ञत,4,9.176732395012447e-06
थभ,3,6.882549296259334e-06
ठः,19,4.3589478876309116e-05
कघ,1,2.2941830987531117e-06
घट,13,2.9824380283790448e-05
दघ,1,2.2941830987531117e-06
हः,63,0.00014453353522144601
टः,50,0.00011470915493765558
हभ,5,1.1470915493765558e-05
खह,4,9.176732395012447e-06
बड,7,1.605928169127178e-05
दथ,1,2.2941830987531117e-06
वअ,1,2.2941830987531117e-06
णज,16,3.670692958004979e-05
खक,5,1.1470915493765558e-05
मफ,7,1.605928169127178e-05
लृ,1,2.2941830987531117e-06
दच,10,2.2941830987531115e-05
भह,5,1.1470915493765558e-05
णध,12,2.7530197185037337e-05
थण,8,1.8353464790024894e-05
खः,26,5.9648760567580896e-05
फे,12,2.7530197185037337e-05
घग,1,2.2941830987531117e-06
पङ,40,9.176732395012446e-05
षठ,1,2.2941830987531117e-06
धल,5,1.1470915493765558e-05
खय,3,6.882549296259334e-06
ठी,13,2.9824380283790448e-05
फट,3,6.882549296259334e-06
कठ,4,9.176732395012447e-06
ठक,6,1.3765098592518668e-05
हब,13,2.9824380283790448e-05
बय,2,4.588366197506223e-06
लष,5,1.1470915493765558e-05
छर,25,5.735457746882779e-05
धब,6,1.3765098592518668e-05
डत,5,1.1470915493765558e-05
बब,6,1.3765098592518668e-05
घघ,3,6.882549296259334e-06
मट,6,1.3765098592518668e-05
णू,3,6.882549296259334e-06
ढच,2,4.588366197506223e-06
छश,3,6.882549296259334e-06
खज,2,4.588366197506223e-06
घल,2,4.588366197506223e-06
ञु,1,2.2941830987531117e-06
टह,11,2.5236014086284226e-05
छध,1,2.2941830987531117e-06
यट,2,4.588366197506223e-06
खभ,7,1.605928169127178e-05
बः,2,4.588366197506223e-06
तछ,1,2.2941830987531117e-06
हक,24,5.5060394370074674e-05
ढद,1,2.2941830987531117e-06
ङञ,1,2.2941830987531117e-06
ञर,2,4.588366197506223e-06
थज,4,9.176732395012447e-06
खौ,2,4.588366197506223e-06
घी,3,6.882549296259334e-06
छब,2,4.588366197506223e-06
घय,16,3.670692958004979e-05
फृ,1,2.2941830987531117e-06
ठज,1,2.2941830987531117e-06
धघ,1,2.2941830987531117e-06
नञ,1,2.2941830987531117e-06
चष,2,4.588366197506223e-06
घि,5,1.1470915493765558e-05
ञद,1,2.2941830987531117e-06
ढब,1,2.2941830987531117e-06
वए,1,2.2941830987531117e-06
भभ,3,6.882549296259334e-06
टङ,4,9.176732395012447e-06
भघ,1,2.2941830987531117e-06
ढी,2,4.588366197506223e-06
छं,6,1.3765098592518668e-05
हह,2,4.588366197506223e-06
ढू,10,2.2941830987531115e-05
ठर,2,4.588366197506223e-06
डू,17,3.9001112678802895e-05
घप,11,2.5236014086284226e-05
खु,5,1.1470915493765558e-05
दञ,1,2.2941830987531117e-06
डध,3,6.882549296259334e-06
पष,3,6.882549296259334e-06
गघ,1,2.2941830987531117e-06
यृ,16,3.670692958004979e-05
थब,2,4.588366197506223e-06
जच,2,4.588366197506223e-06
नझ,1,2.2941830987531117e-06
झष,6,1.3765098592518668e-05
वड,1,2.2941830987531117e-06
षच,3,6.882549296259334e-06
झड,1,2.2941830987531117e-06
ङक,2,4.588366197506223e-06
जञ,1,2.2941830987531117e-06
जब,4,9.176732395012447e-06
खङ,18,4.129529577755601e-05
ढय,2,4.588366197506223e-06
जष,1,2.2941830987531117e-06
शह,13,2.9824380283790448e-05
षञ,1,2.2941830987531117e-06
छल,3,6.882549296259334e-06
तख,1,2.2941830987531117e-06
ढप,2,4.588366197506223e-06
तऋ,1,2.2941830987531117e-06
डः,7,1.605928169127178e-05
सष,1,2.2941830987531117e-06
तष,3,6.882549296259334e-06
घच,2,4.588366197506223e-06
ढक,3,6.882549296259334e-06
हञ,2,4.588366197506223e-06
पख,2,4.588366197506223e-06
छौ,1,2.2941830987531117e-06
शख,1,2.2941830987531117e-06
शष,2,4.588366197506223e-06
छम,2,4.588366197506223e-06
णघ,5,1.1470915493765558e-05
बप,4,9.176732395012447e-06
यऋ,1,2.2941830987531117e-06
चङ,1,2.2941830987531117e-06
छै,4,9.176732395012447e-06
नड,1,2.2941830987531117e-06
लझ,2,4.588366197506223e-06
ठब,1,2.2941830987531117e-06
डग,3,6.882549296259334e-06
ठय,1,2.2941830987531117e-06
टध,2,4.588366197506223e-06
घौ,1,2.2941830987531117e-06
टफ,1,2.2941830987531117e-06
चज,2,4.588366197506223e-06
रअ,1,2.2941830987531117e-06
दआ,1,2.2941830987531117e-06
टष,1,2.2941830987531117e-06
डद,2,4.588366197506223e-06
षङ,1,2.2941830987531117e-06
गट,1,2.2941830987531117e-06
चभ,7,1.605928169127178e-05
रट,1,2.2941830987531117e-06
ञल,1,2.2941830987531117e-06
षफ,1,2.2941830987531117e-06
दफ,1,2.2941830987531117e-06
षघ,1,2.2941830987531117e-06
फि,1,2.2941830987531117e-06
रझ,2,4.588366197506223e-06
चब,1,2.2941830987531117e-06
खघ,1,2.2941830987531117e-06
खब,1,2.2941830987531117e-06
मड,1,2.2941830987531117e-06
तड,1,2.2941830987531117e-06
गष,1,2.2941830987531117e-06
वफ,1,2.2941830987531117e-06
वघ,2,4.588366197506223e-06
णफ,1,2.2941830987531117e-06
बज,1,2.2941830987531117e-06
तफ,1,2.2941830987531117e-06
चध,1,2.2941830987531117e-06
तञ,1,2.2941830987531117e-06
बफ,1,2.2941830987531117e-06
ठह,1,2.2941830987531117e-06
खफ,1,2.2941830987531117e-06
डप,3,6.882549296259334e-06
डज,1,2.2941830987531117e-06
ङि,1,2.2941830987531117e-06
शण,2,4.588366197506223e-06
भब,1,2.2941830987531117e-06
ढौ,1,2.2941830987531117e-06
वछ,1,2.2941830987531117e-06
ढै,1,2.2941830987531117e-06
