trigram,frequency,probability
ायन,43,0.0003718565152720606
िरत,70,0.0006053478155591684
िदा,112,0.0009685565048946695
ारद,75,0.0006485869452419661
िपप,29,0.00025078695216022693
ीकि,7,6.053478155591684e-05
ुनि,335,0.002897021688747449
िपु,243,0.00210142170258397
ोके,218,0.0018852260541699817
ुणव,46,0.00039779999308173924
ृतज,29,0.00025078695216022693
ृढव,25,0.00021619564841398873
ारि,334,0.002888373862810889
ूते,38,0.00032861738558926285
ेषु,620,0.00536165208066692
ैकप,8,6.91826074924764e-05
ियद,45,0.0003891521671451797
ितक,60,0.0005188695561935729
ोधो,11,9.512608530215504e-05
ुति,97,0.0008388391158462762
िमा,367,0.0031737521187173543
ूयक,5,4.323912968279774e-05
ेवा,276,0.0023867999584904357
ातर,220,0.0019025217060431008
ोषस,16,0.0001383652149849528
ंयु,100,0.0008647825936559549
ुगे,49,0.0004237434708914179
ोतु,34,0.0002940260818430247
ौतू,16,0.0001383652149849528
ूहल,19,0.00016430869279463142
ातु,380,0.0032861738558926288
ुमे,22,0.00019025217060431008
ेवं,138,0.0011933999792452178
ंवि,62,0.000536165208066692
िधं,32,0.0002767304299699056
ैतत,11,9.512608530215504e-05
ोकज,7,6.053478155591684e-05
ीके,7,6.053478155591684e-05
ूयत,52,0.00044968694870109655
ामि,1383,0.011959943270261857
िति,259,0.0022397869175689233
ामन,192,0.0016603825798194333
िता,2041,0.01765021273651804
ुणा,149,0.0012885260645473728
ुने,51,0.000441039122764537
ाकु,381,0.003294821681829188
ुवं,31,0.000268082604033346
ंशप,5,4.323912968279774e-05
ामो,367,0.0031737521187173543
ियत,131,0.001132865197689301
ावी,54,0.00046698260057421564
ृति,94,0.0008128956380365976
ीति,148,0.0012798782386108133
ीमा,203,0.0017555086651215885
िबर,16,0.0001383652149849528
ुला,124,0.001072330416133384
ांस,320,0.0027673042996990554
ंसो,9,7.783043342903594e-05
ाबा,177,0.00153066519077104
ाहु,209,0.0018073956207409457
ीवो,88,0.0007610086824172403
ाहन,42,0.00036320868933550107
ोरस,27,0.00023349130028710782
ासो,53,0.00045833477463765607
ूढज,3,2.5943477809678645e-05
ुरर,30,0.00025943477809678645
ानु,515,0.004453630357328168
ुबा,15,0.00012971738904839322
ुशि,43,0.0003718565152720606
िरा,423,0.0036580303711646893
ुलल,3,2.5943477809678645e-05
ाटस,2,1.72956518731191e-05
ुवि,159,0.0013750043239129683
िभक,19,0.00016430869279463142
ापव,41,0.0003545608633989415
ीनव,19,0.00016430869279463142
िशा,358,0.0030959216852883185
ाला,306,0.002646234736587222
ीवा,56,0.0004842782524473347
ुभल,17,0.00014701304092151234
ाना,1317,0.011389186758448926
िते,385,0.0033294129855754263
ानस,219,0.0018938738801065412
ुचि,129,0.0011155695458161818
ाधि,263,0.002274378221315161
ापत,66,0.0005707565118129302
िसम,84,0.0007264173786710021
ाता,388,0.003355356463385105
िषू,10,8.647825936559548e-05
ूदन,31,0.000268082604033346
ीवल,26,0.00022484347435054828
ोकस,152,0.0013144695423570514
िरक,50,0.00043239129682797747
ेदव,20,0.00017295651873119097
ेदा,34,0.0002940260818430247
ेदे,24,0.00020754782247742916
ितः,652,0.005638382510636826
िभा,173,0.001496073887024802
ानव,127,0.0010982738939430627
ोकप,64,0.0005534608599398112
ियस,29,0.00025078695216022693
ाधु,91,0.0007869521602269189
ुरद,17,0.00014701304092151234
ीना,252,0.0021792521360130064
िचक,40,0.00034591303746238193
ाभि,667,0.005768099899685219
िगत,49,0.0004237434708914179
ुभि,186,0.0016084956242000761
ुणो,40,0.00034591303746238193
ोपे,44,0.00038050434120862016
ौसल,113,0.0009772043308312291
ानन,309,0.0026721782143969007
िमव,53,0.00045833477463765607
ानि,1197,0.01035144764606178
ुना,102,0.000882078245529074
ृशो,30,0.00025943477809678645
ोमव,1,8.64782593655955e-06
िसद,3,2.5943477809678645e-05
ृशः,7,6.053478155591684e-05
ोधे,12,0.00010377391123871458
ृथि,111,0.0009599086789581099
िवी,95,0.0008215434639731572
ीसम,3,2.5943477809678645e-05
ागे,28,0.00024213912622366736
ापर,112,0.0009685565048946695
ुणस,33,0.0002853782559064651
ामं,391,0.0033812999411947835
ुणै,56,0.0004842782524473347
ियं,135,0.001167456501435539
ुतम,137,0.0011847521533086582
ृती,28,0.00024213912622366736
ितै,161,0.0013922999757860874
ियक,36,0.00031132173371614376
ौवर,54,0.00046698260057421564
ंयो,24,0.00020754782247742916
ुमै,22,0.00019025217060431008
ीपत,116,0.0010031478086409077
िषे,200,0.0017295651873119099
ेकस,21,0.00018160434466775054
ारा,454,0.003926112975198035
ैकय,25,0.00021619564841398873
ेवी,105,0.0009080217233387527
ेनम,6,5.188695561935729e-05
ाचत,15,0.00012971738904839322
िवा,612,0.005292469473174444
ासन,202,0.0017468608391850288
ामस,532,0.00460064339824968
ेचन,50,0.00043239129682797747
ाजा,554,0.00479089556885399
ाशे,69,0.0005966999896226089
ंयत,25,0.00021619564841398873
ासय,52,0.00044968694870109655
ामा,796,0.006883669445501401
ुतं,79,0.0006831782489882044
ियम,190,0.0016430869279463144
ुपा,296,0.0025597564772216266
ालय,139,0.0012020478051817773
ितु,487,0.0042114912311045005
ेशा,90,0.0007783043342903595
ैके,228,0.001971704313535577
ारण,275,0.002378152132553876
ियो,81,0.0007004739008613234
ुजग,22,0.00019025217060431008
ेहा,48,0.00041509564495485833
िनय,23,0.00019889999654086962
ुमि,218,0.0018852260541699817
ितो,381,0.003294821681829188
ुदर,25,0.00021619564841398873
ाणस,81,0.0007004739008613234
ुले,83,0.0007177695527344426
ेवम,77,0.0006658825971150853
ाये,55,0.0004756304265107752
ारी,142,0.001227991282991456
ीणा,113,0.0009772043308312291
ामु,267,0.0023089695250613994
ीता,677,0.005854578159050814
ुगत,28,0.00024213912622366736
िनं,55,0.0004756304265107752
ोहि,122,0.001055034764260265
िणी,119,0.0010290912864505863
ौरै,11,9.512608530215504e-05
ैरन,47,0.0004064478190182988
ूरं,27,0.00023349130028710782
िबे,7,6.053478155591684e-05
ेरप,12,0.00010377391123871458
ुरे,95,0.0008215434639731572
ूतं,57,0.0004929260783838943
ाकू,33,0.0002853782559064651
ूले,37,0.00031996955965270333
ुहम,9,7.783043342903594e-05
ासा,376,0.0032515825521463905
िषा,97,0.0008388391158462762
ादा,254,0.0021965477878861253
िपत,139,0.0012020478051817773
ुहे,9,7.783043342903594e-05
ीतय,113,0.0009772043308312291
ूदक,9,7.783043342903594e-05
ूटम,10,8.647825936559548e-05
ाजस,117,0.0010117956345774672
ावस,80,0.0006918260749247639
ाणा,495,0.004280673838596977
ेवग,35,0.0003026739077795842
ाशा,134,0.0011588086754989796
ुखम,116,0.0010031478086409077
ूटं,12,0.00010377391123871458
ामे,395,0.003415891244941022
ोका,196,0.0016949738835656716
ुरस,164,0.001418243453595766
िलप,74,0.0006399391193054067
ृते,142,0.001227991282991456
ुखै,11,9.512608530215504e-05
िजै,12,0.00010377391123871458
ियु,66,0.0005707565118129302
ानो,103,0.0008907260714656335
ाबल,268,0.002317617350997959
ीरो,71,0.000613995641495728
ामप,168,0.0014528347573420043
ादप,131,0.001132865197689301
ादक,21,0.00018160434466775054
ुमह,131,0.001132865197689301
ानं,390,0.0033726521152582243
ाचद,1,8.64782593655955e-06
ामम,175,0.0015133695388979212
ावप,26,0.00022484347435054828
ोदा,49,0.0004237434708914179
ारस,96,0.0008301912899097167
ुमु,117,0.0010117956345774672
ुखस,35,0.0003026739077795842
ायश,99,0.0008561347677193954
ुरा,482,0.0041682521014217025
ादे,112,0.0009685565048946695
ादु,92,0.0007955999861634785
ुके,31,0.000268082604033346
ासं,84,0.0007264173786710021
िवर,292,0.0025251651734753884
ावु,61,0.0005275173821301325
ुपस,99,0.0008561347677193954
ृशन,15,0.00012971738904839322
ागम,217,0.001876578228233422
ुनर,233,0.0020149434432183747
ालक,47,0.0004064478190182988
ागर,204,0.001764156491058148
ेका,73,0.0006312912933688471
िवे,286,0.002473278217856031
ाजी,27,0.00023349130028710782
ोचन,98,0.0008474869417828358
ाधं,22,0.00019025217060431008
ुती,30,0.00025943477809678645
ाहै,5,4.323912968279774e-05
ीतस,37,0.00031996955965270333
ूणी,13,0.00011242173717527414
ायक,54,0.00046698260057421564
ाया,611,0.005283821647237884
ासु,230,0.001988999965408696
ेषा,310,0.00268082604033346
िशु,46,0.00039779999308173924
ातश,14,0.00012106956311183368
ामग,40,0.00034591303746238193
िकल,21,0.00018160434466775054
ासि,256,0.0022138434397592447
िना,544,0.004704417309488395
िनी,466,0.004029886886436749
