matra,frequency,probability
ा,9763.0,0.4585290249859102
ि,779.0,0.03658651136577118
ी,153.0,0.0071857974826225815
ु,1932.0,0.090738305466842
ू,216.0,0.01014465526958482
े,2348.0,0.11027616006011648
ै,496.0,0.02329513432275033
ो,2000.0,0.0939319932368965
ौ,213.0,0.010003757279729476
ं,2706.0,0.12708998684952094
ः,670.0,0.03146721773436032
ँ,0.0,0.0
ृ,16.0,0.0007514559458951719
