matra,frequency,probability
ा,650.0,0.3951367781155015
ि,222.0,0.13495440729483282
ी,46.0,0.02796352583586626
ु,164.0,0.09969604863221884
ू,1.0,0.0006079027355623101
े,119.0,0.07234042553191489
ै,35.0,0.02127659574468085
ो,160.0,0.0972644376899696
ौ,21.0,0.01276595744680851
ं,173.0,0.10516717325227963
ः,54.0,0.03282674772036474
ँ,0.0,0.0
ृ,0.0,0.0
