matra,frequency,probability
ा,2711.0,0.24185922026942636
ि,2618.0,0.23356231599607458
ी,233.0,0.020786867695601747
ु,3053.0,0.2723704166294942
ू,742.0,0.06619680613792488
े,463.0,0.041306093317869566
ै,136.0,0.012133107324471407
ो,225.0,0.02007315550004461
ौ,135.0,0.012043893300026764
ं,283.0,0.025247568917833883
ः,179.0,0.01596931037559104
ँ,0.0,0.0
ृ,431.0,0.038451244535641
