ending,frequency
थकाइए,1
देतीं,4
कराएंगे,9
हंगे,1
आकृति..,1
मरौदा,1
हूँ,4
पैम्फलेट,1
खाया,6
खाईं,1
सट्टा,1
बुलवाया,2
लगें,4
तक,3
गुजरी,6
घर,2
रूबी,1
फूंका,1
पंगा,2
रिव्यू,1
हार,5
रखेंगी,2
पहुंचाइए,2
रहिए,3
मारीं,3
जवाब,5
चलेंगे,8
जी.ए,1
चेहरा,2
बस,4
कहीं,11
लीं,4
निकलें,5
कसा,6
हटाएंगी,1
सुनाए,4
पाकिस्तान..,1
हेलो,1
कमाई,6
बनी,22
मिलने,1
चलो,1
रोई,1
पहनाएगा,1
पहनिए,1
पहुंचाना,2
विश्वास,2
भेजेगी,3
खरीदेगा,1
रिश्तेदार,1
होना,10
करती,9
डोभाल,1
संभालेगा,4
सुने,1
नारे,2
घोषित,1
नोबेल..,1
सीन,3
कर्मचारी,1
रुकती,2
लायें,1
जायेगी,7
बनवाया,4
बचाएगी,1
मुश्किल,2
मिलाया,2
खरीदी,3
रूकेंगे,1
चुनाव,5
बठेगा..,1
फायदा,4
दागे,6
भला,1
रिझाएंगे,1
बैठेगी,3
बनें,6
टी,3
सच,2
युक्त,1
दुरूह,1
परोसती,1
डालीं,2
पी.आर,2
मानेगा,1
भेजे,4
उभरे,2
बांधी,3
उतारेगी,3
हर,1
सूची,1
प्रज्ञा,1
खिलाफ,3
चांस..,1
जाएंगे..,1
मायूसी,1
फजल,2
आरोप,5
गवाह,1
लहराएं,1
मानो,2
चाहूंगा,4
लेते,8
कहूं,2
बिजली,1
अपनाई,3
कैसे,9
ये,5
लाए,2
आते,10
रखो,3
रचाएंगे,3
बनाता,1
झेली,2
डायरी,1
रोकें,3
उतरी,2
चलाएंगे,1
बची,1
जाइए.,1
कहलायेंगे,1
जाइये,1
जतायी,3
कबूली,2
कहता,1
अब,1
मिलें,7
लेगें,3
सम्भाली,1
हटवाएं,1
हटाइए,1
सर,3
निकाली,13
कारण..,2
सीखेंगे,1
खेलेगा,2
खेलेंगी,1
पाओ,1
लाठीचार्ज,1
आत्महत्या,1
झुकेगी,1
भरा,1
पोती,1
निकाले,2
मजा,1
मा,1
बदलवाएंगे,1
खिंचवाएंगी,1
जएगा,1
एंट्री,6
तृशनीत..,1
टकराएंगी,1
चुराएंगी,1
जरूर,1
धोए,2
धोई,1
दिखेगी,7
गुजारे,2
रुका,1
लौटा,3
मदद,2
हिरानी,2
टलेगी,1
चलाएगा,3
आये,4
मुकदमा,1
बी.ए,2
बीएड,1
खिंचवाउं,1
बांधा,4
घूमे,2
उतरेंगी,4
जीती,5
नदारद,2
माएगा,2
फिल्म..,1
कराइए,1
गुस्सा,2
हैट्रिक,1
सुनाईं,1
पंजाबी,1
मीडिया,2
भूलता,1
हटते,4
कहे,2
घसीटेंगे,1
ठहरा,2
इलाज..,1
फैसला,5
तस्वीर,2
यहां,1
जीतेगा,3
झंडा,1
मायने,2
जाओगे,2
बैठूंगा,2
कहां,2
पहुंचायेंगे,1
यात्रा,1
आयीं,1
मारी,10
जिंदाबाद,1
सोचेंगे,4
पश्चिम,1
अंकल,1
बंधेंगी,2
शतरंज,1
धमकाना,1
खुशखबरी,2
तक..,1
अंदर,2
मुफ्त,1
सीरियल,1
दबाया,2
ऊपर,3
फुसफुसाया,1
बताएंगे..,1
करुंगा,2
शेख,1
एस.एस,3
ए.बी.ए,1
चौधरी,1
हारे,2
लगाऊं,1
निकलते,3
खेलेंगे,4
प्लानिंग,2
परफेक्ट,1
मोटापा,1
छुए,5
किंगमेकर,1
भाई,2
दिखेंगे..,1
उकसाएंगे,1
लगवाया,1
घुमाया,2
ले.क,2
मिलते,2
ध्यान..,2
चमकेगी,1
टिप्स..,2
भेजती,2
चलाएगी,1
दीजिए.,1
खोदी,1
डा,12
कहेगा,1
दावेदारी,2
जागीर,1
समझती,2
धोएं,6
प्लान,3
इत्यादि,1
सर्वे,1
ओ.पी,3
गैंग,1
डालना,1
चलना,1
अन्य,1
केस,1
देना,8
तिमाहियां,1
जी.एस,1
साजिशकर्ता,1
जुटाया,1
दिलवाई,5
करीबी,1
फैलाया,3
शामिल..,2
ये..,3
निपटेगा,2
मनाएंगे,7
ठग्स..,2
उतरीं,2
नं,3
सिखाएंगे,2
एम.एस,4
कमाल,1
इंडिया,2
दिखते,3
चलें,5
अपनाएंगी,1
दोनों,1
पूछेंगी,1
सिखाएं,4
विरोधी,1
पहने,2
पा,2
घटाएगी,1
खोला,3
मंत्रालय,2
खाक,1
सबूत,2
फाइलें,1
विवाद,2
लापरवाही,1
दिखाएगी,3
शिकार,2
बीते,2
थे.,2
बदलो..,1
बदलो,1
विकास,6
टटोला,2
होगा..,6
अरे,1
ठहाराया,1
खंगाली,1
दीदी,1
रेड,2
धमाकेदार,1
फंसेगा,1
खिलाना,2
फँसेगा,1
जानकारी,1
वजहें,1
फेंके,4
भाषण,1
ढेर,2
टूटे,1
बैन,1
बिखेरेंगी,1
मारेंगे,4
दिन,3
लौटी,7
शोषण,1
जैसी,1
कम,2
कि..,3
पंहुचा,3
निभाया,6
सुलझाया,1
ठहरेगी,1
राममंदिर,2
भारी,4
दम,1
दिल,2
गंगे,1
सोनू,2
मैप,1
असरदार,1
मकान,1
हाहाहाहा,1
हीरो,1
चैलेंज,1
ग्यारह,1
हम,1
गेरुआ,1
महासम्मेलन,1
सच..,2
हो..,2
जानें,3
समझाएं,1
धमकाएगा,1
लगता,4
अनुमान,2
आसार,1
कया,1
नियम,2
जानिए,1
मालूम,3
दाऊद,1
ठिकाने,1
कराची,9
इस्लामाबाद,2
कत्ल,2
लो,10
जुटाई,2
रोया,2
चुकाया,2
दिखाती,1
नाता,1
बटोरी,2
होंगेय,1
खूबियां,1
छे,1
रुलाया,1
चूके,3
आस,1
उम्मीद,1
बक्शा,1
लाइसेंस..,1
आर्ट्स,1
रहतीं,1
यू,4
उभरेंगी,1
तस्वीरें...,1
पीटता,2
एमसीडी,1
मिटेंगे,1
कमेटी,1
रास्ता,2
कोशिश,2
पहचान,1
सोचा,5
हटावाया,1
सको,1
रोकेगा,1
गणपति,2
गूंजी,1
जलाएं,2
गणेश,1
के.पी,1
बिठाया,1
उद्घाटन,1
खिंचवाईं,1
छीनेगी,1
लाती,1
फूटे,1
नकली,1
डूबेंगे,1
दूं,3
बेचो,1
सौंपे,3
चबाएगा,1
पहुंचेगा,4
किये,6
चाहिये,2
कहेगी,2
है....,2
जिहाद,2
बताइए,2
बहाना,1
दागा,1
परिवार,1
बांधेंगे,1
आतंक,1
तिलिस्म,1
खुलेगा,4
उठीं,1
प्रकाश,1
चुनेगी,1
चिल्लाया,1
एक्ट्रेस,1
लगाये,1
संभाली,8
के.एम,2
जन,1
लाइनर,1
मिलाएं,3
भरेगी,3
वृद्धि,2
हिंदुत्व,1
बोलेगी,2
बिछायेंगे,1
मामा,1
भारी...,1
मीटिंग,1
धमाके,1
देखेगी,2
गाए,2
थें,5
हुनर,1
तौलता,1
रोकेंगे,3
बनाओ,2
जाओगी,1
चाहे,1
खंगालेगी,1
बहाने,1
थी.,1
पाएगा..,1
पाएंगे..,1
बदलेगी..,1
वढू,1
जे.वी,1
उतरा,6
आईंगी,1
दखल,1
समझिए,1
लेक,1
एचिसन,1
नदी,1
खोले,4
करुंगी,1
घोटालेबाजी,2
लूटीं,1
मांगूंगी,2
दिखाइए,3
कराएगा,4
भागीं,1
संवेदनाएं,2
माफ,1
संभाले,1
नीतीश,1
टूटा,1
देगें,1
लक्ष्य,1
दागीं,1
मरेंगे,1
चेतावनी,1
धमकाया,1
करुं,1
बढाओ,1
लिखे,1
घूमेगी,1
पोल,2
है्,3
यूट्यूब,1
पहुंचाए,1
हजार..,1
चेंजर,1
सभा,1
प्रसंग,1
खींचा,2
पहुंचेगे,2
एम,11
कोर्स,2
हाहाहाहा..,1
वीडियो..,1
पायेगा,2
फैलायेंगे,1
पिसे,1
से..,3
सुनेंगे,6
टैटू,1
अफवाह,1
पेपर,1
वक्त,1
घटाईं,1
खरीदेगी,2
गुजारा,1
भी..,1
उतरना,1
शौचालय..,1
बच्चा,2
बैठा,3
सिंह..,2
भविष्य,2
मिसाल,1
जताएगी,1
शालीन,1
सैलरी,3
जलाना,2
कीजियेगा,1
पूछिए,1
रेप..,1
कहें,3
सीरीज,1
दी..,1
तनातनी,2
किलो,1
चावाला,1
चुनौती,1
जे.जे,2
सकेंगें,1
मुस्लिम,1
बरसीं,1
घोटाला,1
बेचा,1
गिनाई,2
संवारेंगे,1
उतारेंगे,1
नौकरी,2
मार्क्स,1
काटकर,1
साइकिल,1
रहीम,3
सुनता,1
जाएँगे,1
खेलती,1
आदमी,1
मिलाएगा,2
प्ररेणा..,1
बीता,3
फायरिंग,1
घुसे,4
पास,6
खरीदीं,1
मस्जिद,3
मुंडावाया,1
हराएंगे,2
वोटिंग,1
उल्टा,2
मेल,2
इट,1
प्रकोप,1
आगे,1
लियोन,1
आतीं,1
सतही,1
चलाएंगी,1
चाहिए..,2
बिताएंगे,3
लौटीं,2
स्वामी,1
खिलाया,1
भगवन,1
रखिए,5
महामाये,1
अम्बिक,1
बिठाएं,1
कहा..,1
जैसे,3
छीनी,1
उठाएगा,4
झोंकेंगे,1
नुकसान,1
व्यापारी,1
बीमारी,3
।,1
पशु,2
समर्थन,1
जिम्मेदारी,1
जीतते,1
खौफनाक,1
वक्त..,1
निपटेंगे,1
भंसाली,1
दफनाया,1
दफनाओ,1
फहराएंगे,3
लेती,2
देख,1
मनायेंगे,2
कहलाएगी,1
मची,3
तारीख,1
डी.एम,3
आहट,1
समाप्त,1
विलास,1
पैवेलियन,1
कहिए,1
खोलो,1
पूछते,1
बुलाउंगा,1
आइये,1
रोका,4
आरएसएस,1
दिखाऊंगा,1
भई,1
जलाऊंगा,1
बोलीं,1
संभलेगी,2
निभाएगा,2
चोला,2
गेम..,1
लीक,1
बाबा,2
खाइए,1
जवाब..,1
....,2
सपना,1
वैलेंटाइन,1
पक्ष,1
मान्यता,1
रूपये,1
सुविधाएं,2
जांच,1
एस.एन,3
सफाई,1
दर्शाए,1
बाद,8
समझाए,1
मालवीय,1
सजाया,1
बुझे,1
सकेगे,2
हमारा,2
सोनू..,1
ऐसा,1
खत,3
बिताएं,2
सेत,1
रहो...,1
कृपा..,1
आराधना..,1
छूटतीं,1
छूट,1
क्लीनर,1
तंबाकू,1
सके..,1
पाये,1
लपके,1
समझेंगे,2
पूछे..,1
खुशी,1
करवाएगी,3
भेदा,1
टिप्स,1
बैठें,2
लीजिये,1
