vyanjan,frequency
क,553750.0
ख,41786.0
ग,116316.0
घ,10437.0
ङ,0.0
च,58731.0
छ,15568.0
ज,137200.0
झ,5099.0
ञ,773.0
ट,86628.0
ठ,9193.0
ड,56210.0
ढ,5191.0
ण,12913.0
त,209801.0
थ,45224.0
द,152562.0
ध,30552.0
न,319769.0
प,185928.0
फ,45142.0
ब,138429.0
भ,48373.0
म,262324.0
य,161559.0
र,501611.0
ल,241368.0
व,127310.0
श,69853.0
ष,20987.0
स,312283.0
ह,289005.0
