matra,frequency,probability
ा,31.0,0.13478260869565217
ि,15.0,0.06521739130434782
ी,27.0,0.11739130434782609
ु,62.0,0.26956521739130435
ू,0.0,0.0
े,27.0,0.11739130434782609
ै,6.0,0.02608695652173913
ो,17.0,0.07391304347826087
ौ,3.0,0.013043478260869565
ं,25.0,0.10869565217391304
ः,7.0,0.030434782608695653
ँ,0.0,0.0
ृ,10.0,0.043478260869565216
