matra,frequency,probability
ा,9596.0,0.2699980304437129
ि,6191.0,0.1741931853352466
ी,1135.0,0.03193494836948876
ु,3892.0,0.10950732956303987
ू,120.0,0.003376382206465772
े,5257.0,0.14791367716158801
ै,555.0,0.015615767704904195
ो,2504.0,0.07045384204158578
ौ,515.0,0.014490306969415605
ं,3038.0,0.08547874286035846
ः,2461.0,0.06924397175093554
ँ,0.0,0.0
ृ,277.0,0.00779381559325849
