word,frequency,probability
शो,96,0.0004900734599696767
उसका,96,0.0004900734599696767
लगाया,96,0.0004900734599696767
जेल,96,0.0004900734599696767
मेरे,95,0.00048496852809499255
दुनिया,95,0.00048496852809499255
मिलने,95,0.00048496852809499255
लेने,93,0.0004747586643456243
सीट,93,0.0004747586643456243
सुबह,92,0.0004696537324709402
खास,92,0.0004696537324709402
चुका,92,0.0004696537324709402
सोशल,92,0.0004696537324709402
कोरोना,92,0.0004696537324709402
जाती,91,0.000464548800596256
उन,90,0.0004594438687215719
शिकायत,90,0.0004594438687215719
पूरा,90,0.0004594438687215719
पीछे,90,0.0004594438687215719
आम,90,0.0004594438687215719
अधिकारी,90,0.0004594438687215719
मुलाकात,89,0.00045433893684688776
लोकसभा,89,0.00045433893684688776
जगह,89,0.00045433893684688776
अधिकारियों,89,0.00045433893684688776
हाथ,88,0.00044923400497220365
मिली,88,0.00044923400497220365
जनता,88,0.00044923400497220365
जरूरत,87,0.0004441290730975195
आरोपियों,87,0.0004441290730975195
देते,87,0.0004441290730975195
मौजूद,86,0.0004390241412228354
जीत,86,0.0004390241412228354
चाहते,86,0.0004390241412228354
ऐसी,85,0.00043391920934815123
कपूर,85,0.00043391920934815123
जिसके,85,0.00043391920934815123
सलमान,84,0.0004288142774734671
ली,84,0.0004288142774734671
जाते,84,0.0004288142774734671
बेटी,83,0.00042370934559878297
लिखा,83,0.00042370934559878297
होते,82,0.00041860441372409886
घंटे,82,0.00041860441372409886
आदेश,81,0.0004134994818494147
घायल,81,0.0004134994818494147
बन,81,0.0004134994818494147
हमला,80,0.0004083945499747306
दल,80,0.0004083945499747306
गुरुवार,80,0.0004083945499747306
माना,80,0.0004083945499747306
पांच,80,0.0004083945499747306
नेताओं,79,0.00040328961810004644
पसंद,79,0.00040328961810004644
बेहद,79,0.00040328961810004644
सोमवार,79,0.00040328961810004644
होना,78,0.00039818468622536234
हमें,78,0.00039818468622536234
याचिका,78,0.00039818468622536234
भाई,77,0.0003930797543506782
उनसे,77,0.0003930797543506782
बेटे,77,0.0003930797543506782
नई,77,0.0003930797543506782
नंबर,77,0.0003930797543506782
शाह,77,0.0003930797543506782
अदालत,77,0.0003930797543506782
कहानी,76,0.00038797482247599407
बैंक,76,0.00038797482247599407
युवक,76,0.00038797482247599407
पहुंच,76,0.00038797482247599407
चलते,76,0.00038797482247599407
होगा,75,0.0003828698906013099
कदम,75,0.0003828698906013099
पंजाब,75,0.0003828698906013099
जाना,75,0.0003828698906013099
मिला,75,0.0003828698906013099
जिससे,75,0.0003828698906013099
सब,74,0.0003777649587266258
मौके,74,0.0003777649587266258
संगठन,74,0.0003777649587266258
चीन,74,0.0003777649587266258
दावा,74,0.0003777649587266258
बजे,74,0.0003777649587266258
तैयार,74,0.0003777649587266258
अमित,73,0.00037266002685194165
मंगलवार,73,0.00037266002685194165
वोट,73,0.00037266002685194165
पति,72,0.00036755509497725755
लगता,72,0.00036755509497725755
करें,72,0.00036755509497725755
कहते,72,0.00036755509497725755
यही,72,0.00036755509497725755
हजार,72,0.00036755509497725755
यानी,72,0.00036755509497725755
शनिवार,72,0.00036755509497725755
आतंकियों,72,0.00036755509497725755
समेत,71,0.0003624501631025734
फेसबुक,71,0.0003624501631025734
सांसद,71,0.0003624501631025734
बैठक,71,0.0003624501631025734
अलग,71,0.0003624501631025734
हमारे,70,0.0003573452312278893
अभियान,70,0.0003573452312278893
तय,70,0.0003573452312278893
कुल,70,0.0003573452312278893
अली,70,0.0003573452312278893
देशों,70,0.0003573452312278893
बातचीत,70,0.0003573452312278893
हूं,70,0.0003573452312278893
बनाया,68,0.000347135367478521
कैसे,68,0.000347135367478521
सीमा,68,0.000347135367478521
कह,68,0.000347135367478521
कानून,67,0.00034203043560383686
गौरतलब,67,0.00034203043560383686
सीबीआई,67,0.00034203043560383686
शहर,67,0.00034203043560383686
जिंदगी,66,0.00033692550372915275
शुरुआत,66,0.00033692550372915275
महिलाओं,66,0.00033692550372915275
बदमाशों,66,0.00033692550372915275
जान,66,0.00033692550372915275
चला,65,0.0003318205718544686
चाहिए,65,0.0003318205718544686
लगे,65,0.0003318205718544686
कार,65,0.0003318205718544686
नए,65,0.0003318205718544686
पद,65,0.0003318205718544686
योजना,65,0.0003318205718544686
शाहरुख,65,0.0003318205718544686
विदेश,64,0.0003267156399797845
वालों,64,0.0003267156399797845
जून,63,0.00032161070810510033
अमेरिकी,63,0.00032161070810510033
वायरल,63,0.00032161070810510033
बुधवार,63,0.00032161070810510033
रहते,63,0.00032161070810510033
केजरीवाल,63,0.00032161070810510033
अगले,63,0.00032161070810510033
देखा,63,0.00032161070810510033
दूर,63,0.00032161070810510033
फिलहाल,62,0.0003165057762304162
गुजरात,62,0.0003165057762304162
विभाग,62,0.0003165057762304162
पैसे,62,0.0003165057762304162
अधिक,62,0.0003165057762304162
फरार,62,0.0003165057762304162
पूछताछ,62,0.0003165057762304162
रविवार,61,0.00031140084435573207
अंजाम,60,0.00030629591248104796
संबंध,60,0.00030629591248104796
नवंबर,60,0.00030629591248104796
सूचना,60,0.00030629591248104796
बस,60,0.00030629591248104796
अहम,60,0.00030629591248104796
तरीके,59,0.0003011909806063638
देना,59,0.0003011909806063638
अंदर,59,0.0003011909806063638
संजय,58,0.0002960860487316797
करण,58,0.0002960860487316797
मार,58,0.0002960860487316797
रखने,58,0.0002960860487316797
शाम,58,0.0002960860487316797
राजधानी,58,0.0002960860487316797
परिजनों,58,0.0002960860487316797
देखते,58,0.0002960860487316797
फैसले,58,0.0002960860487316797
पानी,57,0.00029098111685699554
मिले,57,0.00029098111685699554
गोली,57,0.00029098111685699554
देखने,57,0.00029098111685699554
खुलासा,56,0.00028587618498231144
हिंसा,56,0.00028587618498231144
नया,56,0.00028587618498231144
बताते,56,0.00028587618498231144
विवाद,56,0.00028587618498231144
हमेशा,56,0.00028587618498231144
मौका,56,0.00028587618498231144
कपिल,56,0.00028587618498231144
अखिलेश,56,0.00028587618498231144
बने,55,0.0002807712531076273
छह,55,0.0002807712531076273
वापस,55,0.0002807712531076273
उससे,55,0.0002807712531076273
पेश,55,0.0002807712531076273
वारदात,55,0.0002807712531076273
पहचान,55,0.0002807712531076273
बनने,55,0.0002807712531076273
संसद,55,0.0002807712531076273
निशाना,55,0.0002807712531076273
लागू,54,0.00027566632123294317
चाहती,54,0.00027566632123294317
देख,54,0.00027566632123294317
बनाए,54,0.00027566632123294317
सीएम,54,0.00027566632123294317
वायरस,54,0.00027566632123294317
इतना,54,0.00027566632123294317
सरकारी,54,0.00027566632123294317
कराया,54,0.00027566632123294317
दिसंबर,54,0.00027566632123294317
देर,53,0.000270561389358259
शव,53,0.000270561389358259
आदमी,53,0.000270561389358259
लगभग,53,0.000270561389358259
जरूरी,53,0.000270561389358259
आधार,53,0.000270561389358259
मैच,52,0.0002654564574835749
बाकी,52,0.0002654564574835749
सही,52,0.0002654564574835749
जुलाई,52,0.0002654564574835749
लगाने,52,0.0002654564574835749
साबित,52,0.0002654564574835749
राजनीति,52,0.0002654564574835749
आखिरी,52,0.0002654564574835749
गंभीर,52,0.0002654564574835749
केवल,51,0.00026035152560889075
ताकि,51,0.00026035152560889075
थाने,51,0.00026035152560889075
किताब,51,0.00026035152560889075
हरियाणा,51,0.00026035152560889075
कराने,51,0.00026035152560889075
बरामद,51,0.00026035152560889075
अपील,51,0.00026035152560889075
जी,50,0.0002552465937342066
लगाई,50,0.0002552465937342066
सीटों,50,0.0002552465937342066
ठीक,50,0.0002552465937342066
चीनी,50,0.0002552465937342066
गठबंधन,50,0.0002552465937342066
हासिल,50,0.0002552465937342066
अहमद,49,0.0002501416618595225
धमकी,49,0.0002501416618595225
आपके,49,0.0002501416618595225
देकर,49,0.0002501416618595225
हाई,49,0.0002501416618595225
सहित,49,0.0002501416618595225
दाखिल,49,0.0002501416618595225
हमारी,49,0.0002501416618595225
विधायकों,48,0.00024503672998483833
गृह,48,0.00024503672998483833
पटना,48,0.00024503672998483833
आलिया,48,0.00024503672998483833
उसी,48,0.00024503672998483833
दरअसल,48,0.00024503672998483833
घोषणा,48,0.00024503672998483833
गैंगरेप,48,0.00024503672998483833
पहला,47,0.00023993179811015422
पूछा,47,0.00023993179811015422
तथा,47,0.00023993179811015422
खेल,47,0.00023993179811015422
फोटो,47,0.00023993179811015422
रोल,47,0.00023993179811015422
कीमत,46,0.0002348268662354701
दिवस,46,0.0002348268662354701
नीतीश,46,0.0002348268662354701
विकास,46,0.0002348268662354701
बावजूद,46,0.0002348268662354701
बिना,46,0.0002348268662354701
रह,46,0.0002348268662354701
रहती,46,0.0002348268662354701
निधन,46,0.0002348268662354701
मिलकर,46,0.0002348268662354701
मजबूत,46,0.0002348268662354701
तेज,45,0.00022972193436078596
समाज,45,0.00022972193436078596
मेरी,45,0.00022972193436078596
लगी,45,0.00022972193436078596
जिसे,45,0.00022972193436078596
मैंने,45,0.00022972193436078596
सीरीज,45,0.00022972193436078596
तुरंत,45,0.00022972193436078596
राजनीतिक,45,0.00022972193436078596
टीवी,45,0.00022972193436078596
अनुसार,45,0.00022972193436078596
साजिश,45,0.00022972193436078596
आते,45,0.00022972193436078596
विमान,44,0.00022461700248610183
गलत,44,0.00022461700248610183
मई,44,0.00022461700248610183
सात,44,0.00022461700248610183
रैली,44,0.00022461700248610183
सामना,44,0.00022461700248610183
तमाम,44,0.00022461700248610183
विकेट,44,0.00022461700248610183
तंजील,44,0.00022461700248610183
होटल,44,0.00022461700248610183
तैयारी,44,0.00022461700248610183
महज,44,0.00022461700248610183
हालत,43,0.0002195120706114177
भर,43,0.0002195120706114177
जाकर,43,0.0002195120706114177
शिकार,43,0.0002195120706114177
चाहता,43,0.0002195120706114177
शानदार,43,0.0002195120706114177
फायदा,43,0.0002195120706114177
लाश,43,0.0002195120706114177
बीमारी,43,0.0002195120706114177
भूमिका,43,0.0002195120706114177
रहीम,43,0.0002195120706114177
सजा,43,0.0002195120706114177
जीवन,43,0.0002195120706114177
कहीं,43,0.0002195120706114177
राजपूत,43,0.0002195120706114177
एवं,42,0.00021440713873673356
नाबालिग,42,0.00021440713873673356
थाना,42,0.00021440713873673356
वीजा,42,0.00021440713873673356
तभी,42,0.00021440713873673356
मारे,42,0.00021440713873673356
शहीद,42,0.00021440713873673356
समारोह,42,0.00021440713873673356
राज,42,0.00021440713873673356
पाए,42,0.00021440713873673356
भेज,42,0.00021440713873673356
मौजूदा,42,0.00021440713873673356
लग,42,0.00021440713873673356
इतनी,41,0.00020930220686204943
बनी,41,0.00020930220686204943
बाइक,41,0.00020930220686204943
अकाउंट,41,0.00020930220686204943
बारिश,41,0.00020930220686204943
चुनावी,40,0.0002041972749873653
कमाई,40,0.0002041972749873653
फांसी,40,0.0002041972749873653
बाबा,40,0.0002041972749873653
मगर,40,0.0002041972749873653
टुडे,40,0.0002041972749873653
भाजपा,40,0.0002041972749873653
अपहरण,40,0.0002041972749873653
किरदार,40,0.0002041972749873653
अभिषेक,40,0.0002041972749873653
योगी,39,0.00019909234311268117
बाजार,39,0.00019909234311268117
ऐलान,39,0.00019909234311268117
ममता,39,0.00019909234311268117
हालात,39,0.00019909234311268117
दीपक,39,0.00019909234311268117
लाने,39,0.00019909234311268117
दौरे,39,0.00019909234311268117
टिकट,39,0.00019909234311268117
लखनऊ,39,0.00019909234311268117
खारिज,39,0.00019909234311268117
आवेदन,39,0.00019909234311268117
दिखाई,39,0.00019909234311268117
दोबारा,39,0.00019909234311268117
रोक,39,0.00019909234311268117
आयोजन,38,0.00019398741123799704
इंतजार,38,0.00019398741123799704
नगर,38,0.00019398741123799704
इलाज,38,0.00019398741123799704
कौन,38,0.00019398741123799704
नोटिस,38,0.00019398741123799704
भारी,38,0.00019398741123799704
मेडिकल,38,0.00019398741123799704
आखिर,38,0.00019398741123799704
नेशनल,38,0.00019398741123799704
जैसी,38,0.00019398741123799704
किस,38,0.00019398741123799704
वकील,37,0.0001888824793633129
शाहिद,37,0.0001888824793633129
किसानों,37,0.0001888824793633129
हमने,37,0.0001888824793633129
दोषी,37,0.0001888824793633129
सारा,37,0.0001888824793633129
बिग,37,0.0001888824793633129
द,37,0.0001888824793633129
आतंकवादी,37,0.0001888824793633129
बनाकर,37,0.0001888824793633129
पाया,37,0.0001888824793633129
राय,37,0.0001888824793633129
कारोबार,37,0.0001888824793633129
तलाश,37,0.0001888824793633129
जरूर,37,0.0001888824793633129
याद,37,0.0001888824793633129
पहुंचने,37,0.0001888824793633129
केरल,37,0.0001888824793633129
बजट,37,0.0001888824793633129
जमानत,36,0.00018377754748862877
रहता,36,0.00018377754748862877
भगवान,36,0.00018377754748862877
कैमरा,36,0.00018377754748862877
बातें,36,0.00018377754748862877
पूजा,36,0.00018377754748862877
गैंग,36,0.00018377754748862877
झारखंड,36,0.00018377754748862877
कमरे,36,0.00018377754748862877
खराब,36,0.00018377754748862877
कथित,36,0.00018377754748862877
जवान,36,0.00018377754748862877
जवानों,36,0.00018377754748862877
बदलाव,36,0.00018377754748862877
जनवरी,36,0.00018377754748862877
होनी,36,0.00018377754748862877
राहत,36,0.00018377754748862877
नीचे,36,0.00018377754748862877
तैनात,36,0.00018377754748862877
हिरासत,36,0.00018377754748862877
कमी,36,0.00018377754748862877
मनमोहन,36,0.00018377754748862877
पहुंचे,35,0.00017867261561394464
जमकर,35,0.00017867261561394464
चेहरे,35,0.00017867261561394464
इनमें,35,0.00017867261561394464
दिल,35,0.00017867261561394464
करा,35,0.00017867261561394464
खतरा,35,0.00017867261561394464
सितंबर,35,0.00017867261561394464
अंतिम,35,0.00017867261561394464
इंसान,35,0.00017867261561394464
लगाए,35,0.00017867261561394464
जेएनयू,35,0.00017867261561394464
आता,34,0.0001735676837392605
मतदान,34,0.0001735676837392605
जाए,34,0.0001735676837392605
असर,34,0.0001735676837392605
जानते,34,0.0001735676837392605
आसपास,34,0.0001735676837392605
सारी,34,0.0001735676837392605
खूब,34,0.0001735676837392605
बनाई,34,0.0001735676837392605
सीसीटीवी,34,0.0001735676837392605
मशहूर,34,0.0001735676837392605
हाउस,34,0.0001735676837392605
छोटे,34,0.0001735676837392605
खाने,34,0.0001735676837392605
तिवारी,34,0.0001735676837392605
लेते,34,0.0001735676837392605
दिशा,34,0.0001735676837392605
समझ,34,0.0001735676837392605
खून,34,0.0001735676837392605
मानें,34,0.0001735676837392605
विशेष,34,0.0001735676837392605
युवती,34,0.0001735676837392605
बदमाश,34,0.0001735676837392605
गिरोह,33,0.00016846275186457638
माधुरी,33,0.00016846275186457638
पार,33,0.00016846275186457638
योग,33,0.00016846275186457638
हवाई,33,0.00016846275186457638
नामांकन,33,0.00016846275186457638
विरोधी,33,0.00016846275186457638
लाल,33,0.00016846275186457638
कोहली,33,0.00016846275186457638
शरीर,33,0.00016846275186457638
पारी,33,0.00016846275186457638
भेजा,33,0.00016846275186457638
बीते,33,0.00016846275186457638
मना,33,0.00016846275186457638
अवैध,33,0.00016846275186457638
बम,33,0.00016846275186457638
इनके,33,0.00016846275186457638
पहुंचा,33,0.00016846275186457638
होगी,33,0.00016846275186457638
शपथ,33,0.00016846275186457638
सचिव,32,0.00016335781998989225
सच,32,0.00016335781998989225
सदन,32,0.00016335781998989225
इलाकों,32,0.00016335781998989225
चलाने,32,0.00016335781998989225
खुश,32,0.00016335781998989225
दूसरा,32,0.00016335781998989225
माने,32,0.00016335781998989225
भोपाल,32,0.00016335781998989225
मामलों,32,0.00016335781998989225
बंगाल,32,0.00016335781998989225
कामयाब,32,0.00016335781998989225
बेहतरीन,32,0.00016335781998989225
आतंकवाद,32,0.00016335781998989225
मोबाइल,32,0.00016335781998989225
नोटबंदी,32,0.00016335781998989225
परेशान,32,0.00016335781998989225
जिला,32,0.00016335781998989225
विजय,32,0.00016335781998989225
किलोमीटर,31,0.0001582528881152081
महसूस,31,0.0001582528881152081
शिवसेना,31,0.0001582528881152081
सफल,31,0.0001582528881152081
सुशांत,31,0.0001582528881152081
मांगी,31,0.0001582528881152081
कंगना,31,0.0001582528881152081
एमसीडी,31,0.0001582528881152081
लंदन,31,0.0001582528881152081
बैन,31,0.0001582528881152081
लाइफ,31,0.0001582528881152081
आपकी,31,0.0001582528881152081
लतीफ,31,0.0001582528881152081
होकर,31,0.0001582528881152081
करीना,31,0.0001582528881152081
भले,31,0.0001582528881152081
देता,31,0.0001582528881152081
आपने,31,0.0001582528881152081
अशोक,31,0.0001582528881152081
चुनौती,30,0.00015314795624052398
धारा,30,0.00015314795624052398
सलाह,30,0.00015314795624052398
पैदा,30,0.00015314795624052398
फरवरी,30,0.00015314795624052398
एयर,30,0.00015314795624052398
नौकरी,30,0.00015314795624052398
ओवैसी,30,0.00015314795624052398
दोषियों,30,0.00015314795624052398
मुकाबले,30,0.00015314795624052398
आशंका,30,0.00015314795624052398
देखना,30,0.00015314795624052398
समिति,30,0.00015314795624052398
संबोधित,30,0.00015314795624052398
रखी,30,0.00015314795624052398
अगवा,30,0.00015314795624052398
हादसे,30,0.00015314795624052398
खरीदने,30,0.00015314795624052398
दिख,30,0.00015314795624052398
गाने,30,0.00015314795624052398
व,30,0.00015314795624052398
शहरों,30,0.00015314795624052398
किशोर,30,0.00015314795624052398
आनंद,30,0.00015314795624052398
देखकर,29,0.00014804302436583985
पोल,29,0.00014804302436583985
गिर,29,0.00014804302436583985
जिसका,29,0.00014804302436583985
खाली,29,0.00014804302436583985
शक,29,0.00014804302436583985
मंजूरी,29,0.00014804302436583985
उठा,29,0.00014804302436583985
आरोपों,29,0.00014804302436583985
रोकने,29,0.00014804302436583985
इंडियन,29,0.00014804302436583985
खुदकुशी,29,0.00014804302436583985
रख,29,0.00014804302436583985
आपका,29,0.00014804302436583985
घोषित,29,0.00014804302436583985
विनोद,29,0.00014804302436583985
सालों,29,0.00014804302436583985
आरजेडी,29,0.00014804302436583985
हिंदू,29,0.00014804302436583985
किसान,29,0.00014804302436583985
अभिनेता,28,0.00014293809249115572
हार,28,0.00014293809249115572
नोएडा,28,0.00014293809249115572
नेपाल,28,0.00014293809249115572
बेहतर,28,0.00014293809249115572
बल,28,0.00014293809249115572
बचाव,28,0.00014293809249115572
वैसे,28,0.00014293809249115572
यदि,28,0.00014293809249115572
आयोग,28,0.00014293809249115572
जिन,28,0.00014293809249115572
कटौती,28,0.00014293809249115572
सीटें,28,0.00014293809249115572
जुटी,28,0.00014293809249115572
नागरिक,28,0.00014293809249115572
ऊपर,28,0.00014293809249115572
सिर,28,0.00014293809249115572
थीं,28,0.00014293809249115572
कल,28,0.00014293809249115572
सोने,28,0.00014293809249115572
कमजोर,28,0.00014293809249115572
नोट,28,0.00014293809249115572
अरविंद,28,0.00014293809249115572
संदेश,28,0.00014293809249115572
मानना,28,0.00014293809249115572
एजेंसी,28,0.00014293809249115572
भरोसा,28,0.00014293809249115572
निकाल,28,0.00014293809249115572
आमिर,27,0.00013783316061647159
मतलब,27,0.00013783316061647159
मेरा,27,0.00013783316061647159
दया,27,0.00013783316061647159
एनआईए,27,0.00013783316061647159
मिनट,27,0.00013783316061647159
अचानक,27,0.00013783316061647159
चाहे,27,0.00013783316061647159
लालू,27,0.00013783316061647159
अगली,27,0.00013783316061647159
मिलते,27,0.00013783316061647159
तारीख,27,0.00013783316061647159
आधारित,27,0.00013783316061647159
