word,frequency
जय,41
शाह,414
की,25807
कंपनी,395
पर,12362
उठे,19
सवालों,65
पहली,519
बार,1379
अमित,312
सफाई,136
ने,17355
कहा,3900
कि,11688
मैं,859
पहले,2290
स्पष्ट,67
कर,6623
दूं,5
एक,6777
रुपये,752
का,12972
व्यापार,53
सरकार,2512
के,41170
साथ,3721
नहीं,5996
किया,4062
मदद,372
ली,284
सरकारी,184
जमीन,186
है,7822
और,14609
न,766
ही,4936
बोफोर्स,4
तरह,1231
दलाली,3
खाई,10
तो,3693
इसमें,528
करप्शन,14
सवाल,620
पैदा,150
होता.,39
अपने,2594
बेटे,218
टर्नओवर,12
को,20316
लेकर,1751
उठ,40
रहे,2880
बीजेपी,1603
अध्यक्ष,574
दी,1578
है.,17362
गुजरात,292
चुनाव,1289
आयोजित,117
पंचायत,33
आजतक,114
में,31579
मैनेजिंग,5
एडिटर,3
राहुल,509
कंवल,5
जवाब,450
साफ,392
कोई,1529
हुई,1195
जिसका,92
प्रमाण,10
उनके,1488
द्वारा,475
सौ,38
मानहानि,22
केस,510
क्योंकि,507
कांग्रेस,1431
आजादी,82
बाद,4094
से,17277
इतने,73
आरोप,806
लगने,112
भी,8269
कभी,354
उस,725
पार्टी,1624
इतना,221
नैतिक,7
साहस,11
हुआ,1093
वो,1486
ऐसा,648
पाती.,5
पूछा,195
गया,3080
लग,222
रहा,2518
हजार,262
हो,3916
गया.,1260
विपक्ष,178
पूछ,20
ये,2574
कैसे,254
आपने,97
उठाया.,27
आपके,244
कार्यक्रम,251
माध्यम,63
कुछ,1760
उठाना,33
चाहता,147
हूं,254
फिर,1062
दूंगा.,6
किसी,1262
लेकिन,2539
इतनी,111
हिम्मत,31
क्यों,297
आज,556
आपराधिक,51
फाइल,40
जांच,987
मांग,506
स्वयं,22
मांगी,79
अब,1950
पास,831
जो,1565
तथ्य,14
हैं,2696
पहुंच,317
जाइए,5
कोर्ट,992
में.,50
फैसला,463
करेगी.,104
हमने,216
आमंत्रित,24
जहां,685
तक,2256
कहता,38
गुना,15
होता,567
अगर,814
गई,1903
क्या,803
जाएगा,99
शुद्ध,18
रूप,513
कमोडिटी,3
एक्सचेंज,28
बिजनेस,49
जिसमें,496
ज्यादा,839
मुनाफा,8
कम,634
बताया,1433
मक्का,4
आदि,49
निर्यात,32
धनिया,2
आयात,18
बताकर,25
बताते,175
कितना,59
होने,1663
नुकसान,139
कहां,93
मनी,21
हुई.,277
सारा,72
लेनदेन,11
चेक,38
हुआ.,285
बैंक,419
जब,1389
जिस,393
अनसिक्योर्ड,1
लोन,31
लेटर,29
क्रेडिट,25
मिले,198
छोटी,59
मिल,413
सकते,632
इस,6863
था,1504
मिला,200
शर्त,26
उसका,372
फीसदी,454
देकर,188
माल,21
पैसा,113
दे,673
रही,2947
उल्टा,9
कैश,69
मार्जिन,2
रहता,122
हमारा,87
वहां.,3
पूरा,381
वापस,234
दिया,2408
सूद,30
चुकता,1
अक्टूबर,108
खुलेगा,1
सिग्नेचर,21
दिल्ली,1897
बनेगा,17
टूरिस्ट,6
डेस्टिनेशन,7
दिल्लीवालों,3
तोहफा,20
मिलने,379
वाला,431
ब्रिज,25
आम,395
जनता,439
लिए,5557
खोल,57
देगी.,44
मुखर्जी,75
नगर,154
गाजियाबाद,53
जाने,981
वालों,262
इससे,794
राहत,111
वाली,892
जल्द,297
खत्म,262
डिप्टी,32
सीएम,207
दावा,310
काम,1169
दो,1180
महीने,461
जाएगा.,497
सिसोदिया,36
मुताबिक,738
तकरीबन,46
चुका,278
पायलोन,3
फाइनल,63
शेप,7
जा,2378
बने,203
ऊंचाई,18
मीटर,59
होगी.,395
यानि,14
दोगुना.,1
चारों,84
तरफ,383
शीशे,15
लगाए,148
गए,1295
लिफ्ट,9
जरिए,397
लोग,1019
यहां,861
पहुंचेंगे,4
उन्हें,1390
नजारा,11
देखने,270
मिलेगा.,96
लंबा,30
यमुना,14
पुल,79
वाले,1529
भयंकर,5
जाम,28
निजात,18
दिलाएगा.,2
सफर,90
आधा,43
घंटे,211
समय,848
प्रोजेक्ट,86
कैबिनेट,142
मंजूरी,78
थी.,2202
होना,262
डेडलाइन,7
गई.,854
बीत,18
जून,170
इसके,1744
जुलाई,164
पूरी,601
पाई.,30
केजरीवाल,428
नई,307
मार्च,229
निर्धारित,20
जिसे,228
अप्रैल,173
खिसकाया,1
तक.,1
वक्त,457
शुरूआत,18
निर्माण,130
लागत,40
अनुमान,61
पहुंचा,92
देरी,38
मसला,13
हाईकोर्ट,154
शुक्रवार,316
पीडब्ल्यूडी,9
भरोसा,108
दिलाया,33
समर्पित,16
उम्मीद,240
भारत,1376
सबसे,818
अहम,227
बनेगा.,14
तीन,677
बिना,199
रह,287
पाए,89
ट्विटर,184
मजाक,50
शख्स,239
कौन,172
धर्म,116
मजहब,12
चार,439
उपवास,18
नवरात्र,5
प्रधानमंत्री,679
मोदी,1589
जी,293
केवल,150
नींबू,16
पानी,280
नौ,72
दिन,1057
रखते,93
हैं...,19
दलितों,105
कथित,143
अत्याचार,26
विरोध,420
नेताओं,398
राजघाट,6
ठीक,188
छोले,5
भटूरे,4
खाने,133
सोशल,367
मीडिया,565
जमकर,158
चटखारे,1
हैं.,7153
गांधी,657
निशाना,194
साध,12
मामला,543
तब,371
शुरू,938
नेता,843
खाते,88
हुए,2512
तस्वीर,253
ट्वीट,334
की.,655
नाम,1019
उपहास,3
ना,294
करो.,8
चाहे,90
देश,1288
हों,54
या,862
विदेश,198
कितने,46
होते,266
खाये,1
नही,55
पाये,1
..,10
लिखा,276
लगभग,182
हर,670
भारतीय,712
रोज,94
फास्ट,27
रखता,30
किसान,143
खाना,97
कृपया,10
बताएं,11
बनाएं.,8
बधाई,71
टीआरपी,14
आपका,101
नया,256
शो,383
विद,28
हमें,215
बहुत,757
पसंद,279
आया.,78
बनी,220
फलाहार,1
श्रेणी,31
रखे,64
जाएंगे.,133
घपला,3
।,3
गिरिराज,15
सिंह,1401
असल,46
प्रैक्टिस,10
सकता,747
दौरान,1194
अक्सर,91
करना,776
समर्थन,271
बजे,339
रात,481
कल,82
सुबह,328
रखूंगी.,2
क्षेत्र,335
मे,96
क्रांति,14
ला,44
बँदे,1
नये,20
आईडिया,2
लाते,6
गाँधी,1
खुलेंगे,4
प्राइमरी,21
जानें,60
नियम,49
होंगे,73
लागू,217
कोरोना,336
संक्रमण,27
चलते,308
था.,3299
उत्तर,546
प्रदेश,775
स्कूलों,44
खोलने,32
तैयारी,164
जानिए,52
लागू.,1
भर,219
ऐसे,889
स्कूल,235
बंद,383
नियमावली,2
अभी,671
शिक्षकों,22
व,120
प्रधानाध्यापकों,1
आना,60
होगा.,486
संबंध,233
बेसिक,6
शिक्षा,85
महानिदेशक,16
विजय,126
किरन,4
आनंद,83
आदेश,246
जारी,763
शिक्षक,21
प्रधानाध्यापक,1
मौजूद,366
रहकर,23
सभी,892
कार्य,54
करें.,229
शारदा,11
अभियान,113
तहत,373
वर्ष,173
बच्चों,251
प्रवेश,89
सुनिश्चित,43
दीक्षा,4
ऐप,124
अपना,604
प्रशिक्षण,17
वहीं,695
राज्य,740
विकसित,23
ध्यानाकर्षण,1
संग्रह,12
प्रस्तावित,24
इसका,377
खण्ड,2
अधिकारी,282
बैच,11
बनाकर,80
देंगे.,109
बता,706
दें,573
बीच,1145
किताबें,10
पहुंचाना,16
यूनिफार्म,2
बनवाने,13
नाप,1
समर्थ,2
दिव्यांग,8
नामांकन,29
जाना,234
गांवों,39
मजरों,1
घूमकर,5
पंजीकृत,8
इनके,107
शैक्षणिक,12
योजना,205
तैयार,339
मानव,49
संपदा,2
पोर्टल,16
उपलब्ध,98
ब्यौरों,2
सत्यापन,7
यू,20
डायस,1
डाटा,23
सही,180
करने,3428
नेपोटिज्म,6
बोले,70
साजिद,12
होगा,296
शाहरुख,141
बेटा,73
डायरेक्टर,121
खान,672
बयान,478
उन्होंने,2520
ह्यूमरस,2
अंदाज,77
सोचिए,8
फिल्म,2284
इंडस्ट्री,85
डेब्यू,28
करेगा.,89
आजकल,40
जंग,81
जगह,371
यही,302
चर्चा,336
स्टारकिड्स,2
बदौलत,16
आसानी,55
एंट्री,71
जाती,400
बारे,739
सामने,931
आया,420
वेबसाइट,130
दिए,498
इंटरव्यू,127
मं,1
लोगों,1949
पता,466
परिवादवाद,1
मेरे,326
ख्याल,29
सारे,114
प्रोड्यूसर,27
कोशिश,528
करते,1403
देखा,245
रिजेक्ट,5
देती,101
इसलिए,422
अंत,80
टैलेंट,11
चलता,66
हालांकि,568
फिल्मी,27
बैकग्राउंड,14
वजह,703
पहला,167
ब्रेक,35
जाता,675
मतलब,92
यह,2719
स्टार,126
किड्स,5
सब,248
आसान,96
उदाहरण,43
देते,356
सक्सेसफुल,4
फिल्ममेकर,12
बावजूद,209
मेरी,179
बहन,111
फराह,16
हम,778
अपनी,1721
मेहनत,63
पहुंचे,196
वरुण,51
फिल्में,103
थियेटर,11
डेविड,17
धवन,39
जाते.,13
सिद्धार्थ,102
मल्होत्रा,23
जिन्होंने,95
फैमिली,46
सफलता,71
हासिल,251
करेंगे.,318
अभिषेक,48
बच्चन,97
स्टारडम,7
नाकि,1
सरनेम,5
से.,18
सोहराबुद्दीन,9
एनकाउंटर,84
केसः,5
क्लीनचिट,5
मिली,393
मुंबई,437
सीबीआई,295
स्पेशल,130
तुलसीराम,2
प्रजापति,9
मामले,1537
क्लीन,12
चिट,14
खिलाफ,1131
खारिज,110
खुद,570
मुक्त,46
अर्जी,48
पिछली,54
तारीख,107
सुनवाई,253
चुकी,353
थी,592
मंगलवार,269
शेख,33
नवंबर,189
पत्नी,361
बस,165
हैदराबाद,86
सांगली,2
एंटी,43
टेररिज्म,3
दोनों,1136
अगवा,60
फर्जी,62
उनकी,1095
हत्या,680
