ngram,frequency,probability
 प्र,3937,0.00347188846216594
स्य ,3136,0.002765517454242415
म्।।,2797,0.002466566428417103
्वा ,2116,0.0018660187924671395
त्वा,2009,0.001771659619124047
श्च ,1950,0.0017196297945703792
 महा,1934,0.001705520011640571
क्ष्,1809,0.001595287332501444
 राम,1730,0.0015256202792855158
सर्व,1701,0.0015000462977252384
्यं ,1432,0.0012628255722178373
ात्म,1390,0.0012257873920270908
तां ,1258,0.0011093816828561729
ं प्,1236,0.0010899807313276865
प्रत,1209,0.001066170472633635
तस्य,1175,0.0010361871839077925
स्त्,1175,0.0010361871839077925
 राज,1159,0.0010220774009779842
 त्व,1139,0.001004440172315724
ृष्ट,1131,0.00099738528085082
ाम्।,1131,0.00099738528085082
्त्र,1103,0.0009726931607236555
्त्व,1098,0.0009682838535580904
प्रा,1090,0.0009612289620931863
तम्।,1072,0.000945355456297152
ं च ,1030,0.0009083172761064054
ाक्ष,1019,0.0008986168003421622
लक्ष,1003,0.000884507017412354
्रिय,1003,0.000884507017412354
िष्य,992,0.0008748065416481108
ानि ,974,0.0008589330358520766
 सर्,974,0.0008589330358520766
्या ,973,0.0008580511744189635
स्या,929,0.0008192492713619909
 तु ,924,0.0008148399641964259
ुक्त,916,0.0008077850727315216
ित्र,915,0.0008069032112984087
ान्त,911,0.0008033757655659566
धर्म,909,0.0008016120426997306
क्षस,905,0.0007980845969672786
्याम,901,0.0007945571512348265
राक्,898,0.0007919115669354874
्वं ,895,0.0007892659826361484
्तं ,891,0.0007857385369036963
ं रा,886,0.0007813292297381313
ः प्,869,0.00076633758537521
 हि ,858,0.0007566371096109668
्ष्म,846,0.0007460547724136106
क्षि,837,0.0007381180195155935
त्रा,834,0.0007354724352162545
त्र ,831,0.0007328268509169154
ास्त,823,0.0007257719594520113
यां ,800,0.0007054891464904119
्द्र,798,0.000703725423624186
न्द्,786,0.0006931430864268298
राघव,785,0.0006922612249937167
नां ,784,0.0006913793635606037
ार्य,778,0.0006860881949619257
्ति ,778,0.0006860881949619257
त्।।,766,0.0006755058577645694
ष्मण,763,0.0006728602734652304
्रं ,756,0.0006666872434334393
पुत्,752,0.0006631597977009873
ामि ,752,0.0006631597977009873
ुत्र,745,0.0006569867676691961
्तु ,737,0.000649931876204292
्रति,737,0.000649931876204292
ं वि,725,0.0006393495390069359
 कृत,716,0.0006314127861089187
ाश्च,698,0.0006155392803128845
 राघ,687,0.0006058388045486413
न्ति,687,0.0006058388045486413
्य स,686,0.0006049569431155283
तः।।,680,0.0005996657745168502
तस्त,679,0.0005987839130837372
्ष्य,679,0.0005987839130837372
र्वा,674,0.000594374605918172
दर्श,673,0.000593492744485059
्रवी,666,0.0005873197144532679
न्त्,658,0.0005802648229883638
    ,657,0.0005793829615552508
 धर्,656,0.0005785011001221378
दृष्,654,0.0005767373772559117
यन्त,646,0.0005696824857910076
ब्रव,645,0.0005688006243578947
प्रव,645,0.0005688006243578947
ान् ,645,0.0005688006243578947
महात,643,0.0005670369014916686
 स्स,640,0.0005643913171923296
स्तु,639,0.0005635094557592165
त्रि,639,0.0005635094557592165
ा रा,639,0.0005635094557592165
्रुत,635,0.0005599820100267645
।प्र,630,0.0005555727028611994
ान्।,629,0.0005546908414280864
मित्,628,0.0005538089799949734
ाः।।,626,0.0005520452571287474
ां प,623,0.0005493996728294083
्यां,622,0.0005485178113962953
्यति,619,0.0005458722270969562
श्रु,616,0.0005432266427976172
 श्र,613,0.0005405810584982782
 पुर,603,0.000531762444167148
्तस्,601,0.0005299987213009219
ितम्,600,0.000529116859867809
चित्,595,0.0005247075527022439
वाक्,595,0.0005247075527022439
्य व,594,0.0005238256912691309
्प्र,593,0.0005229438298360178
ष्ट्,593,0.0005229438298360178
्ते ,593,0.0005229438298360178
ेषु ,592,0.0005220619684029048
तत्र,591,0.0005211801069697919
ां स,588,0.0005185345226704528
वान्,587,0.0005176526612373398
ुद्ध,586,0.0005167707998042268
त्तम,585,0.0005158889383711137
मात्,584,0.0005150070769380007
 ते ,582,0.0005132433540717748
 लक्,581,0.0005123614926386617
राज्,579,0.0005105977697724357
यामि,579,0.0005105977697724357
ितं ,573,0.0005053066011737575
ार्थ,571,0.0005035428783075316
प्रि,571,0.0005035428783075316
मन्त,570,0.0005026610168744185
ष्या,569,0.0005017791554413055
त्वं,568,0.0005008972940081925
ाक्य,565,0.0004982517097088534
ां व,565,0.0004982517097088534
्रस्,562,0.0004956061254095144
वानर,560,0.0004938424025432884
ज्ञा,560,0.0004938424025432884
नम्।,560,0.0004938424025432884
ानां,559,0.0004929605411101754
 परि,556,0.0004903149568108363
ताम्,556,0.0004903149568108363
्य त,554,0.0004885512339446103
्ये ,553,0.00048766937251149727
 यथा,553,0.00048766937251149727
त्मन,551,0.00048590564964527124
्य म,549,0.0004841419267790452
रक्ष,548,0.0004832600653459322
मान्,542,0.0004779688967472541
क्रम,540,0.00047620517388102806
ं मह,538,0.00047444145101480204
ष्यत,535,0.000471795866715463
 देव,531,0.0004682684209830109
ं वा,531,0.0004682684209830109
्सर्,528,0.0004656228366836719
र्या,528,0.0004656228366836719
 मे ,528,0.0004656228366836719
राजा,527,0.00046474097525055886
ितः।,525,0.00046297725238433283
 राक,525,0.00046297725238433283
सीता,521,0.0004594498066518808
्य च,515,0.0004541586380532027
 स्व,512,0.0004515130537538637
 सीत,510,0.00044974933088763765
्ता ,506,0.00044622188515518554
ो रा,504,0.0004444581622889595
स्मि,503,0.0004435763008558465
रान्,499,0.00044004885512339447
मां ,497,0.00043828513225716844
्राप,496,0.0004374032708240554
ाणि ,496,0.0004374032708240554
व्या,494,0.0004356395479578294
्यन्,494,0.0004356395479578294
्थित,492,0.00043387582509160335
भ्रा,492,0.00043387582509160335
ा वि,490,0.0004321121022253773
विष्,489,0.00043123024079226433
्रीव,488,0.0004303483793591513
पश्य,487,0.0004294665179260383
ेन्द,485,0.0004277027950598123
रवीत,483,0.00042593907219358625
द्वि,483,0.00042593907219358625
वीत्,482,0.0004250572107604732
द्य ,480,0.0004232934878942472
णां ,479,0.00042241162646113414
ग्री,478,0.00042152976502802115
 तस्,478,0.00042152976502802115
 दृष,477,0.0004206479035949081
स्थि,475,0.0004188841807286821
रुत्,474,0.0004180023192955691
ात्र,473,0.00041712045786245606
राप्,473,0.00041712045786245606
ामस्,471,0.00041535673499623003
र्वे,470,0.00041447487356311704
तान्,469,0.000413593012130004
िष्ठ,469,0.000413593012130004
ापि ,467,0.000411829289263778
सम्प,466,0.000410947427830665
निर्,463,0.0004083018435313259
्ट्व,462,0.00040741998209821293
स्सर,460,0.0004056562592319869
ष्टा,459,0.00040477439779887386
पूर्,459,0.00040477439779887386
ित्य,458,0.0004038925363657608
्यस्,457,0.00040301067493264783
न्।।,451,0.00039771950633396975
कृत्,451,0.00039771950633396975
युक्,449,0.0003959557834677437
 तत्,448,0.0003950739220346307
ां त,447,0.0003941920606015177
ि रा,447,0.0003941920606015177
ं पु,446,0.00039331019916840466
तेन ,446,0.00039331019916840466
हात्,446,0.00039331019916840466
